TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA
CCO,1.87,-17.356688741721857,-1.254,1.00,-9.2816517335411, -257.55 
CCON,61.379,undefined,None,,undefined,Not Found!
CCOR,28.71,undefined,None,,undefined,Not Found!
CCRV,22.51,undefined,None,,undefined,Not Found!
CCS,58.88,156.83056953642387,6.13,9.06,2.6635626619637205, 9.86 
CCU,18.32,37.96675496688742,2.53,1.80,2.072421122646693, 16.57 
CCX,9.99,undefined,None,N/A,undefined, -950.22 
CDAY,80.96,-0.8715496688741723,-0.03,11.44,-0.010765188597754105, 227.82 
CDE,8.94,-7.111827814569535,0.106,-54.55,-0.7955064669540868, 11.44 
CDOR,3.33,-56.322185430463584,-1.645,15.00,-16.913569198337413, -25644 
CDR,14.63,-26.137748344370863,-0.92,11.00,-1.7865856694716924, 14.14 
CE,149.61,576.3874410596026,16.749,15.12,3.8525996996163525, 7.47 
CEA,23.1,-473.6060927152319,-4.9,57.84,-20.502428256070644, 41.48 
CEE,23.93,undefined,-8.334,N/A,undefined,Not Found!
CEFD,30.1053,undefined,None,,undefined,Not Found!
CEFS,20.5,undefined,None,,undefined,Not Found!
CEI,1.03,undefined,-1.501,N/A,undefined, -7.06 
CEIX,9.28,undefined,-0.374,N/A,undefined, 3.82 
CEL,3.63,-1.0635761589403974,-0.05,6.10,-0.2929961870359222,Not Found!
CELP,2.41,undefined,-0.46,N/A,undefined, 8.22 
CEM,22.51,undefined,None,N/A,undefined,Not Found!
CEMB,52.0749,undefined,None,,undefined,Not Found!
CEN,10.89,undefined,None,N/A,undefined,Not Found!
CEPU,2.12,45.96688741721855,0.5,54.60,21.68249406472573, 3.31 
CEQP,24.37,-31.27350993377484,-1.59,5.00,-1.2832790288787377, 12.95 
CET,37.38,undefined,2.809,,undefined,Not Found!
CEV,13.13,undefined,0.911,,undefined,Not Found!
CEW,17.8953,undefined,None,,undefined,Not Found!
CF,45.19,7.046264900662252,1.47,-5.21,0.15592531313702707, 10.54 
CFCV,30.8561,undefined,None,,undefined,Not Found!
CFG,44.1,18.56566887417219,2.22,-2.76,0.42099022390413127,Not Found!
CFR,110.55,137.85503046357616,5.109,10.02,1.246992586735198,Not Found!
CFX,45.19,13.691109933774838,0.308,22.01,0.30296769050176675, 20.56 
CGA,5.19,-841.8496688741723,-27.515,12.50,-162.206101902538, -0.19 
CGW,48.48,undefined,None,,undefined,Not Found!
CHAD,18.25,undefined,None,,undefined,Not Found!
CHAQ,10.15,undefined,None,,undefined, -135.64 
CHAU,36.98,undefined,None,,undefined,Not Found!
CHCT,46.81,undefined,0.799,N/A,undefined, 25.47 
CHD,86,78.23141721854307,3.12,8.71,0.9096676420760822, 19.1 
CHE,458.22,438.4935099337749,19.48,6.95,0.9569497401548925, 16.31 
CHGG,86.23,-2.804635761589404,-0.05,30.00,-0.03252505811886123, 96.7 
CHGX,29.51,undefined,None,,undefined,Not Found!
CHH,106.92,55.85960264900663,1.35,19.90,0.5224429727740987, 53.8 
CHIC,27.2353,undefined,None,,undefined,Not Found!
CHIE,8.95,undefined,None,,undefined,Not Found!
CHIH,26.3097,undefined,None,,undefined,Not Found!
CHII,15.11,undefined,None,,undefined,Not Found!
CHIK,28.93,undefined,None,,undefined,Not Found!
CHIL,37.56,undefined,None,,undefined,Not Found!
CHIM,22.865,undefined,None,,undefined,Not Found!
CHIQ,32.61,undefined,None,,undefined,Not Found!
CHIR,16.7898,undefined,None,,undefined,Not Found!
CHIS,30.6534,undefined,None,,undefined,Not Found!
CHIU,16.8879,undefined,None,,undefined,Not Found!
CHIX,15.98,undefined,None,,undefined,Not Found!
CHMI,10.01,-30.502927152317884,-3.673,-2.80,-3.0472454697620264,Not Found!
CHN,27.76,undefined,10.102,N/A,undefined,Not Found!
CHRA,4.3,-312.4262251655629,-2.023,97.50,-72.65726166640998, -7.72 
CHS,3.55,-83.82582781456954,-3.11,10.00,-23.612909243540717, -4.08 
CHT,38.78,21.92423841059603,1.52,1.40,0.5653491080607537, 10.97 
CHWY,79.04,-132.53645033112582,-0.647,132.10,-1.676827559857361, -230.33 
CI,241.39,630.5637086092717,22.96,10.35,2.612219680224001, 7.11 
CIA,6.06,undefined,-0.218,N/A,undefined,Not Found!
CIB,33.02,undefined,None,9.00,undefined,Not Found!
CIEN,53.81,51.570913907284776,2.269,7.10,0.95838903377225, 13.42 
CIF,2.53,undefined,0.126,N/A,undefined,Not Found!
CIG,2.15,undefined,0.243,N/A,undefined, 5.28 
CII,18.99,undefined,2.207,N/A,undefined,Not Found!
CIK,3.32,undefined,0.205,,undefined,Not Found!
CIM,12.71,0.8158940397350994,0.07,-0.50,0.06419307944414629,Not Found!
CINR,14.1,undefined,0.579,N/A,undefined, 8.75 
CIO,10.32,-1.5552980132450331,-0.061,9.00,-0.1507071718260691, 13.29 
CIR,32.68,-197.05780264900665,-9.283,6.07,-6.02992052169543, 100.38 
CIT,50.52,-177.08543046357616,-6.57,10.00,-3.5052539680042787,Not Found!
CIX,15.49,undefined,0.829,N/A,undefined, 8.07 
CIXX,14.7,undefined,None,,undefined, 7.76 
CKH,40.94,106.36737748344373,1.157,54.60,2.5981284192340923, 27.44 
CKX,13.53,undefined,0.175,N/A,undefined, 220.1 
CL,77.89,73.01435761589406,3.14,7.46,0.9374034871728599, 17.13 
CLB,29.82,-143.91059602649008,-2.195,36.50,-4.825975721880955, -31.02 
CLDL,20.03,undefined,None,,undefined,Not Found!
CLDR,11.87,-68.11578807947022,-0.538,78.40,-5.7384825677733975, -54.05 
CLDS,27.9499,undefined,None,,undefined,Not Found!
CLDT,13.92,-48.385430463576164,-1.62,12.00,-3.47596483215346, 334.77 
CLF,15.17,-16.85616688741722,-0.322,27.43,-1.11115140984952, 39.29 
CLGX,78.95,96.69122384105962,3.741,9.24,1.2247146781641498, 12.93 
CLH,85.3,31.379867549668877,2.42,0.40,0.36787652461510995, 10.86 
CLI,15.89,-3.828422516556291,-0.697,-4.73,-0.24093282042519135, 49.66 
CLIX,82.3011,undefined,None,,undefined,Not Found!
CLM,13.35,undefined,1.334,N/A,undefined,Not Found!
CLNC,8.65,undefined,-2.751,N/A,undefined, -35.52 
CLNY,6.37,undefined,-5.811,N/A,undefined, -6.18 
CLPR,7.8,undefined,-0.305,N/A,undefined, 23.22 
CLR,25.89,33.36332052980133,-1.651,-22.37,1.2886566446427705, 11.43 
CLS,8.14,23.710900662251657,0.469,26.20,2.912887059244675, 4.43 
CLTL,105.685,undefined,None,,undefined,Not Found!
CLVT,24,undefined,None,21.30,undefined, 60.38 
CLW,37.05,90.67350993377485,4.61,5.00,2.447328203340752, 5.45 
CLX,190.77,188.95011788079472,9.557,5.07,0.9904603338092715, 14.4 
CM,99.2878,135.25460132450334,7.304,4.21,1.3622479430957615,Not Found!
CMA,69.97,-10.481324503311255,3.27,-10.70,-0.14979740607848013,Not Found!
CMBS,53.99,undefined,None,,undefined,Not Found!
CMC,29.39,-8.45744105960265,2.166,-11.18,-0.28776594282417994, 7.86 
CMCL,13.88,undefined,1.73,N/A,undefined, 3.94 
CMCM,2.22,2.0707245033112587,0.457,-5.39,0.9327587852753416, -1.26 
CMD,79.19,43.63211920529802,1.089,19.00,0.5509801642290443, 21.97 
CMDY,48.6513,undefined,None,,undefined,Not Found!
CMF,62.07,undefined,None,,undefined,Not Found!
CMG,1431.83,1113.7990993377484,12.52,52.56,0.7778850138199007, 58.28 
CMI,261.18,410.85335099337755,12.01,14.98,1.5730658970571159, 13 
CMO,6.35,-42.074635761589406,-1.561,10.00,-6.625926891588883,Not Found!
CMP,62.67,90.07725165562914,1.715,27.55,1.4373264984143792, 12.8 
CMRE,9.95,4.146635761589404,-0.179,-24.40,0.41674731272255316, 14.8 
CMS,61.1,60.34935099337749,2.64,7.19,0.987714418876882, 13.33 
CMT,11.79,undefined,0.975,N/A,undefined, 5.59 
CMU,4.4,undefined,0.018,N/A,undefined,Not Found!
CN,43.502,undefined,None,,undefined,Not Found!
CNA,45.23,49.762251655629136,2.53,5.00,1.100204546885455, 14.67 
CNBS,29.2,undefined,None,,undefined,Not Found!
CNC,64.94,86.50458278145696,3.12,10.53,1.3320693375647823, 9.2 
CNF,3.8,undefined,0.245,N/A,undefined,Not Found!
CNHI,15.45,-35.57130463576159,-0.365,58.39,-2.302349814612401, 28.87 
CNI,116.18,90.75480794701987,3.993,7.10,0.7811568940180742, 17.52 
CNK,20.79,-95.61258278145695,-5.25,4.00,-4.59896983075791, -11.08 
CNMD,125.61,10.39682119205298,0.32,13.80,0.08277064877042417, 37.95 
CNNE,39.48,undefined,20.79,N/A,undefined, 1.42 
CNO,24.78,56.872185430463574,2.11,10.00,2.2950841578072465, 8.33 
CNP,22.3,-6.84427284768212,-1.793,-5.88,-0.3069180649184807, 31.47 
CNQ,30.51,-5.32953642384106,-0.295,3.90,-0.17468162647791086, 11.2 
CNR,12.81,-242.00582781456959,-3.845,34.70,-18.891945965227915, 229.55 
CNRG,107.22,undefined,None,,undefined,Not Found!
CNS,64.31,41.63099337748345,1.57,9.70,0.647348676372002, 28.46 
CNX,14.64,-156.48556291390733,-2.43,35.70,-10.688904570622086, 85.35 
CNXT,43.59,undefined,None,,undefined,Not Found!
CNYA,39.97,undefined,None,,undefined,Not Found!
CO,4.62,33.82390728476821,0.603,30.00,7.321192052980132, -4.05 
CODI,23.41,-7.745894039735101,-0.343,7.00,-0.33087971122319954, 14.49 
COE,20.14,undefined,0.99,N/A,undefined, 15.44 
COF,127.87,95.82714834437088,5.183,4.19,0.7494107166995455,Not Found!
COG,18.72,38.062913907284766,0.5,43.75,2.033275315560084, 12.66 
COHN,24.88,150.74225165562913,7.664,5.00,6.058772172653904, -3.55 
COLD,38.18,2.88476821192053,0.11,9.50,0.07555705112416265, 38.28 
COM,27.1599,undefined,None,,undefined,Not Found!
COMB,24.88,undefined,None,,undefined,Not Found!
COO,382.42,1223.2101986754967,45.382,10.00,3.198604149039006, 32.97 
COP,53.57,-0.0,-2.51,-8.50,-0.0, 24.33 
COPX,33.73,undefined,None,,undefined,Not Found!
COR,119.06,25.569536423841065,1.95,0.50,0.2147617707361084, 23.39 
CORN,16.79,undefined,None,,undefined,Not Found!
CORP,111.44,undefined,None,,undefined,Not Found!
CORR,7.23,-353.30761589403977,-23.095,2.00,-48.86689016515073, -0.85 
COTY,8.59,-5.579841059602648,-1.473,-5.90,-0.6495740465195167, -16.43 
COW,37.855,undefined,None,,undefined,Not Found!
COWZ,40.19,undefined,None,,undefined,Not Found!
CP,353.21,351.05777350993384,14.351,8.29,0.9939066660341832, 15.74 
CPA,82.06,-245.17601324503315,-14.082,3.45,-2.9877652113701334, -7.1 
CPAC,8.24,undefined,None,15.28,undefined, 11.72 
CPB,49.37,66.37606887417219,2.658,8.64,1.3444615935623292, 12.62 
CPE,36.3,2974.050331125828,-63.79,-40.50,81.92976118803935, -2.59 
CPER,24.67,undefined,None,,undefined,Not Found!
CPF,26.36,31.73245033112583,1.32,8.00,1.203810710588992,Not Found!
CPG,3.98,undefined,-3.802,N/A,undefined, 4.27 
CPHI,0.84,-1.7789403973509936,-0.066,10.00,-2.1177861873226114, -2.43 
CPI,27.1457,undefined,None,,undefined,Not Found!
CPK,116.36,82.19497218543047,4.261,4.74,0.7063851167534416, 15.04 
CPLG,8.99,16.90801986754967,-3.145,-12.19,1.8807586059565815, 81.86 
CPRI,49.3,-51.98658278145695,-2.866,3.95,-1.0544945797455771, 16.92 
CPS,34.71,-0.0,-15.822,-8.50,-0.0, -11.16 
CPSR,9.77,undefined,None,,undefined,Not Found!
CPT,110.09,21.860132450331125,1.24,3.60,0.19856601371905827, 23.95 
CQP,40.95,54.988752317880795,2.202,8.64,1.3428266744293234, 14.03 
CQQQ,79.33,undefined,None,,undefined,Not Found!
CR,92.96,25.12953642384106,3.08,-2.90,0.2703263384664486, 15.51 
CRAK,27.24,undefined,None,,undefined,Not Found!
CRBN,153.67,undefined,None,,undefined,Not Found!
CRC,23.8,-722.7356953642384,34.211,-23.00,-30.367046023707495, 0.28 
CRF,13.26,undefined,1.24,N/A,undefined,Not Found!
CRH,45.58,31.196,1.418,6.60,0.684422992540588, 10.63 
CRHC,9.8,undefined,None,,undefined,Not Found!
CRHM,3.95,undefined,-0.342,N/A,undefined, 29.58 
CRI,87.93,86.75809271523178,2.502,15.30,0.9866722701607162, 16.19 
CRK,5.46,-16.194039735099338,-0.39,20.00,-2.965941343424787, 6.77 
CRL,281.95,234.66278145695364,7.2,13.87,0.832285091175576, 21.17 
CRM,205.44,136.6908079470199,4.38,12.92,0.6653563470941389, 56.62 
CROC,45.5977,undefined,None,,undefined,Not Found!
CRS,38.88,-199.6378490066226,-4.368,22.87,-5.1347183386476996, -22.74 
CRT,8.62,undefined,0.81,N/A,undefined, 10.47 
CRY,22.52,-6.73112582781457,-0.44,2.00,-0.2988954630468282, 56.23 
CS,13.21,34.622463576158935,1.148,12.20,2.620928355500298,Not Found!
CSD,62.395,undefined,None,,undefined,Not Found!
CSL,161.75,198.75397350993376,5.805,15.00,1.2287726337553864, 14.32 
CSLT,1.66,-23.054105960264902,-0.411,30.00,-13.888015638713798, -33.69 
CSM,89.518,undefined,None,,undefined,Not Found!
CSPR,8.06,-347.8497218543047,-9.078,17.80,-43.15753372882192, -4.96 
CSR,68.4,undefined,None,6.00,undefined, 16.16 
CSTM,14.86,-18.915818543046356,-0.181,63.23,-1.2729352989936984, 10.14 
CSU,35.01,-3563.1776953642384,-130.087,10.30,-101.77599815379145, -6.41 
CSV,34.94,30.47218543046358,0.89,15.00,0.872128947637767, 14.48 
CTB,55.55,32.11956291390729,2.83,-0.71,0.5782099534456758, 7.16 
CTEK,2.09,-23.460596026490066,-0.565,20.00,-11.225165562913908, -3.02 
CTK,2.6,-139.28476821192052,-1,87.10,-53.571064696892506, -3.31 
CTLT,102.22,64.35123841059603,1.805,15.97,0.6295366700312661, 26.45 
CTO,50.96,undefined,16.687,N/A,undefined, 22.21 
CTR,19.39,undefined,None,,undefined,Not Found!
CTS,30.36,30.115231788079477,1.06,11.00,0.9919378059314716, 13.03 
CTT,10.09,undefined,-0.359,N/A,undefined, 33.88 
CTVA,46.78,-49.8860927152318,-1.28,18.25,-1.0663978776235954, 17.5 
CUB,74.65,2.4730331125827822,0.138,3.80,0.033128373912696345, 24.9 
CUBE,37.7,17.956953642384107,0.85,6.00,0.47631176770249617, 23.74 
CUBI,30.74,100.8066225165563,3.74,10.00,3.2793305958541414,Not Found!
CUK,21.91,-421.43141721854306,-13.208,13.40,-19.23466075849124, -5.7 
CULP,15.58,-54.15496688741723,-2.124,9.00,-3.475928555033198, -124.39 
CURE,79.45,undefined,None,,undefined,Not Found!
CURO,14.42,31.671360264900667,1.801,3.57,2.196349532933472,Not Found!
CUT,35.79,undefined,None,,undefined,Not Found!
CUZ,35.42,undefined,1.598,N/A,undefined, 13.17 
CVA,13.57,-7.258543046357617,-0.212,15.00,-0.5348963188178052, 14.11 
CVE,7.66,-141.97662119205296,-1.549,54.41,-18.53480694413224, 37.34 
CVEO,15.54,-330.0582781456954,-9.64,15.00,-21.23927143794694, -18.37 
CVI,20.61,84.83028079470199,-2.547,-31.36,4.1159767488938375, -474.86 
CVM,17.5,undefined,-0.875,N/A,undefined, -22.38 
CVNA,256.36,776.7334569536424,-2.634,-210.90,3.0298543335685846, -181.21 
CVR,25.03,undefined,0.052,N/A,undefined, 13.87 
CVS,74.07,97.66107417218542,5.463,3.77,1.3184970186605296, 10.17 
CVU,4.44,-8.668874172185431,-0.34,9.00,-1.9524491378796014, -80.41 
CVX,105.07,-15.546278145695364,-2.964,-4.90,-0.14796115109636782, 19.36 
CVY,22.99,undefined,None,,undefined,Not Found!
CW,117.33,1038.5165562913908,4.8,140.00,8.851244833302571, 14.15 
CWB,81.7,undefined,None,,undefined,Not Found!
CWEB,54.23,undefined,None,,undefined,Not Found!
CWEN,26.98,undefined,0.216,,undefined, 15.07 
CWH,35.83,194.54876821192056,3.091,34.70,5.429773045267111, 10.53 
CWI,28.64,undefined,None,,undefined,Not Found!
CWK,16.3,-26.95364238410596,-1,10.00,-1.6535976922764393, 16.3 
CWS,44.3257,undefined,None,,undefined,Not Found!
CWT,55.39,55.11109271523179,1.965,10.75,0.9949646635716156, 15.64 
CX,6.56,-60.754966887417226,-1,33.20,-9.261427879179456, 31.34 
CXE,5,undefined,0.025,N/A,undefined,Not Found!
CXH,9.665,undefined,0.479,N/A,undefined,Not Found!
CXP,17.36,undefined,1.011,N/A,undefined, 13.14 
CXW,8.63,9.506622516556293,0.45,6.00,1.1015785071328263, 10.01 
CYB,27.17,undefined,None,,undefined,Not Found!
CYD,15.29,55.55145695364239,2.061,10.00,3.633188813187861, 3.96 
CYH,13.96,185.80456953642386,4.39,20.55,13.309782918081938, 6.44 
CZA,82.7906,undefined,None,,undefined,Not Found!
D,75.22,-9.433366887417218,-0.574,2.78,-0.12541035479150783, 29.35 
DAC,51.48,108.06953642384106,6.45,3.00,2.099252844285957, 8.18 
DAL,47.01,501.1898675496688,-19.49,-26.15,10.661345831730884, -3.54 
DALT,9.82,undefined,None,,undefined,Not Found!
DAN,23.29,-25.094059602649004,-0.215,71.61,-1.0774606956912411, 11.63 
DAO,28.93,undefined,None,N/A,undefined, -11.92 
DAR,70.88,-42.45358940397352,1.78,-24.87,-0.5989501891079786, 17.65 
DASH,131.75,undefined,None,N/A,undefined, -100.1 
DAUG,33.631,undefined,None,,undefined,Not Found!
DAVA,82.77,33.51347417218543,0.869,17.97,0.4048988059947497, 68.63 
DB,12.34,1.1500172185430464,0.083,1.01,0.09319426406345595,Not Found!
DBA,16.81,undefined,None,,undefined,Not Found!
DBAW,32.1801,undefined,None,,undefined,Not Found!
DBB,18.8,undefined,None,,undefined,Not Found!
DBC,16.38,undefined,None,,undefined,Not Found!
DBD,14.3,-58.10622516556292,-3.468,3.00,-4.063372389200204, 13.72 
DBE,12.867,undefined,None,,undefined,Not Found!
DBEF,36.03,undefined,None,,undefined,Not Found!
DBEH,31.3604,undefined,None,,undefined,Not Found!
DBEM,27.98,undefined,None,,undefined,Not Found!
DBEU,32.075,undefined,None,,undefined,Not Found!
DBEZ,35.533,undefined,None,,undefined,Not Found!
DBGR,30.93,undefined,None,,undefined,Not Found!
DBI,15.36,-228.63769536423843,-6.77,14.68,-14.88526662527594, -4.71 
DBJA,26.14,undefined,None,,undefined,Not Found!
DBJP,49.5709,undefined,None,,undefined,Not Found!
DBL,19.96,undefined,None,,undefined,Not Found!
DBLV,89.0697,undefined,None,,undefined,Not Found!
DBMF,26.9754,undefined,None,,undefined,Not Found!
DBO,10.38,undefined,None,,undefined,Not Found!
DBOC,27.7502,undefined,None,,undefined,Not Found!
DBP,48.0179,undefined,None,,undefined,Not Found!
DBS,35.2022,undefined,None,,undefined,Not Found!
DBV,24.9249,undefined,None,,undefined,Not Found!
DCF,9.34,undefined,None,,undefined,Not Found!
DCI,58.55,51.48145695364239,1.91,10.00,0.8792733894729701, 18.09 
DCO,56.84,56.39867549668875,2.45,7.30,0.9922356702443481, 12.71 
DCP,21.68,-94.70082119205298,-1.752,28.60,-4.368119058674031, 27.53 
DD,77.18,-224.15392052980135,-4.017,29.80,-2.904300602873819, 64.08 
DDD,26.95,-34.28503311258278,-1.272,10.00,-1.2721719151236655, -35.39 
DDEC,30.966,undefined,None,,undefined,Not Found!
DDF,10.08,undefined,-0.591,N/A,undefined,Not Found!
DDG,18.9897,undefined,None,,undefined,Not Found!
DDLS,33.4339,undefined,None,,undefined,Not Found!
DDM,64.36,undefined,None,,undefined,Not Found!
DDS,90.01,59.74066490066225,-3.159,-21.48,0.6637114198495973, 20.79 
DDWM,29.65,undefined,None,,undefined,Not Found!
DE,366.8,676.7913907284768,10.93,34.00,1.8451237478966107, 22.36 
DEA,20.92,undefined,0.149,N/A,undefined, 19.91 
DECK,321.75,465.169165562914,12.874,16.30,1.445747212316749, 16.67 
DECZ,26.3118,undefined,None,,undefined,Not Found!
DEED,25.87,undefined,None,,undefined,Not Found!
DEEF,31.019,undefined,None,,undefined,Not Found!
DEEP,33.3688,undefined,None,,undefined,Not Found!
DEF,60.0627,undefined,None,,undefined,Not Found!
DEFA,31.4747,undefined,None,,undefined,Not Found!
DEFN,23.782,undefined,None,,undefined,Not Found!
DEH,9.81,undefined,None,,undefined,Not Found!
DEI,32.2,6.73112582781457,0.28,8.00,0.20904117477685, 20.52 
DELL,85.99,84.35528476821192,4.22,5.22,0.9809894728248857, 10.47 
DEM,43.09,undefined,None,,undefined,Not Found!
DEN,43.58,undefined,None,32.60,undefined, -0.12 
DEO,164.76,70.2519735099338,2.664,9.60,0.4263897396815599, 20.48 
DES,30.77,undefined,None,,undefined,Not Found!
DESP,13.68,undefined,-1.679,N/A,undefined, -4.69 
DEUS,41.2237,undefined,None,,undefined,Not Found!
DEW,46.4198,undefined,None,,undefined,Not Found!
DEX,9.68,undefined,None,N/A,undefined,Not Found!
DFAE,27.32,undefined,None,,undefined,Not Found!
DFAI,27.75,undefined,None,,undefined,Not Found!
DFAU,27.73,undefined,None,,undefined,Not Found!
DFE,68.74,undefined,None,,undefined,Not Found!
DFEB,32.98,undefined,None,,undefined,Not Found!
DFEN,20.35,undefined,None,,undefined,Not Found!
DFHY,24.9202,undefined,None,,undefined,Not Found!
DFIN,26.68,-20.592582781456954,-0.764,10.00,-0.7718359363364675, 13.89 
DFJ,78.46,undefined,None,,undefined,Not Found!
DFND,35.4635,undefined,None,,undefined,Not Found!
DFNS,9.94,undefined,None,N/A,undefined, -340.33 
DFNV,25.7369,undefined,None,,undefined,Not Found!
DFP,29.98,undefined,None,,undefined,Not Found!
DFS,95.95,77.38306225165563,3.596,6.27,0.8064936138786413,Not Found!
DFVL,81.3413,undefined,None,,undefined,Not Found!
DFVS,16.5153,undefined,None,,undefined,Not Found!
DG,197.78,341.4857483443709,10.62,13.57,1.7265939343936236, 14.73 
DGL,49.885,undefined,None,,undefined,Not Found!
DGNR,10.16,undefined,None,,undefined,Not Found!
DGP,36.13,undefined,None,,undefined,Not Found!
DGRO,47.64,undefined,None,,undefined,Not Found!
DGS,50.01,undefined,None,,undefined,Not Found!
DGT,104.2793,undefined,None,,undefined,Not Found!
DGX,127.15,270.3062781456954,10.47,9.22,2.1258850031120358, 8.69 
DGZ,10.7859,undefined,None,,undefined,Not Found!
DHF,3.05,undefined,0.004,N/A,undefined,Not Found!
DHI,86.05,284.47660927152316,7.396,17.90,3.3059454883384447, 9.92 
DHR,218.69,147.25525165562914,4.885,12.19,0.6733515554237923, 27.62 
DHS,75.37,undefined,None,,undefined,Not Found!
DHT,6.1,31.588211920529805,1.606,5.00,5.178395396808165, 3.48 
DHX,3,-21.386913907284775,-0.622,15.10,-7.128971302428258, -9.79 
DHY,2.37,undefined,0.05,N/A,undefined,Not Found!
DIA,326.19,undefined,None,,undefined,Not Found!
DIAL,21.19,undefined,None,,undefined,Not Found!
DIAX,16.05,undefined,-0.427,,undefined,Not Found!
DIG,119.85,undefined,None,,undefined,Not Found!
DIM,66.91,undefined,None,,undefined,Not Found!
DIN,88.58,-628.9003046357616,-6.433,58.60,-7.099800232961861, 2343.91 
DIS,186.91,-227.41751125827818,-2.737,48.53,-1.2167220119751656, 140.94 
DIT,111.01,undefined,14.475,N/A,undefined, 7.88 
DIV,19.09,undefined,None,,undefined,Not Found!
DIVA,23.86,undefined,None,,undefined,Not Found!
DIVB,36.38,undefined,None,,undefined,Not Found!
DIVO,34.33,undefined,None,,undefined,Not Found!
DIVZ,27.074125,undefined,None,,undefined,Not Found!
DJAN,30.5584,undefined,None,,undefined,Not Found!
DJCB,15.585,undefined,None,,undefined,Not Found!
DJD,42.54,undefined,None,,undefined,Not Found!
DJP,23.49,undefined,None,,undefined,Not Found!
DJUL,32.1622,undefined,None,,undefined,Not Found!
DJUN,32.8557,undefined,None,,undefined,Not Found!
DK,22.91,95.08356291390726,-8.261,-16.40,4.150308289563826, -10.07 
DKL,36.02,68.02603973509933,4.18,2.67,1.8885630131898758, 10.65 
DKS,76.56,147.84116556291391,5.72,9.24,1.9310497069346122, 7.8 
DLA,26.45,-52.590198675496694,-1.536,15.00,-1.9882872845178334, 58.34 
DLB,96.94,110.12019867549668,3.085,16.00,1.1359624373374941, 20 
DLN,113.06,undefined,None,,undefined,Not Found!
DLNG,2.89,13.218211920529802,0.955,1.00,4.573775751048374, 6.96 
DLR,138.36,57.52052980132451,1,30.98,0.41573091790491834, 27.07 
DLS,72.04,undefined,None,,undefined,Not Found!
DLX,39.17,4.499072847682119,0.193,7.50,0.11486016971361039, 15.08 
DLY,18.9,undefined,None,,undefined,Not Found!
DM,16.87,undefined,-0.573,N/A,undefined, -39.45 
DMAY,33.13,undefined,None,,undefined,Not Found!
DMB,13.83,undefined,0.259,,undefined,Not Found!
DMDV,24.1875,undefined,None,,undefined,Not Found!
DMF,8.58,undefined,0.109,N/A,undefined,Not Found!
DMO,14.55,undefined,-2.705,,undefined,Not Found!
DMRE,58.1932,undefined,None,,undefined,Not Found!
DMRI,50.005,undefined,None,,undefined,Not Found!
DMRL,65.995,undefined,None,,undefined,Not Found!
DMRM,57.0067,undefined,None,,undefined,Not Found!
DMRS,55.475,undefined,None,,undefined,Not Found!
DMS,12.58,undefined,None,N/A,undefined, 94.16 
DNB,24.35,-16.735152317880793,-0.48,15.43,-0.6872752491942831, 23.31 
DNK,2.35,undefined,None,N/A,undefined, -2.73 
DNL,76.33,undefined,None,,undefined,Not Found!
DNMR,37.92,undefined,None,N/A,undefined,Not Found!
DNN,1.04,undefined,-0.021,N/A,undefined, -153.73 
DNOV,33.8708,undefined,None,,undefined,Not Found!
DNOW,10,undefined,-3.91,N/A,undefined, -11.23 
DNP,9.91,undefined,-1.097,N/A,undefined,Not Found!
DOC,17.73,8.379231788079471,0.316,9.70,0.47260190570104177, 19.23 
DOCT,31.407,undefined,None,,undefined,Not Found!
DOG,36.36,undefined,None,,undefined,Not Found!
DOL,47.07,undefined,None,,undefined,Not Found!
DON,39.94,undefined,None,,undefined,Not Found!
DOO,42.2307,undefined,None,,undefined,Not Found!
DOOR,114.41,236.09205298013245,2.77,50.00,2.0635613406182367, 11.75 
DOV,137.7,123.25827814569539,4.7,9.50,0.8951218456477515, 18.58 
DOW,63.24,7.335470198675498,1.64,-5.43,0.11599415241422356, 10.78 
DPG,13.65,undefined,None,,undefined,Not Found!
DPST,232.42,undefined,None,,undefined,Not Found!
DPW,3.29,undefined,-6.227,N/A,undefined, -6.14 
DPZ,367.6,349.84108609271533,12.39,10.88,0.9516895704372016, 23.49 
DQ,68.02,201.1286622516556,1.698,72.80,2.95690476700464, 37.47 
DRD,9.01,26.54933774834437,0.985,10.00,2.9466523583068116, 7.64 
DRE,42.01,17.006291390728478,0.805,6.00,0.40481531518039704, 26.16 
DRH,10.54,2.8731125827814568,-1.972,-9.50,0.27259132663960695, -13.7 
DRI,144.9,-109.04839072847685,-1.703,35.45,-0.7525768856347608, -432.14 
DRIP,11.79,undefined,None,,undefined,Not Found!
DRN,15.3,undefined,None,,undefined,Not Found!
DRQ,32.92,-134.06042384105962,-0.873,96.90,-4.072309351186501, -29.94 
DRSK,29.18,undefined,None,,undefined,Not Found!
DRV,7.96,undefined,None,,undefined,Not Found!
DRW,26.1249,undefined,None,,undefined,Not Found!
DS,3.11,-22.298966887417226,-0.922,8.10,-7.1700858158897836, -68.65 
DSE,7.12,undefined,None,,undefined,Not Found!
DSEP,31.5502,undefined,None,,undefined,Not Found!
DSI,74.86,undefined,None,,undefined,Not Found!
DSJA,26.2499,undefined,None,,undefined,Not Found!
