TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ALTMAN Z-SCORE
ETY,Eaton Vance Tax-Managed Diversi,14.36,undefined,0.734,N/A,undefined,1.2502156,Not Found!,None, 2.20 Bil ,2147064832,$0.0,$22.6,1.3955296404275996,1.3975024295432459,14.3803,10.29,None,
EUCG,Euclid Capital Growth ETF,27.3749,,Key Error,,,None,,,,,Not Found!,Not Found!,1.102492952074104,1.1103503826016916,27.57,24.83,,Not Found!
EUDV,ProShares MSCI Europe Dividend ,55.6439,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3561759688033146,1.368881306361199,56.1652,41.03,,Not Found!
ETWO,,,,Key Error,N/A,,, -47.54 ,, 3.13 Bil ,,$25.65,"$1,511.56",,,,,,0.92 
EUFX,ProShares Short Euro,43.5258,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0731213017751478,1.0691592702169623,43.3651,40.56,,Not Found!
EUM,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
EUO,ProShares UltraShort Euro,24.23,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0968764146672703,1.0878225441376188,24.03,22.09,,Not Found!
EURN,Euronav NV,8.12,-6.571750972762647,0.853,-13.00,-0.8093289375323458,0.7427748, 14.53 ,5.725, 3.03 Bil ,2890384640,$57.9,"$1,665.9",1.1269951422623177,1.135322692574601,8.18,7.205,0.0162,0.80 
EURZ,Xtrackers Eurozone Equity ETF,27.5927,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3990113065963596,1.413912690767125,27.8866,19.723,,Not Found!
EURL,Direxion Daily FTSE Europe Bull,38.72,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,2.7286821705426356,2.7463002114164907,38.97,14.19,,Not Found!
EUSC,WisdomTree Europe Hedged SmallC,36.71,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4464144996059891,1.4586288416075652,37.02,25.38,,Not Found!
EUSA,iShares MSCI USA Equal Weighted,86.83,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4772031303164341,1.483157536577067,87.18,58.78,,Not Found!
EUSB,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
EVBN,"Evans Bancorp, Inc.",38.99,undefined,2.949,N/A,undefined,1.2637486,Not Found!,None, 149.60 Mil ,155261456,$10.12,"$1,984.51",1.789352914180817,1.7861404313905462,38.92,21.79,0.0049,
EVF,Eaton Vance Senior Income Trust,6.84,undefined,0.13,N/A,undefined,1.0140104,Not Found!,None, 256.05 Mil ,412921024,$3.55,$109.96,1.1854419410745234,1.1802426343154246,6.81,5.77,None,
EVC,Entravision Communications Corp,6.66,-5.949245136186772,0.429,-16.60,-0.8932800504784943,2.1060605, 7.29 ,8.474, 661.97 Mil ,598293888,$82.2,$491.1,5.328,5.343999999999999,6.68,1.25,0.01,1.09 
EVA,,,,Key Error,34.50,,, 22.37 ,, 3.21 Bil ,,$63,"$1,032",,,,,,2.23 
EVI,"EVI Industries, Inc.",24.25,undefined,0.117,N/A,undefined,3.0406406, 45.7 ,53.77, 330.55 Mil ,377251936,$11.7,$84.6,1.1289571694599627,1.1308193668528863,24.29,21.48,0.6507,3.65 
EVN,Eaton Vance Municipal Income Tr,14.32,undefined,0.897,,undefined,1.0138053,Not Found!,None, 846.91 Mil ,864010560,$59.43,$302.01,1.155770782889427,1.1549636803874093,14.31,12.39,None,
EVG,,,,Key Error,N/A,,,Not Found!,, 267.39 Mil ,,$50.79,$52.36,,,,,,
EVH,"Evolent Health, Inc",23.93,-205.98249027237355,-3.125,30.00,-8.607709580960032,3.3637118, 132.75 ,245.883, 2.22 Bil ,1864039296,$-129.3,$679.2,2.534957627118644,2.5296610169491527,23.88,9.44,0.097200006,1.96 
EVM,,,,Key Error,,,,Not Found!,, 513.69 Mil ,,$206.41,$222.43,,,,,,
EVR,Evercore Inc.,135.95,82.74396887159534,10.74,-4.00,0.6086352987980533,4.91504,Not Found!,None, 6.09 Bil ,6216875008,$934,"$1,522",2.2583056478405314,2.259302325581395,136.01,60.2,0.0291,
EVRG,"Evergy, Inc.",69.11,79.01167315175098,3.25,5.70,1.1432741014578351,1.7607939, 12.06 ,11.314, 26.61 Bil ,24793858048,$-360,"$19,032",1.4217239251182885,1.4040320921621066,68.25,48.61,0.0082,0.89 
EVT,Eaton Vance Tax Advantaged Divi,28.171,undefined,-1.6,N/A,undefined,1.3505023,Not Found!,None, 2.53 Bil ,2495146240,$123.1,$457.4,1.5335329341317363,1.5365487207403374,28.2264,18.37,None,
EVTC,"Evertec, Inc.",46,60.712809338521424,1.62,13.39,1.319843681272205,9.373485, 13.37 ,16.994, 3.63 Bil ,3471478016,$148.8,$672.7,1.4028667276608722,1.397682220189082,45.83,32.79,0.0305,4.91 
EVV,316100,13.22,undefined,3.012,,undefined,0.98112935,Not Found!,None, 2.29 Bil ,2297177344,$194.2,$742.8,1.1751111111111112,1.1782222222222223,13.255,11.25,None,
EW,,,,Key Error,16.11,,, 55.65 ,, 71.67 Bil ,,"$1,050","$2,529",,,,,,19.94 
EVX,VanEck Vectors Environmental Se,146.0502,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.52135625,1.5401041666666666,147.85,96,,Not Found!
EWA,iShares MSCI Australia Index Fu,25.63,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3204533745492013,1.3240597630087583,25.7,19.41,,Not Found!
EVRI,Everi Holdings Inc.,22.68,-27.17813229571985,-0.557,20.00,-1.1983303481357959,117.9, 10.68 ,15.914, 2.92 Bil ,2809863936,$142.6,"$1,508.0",3.3800298062593144,3.3815201192250375,22.69,6.71,0.0359,1.41 
EWCO,Invesco S&P 500 Equal Weight Co,38.3661,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5045529411764706,1.5149019607843137,38.63,25.5,,Not Found!
EWC,iShares MSCI Canada Index Fund,37.07,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4165074512800917,1.4180359189912113,37.11,26.17,,Not Found!
EWD,iShares Inc iShares MSCI Sweden,47.56,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4197014925373135,1.4194029850746268,47.55,33.5,,Not Found!
EWG,iShares MSCI Germany Index Fund,34.68,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.330775134305449,1.3323100537221797,34.72,26.06,,Not Found!
EWGS,Ishares MSCI Germany Small Cap ,84.14,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4776958201615737,1.4762908324552162,84.06,56.94,,Not Found!
EWI,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
EWK,iShares Inc iShares MSCI Belgiu,22.13,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.405079365079365,1.4146031746031746,22.28,15.75,,Not Found!
EWM,iShares MSCI Malaysia Index Fun,26.02,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0650839132214491,1.0716332378223496,26.18,24.43,,Not Found!
EWL,iShares Inc iShares MSCI Switze,50.57,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3090862024333418,1.312710328760031,50.71,38.63,,Not Found!
EWH,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
EWN,iShares MSCI Netherlands Index ,51.7,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5386904761904763,1.5440476190476191,51.88,33.6,,Not Found!
EWJ,iShares MSCI Japan Index Fund,67.66,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1836948915325403,1.1805458362491255,67.48,57.16,,Not Found!
EWMC,Invesco S&P MidCap 400 Equal We,91.781,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.6101929824561405,1.636140350877193,93.26,57,,Not Found!
EWO,iShares Inc iShares MSCI Austri,24.94,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.7852541159627775,1.7859699355762346,24.95,13.97,,Not Found!
EWP,iShares Inc iShares MSCI Spain ,28.07,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3573500967117988,1.3554158607350097,28.03,20.68,,Not Found!
EWQ,iShares MSCI France Index Fund,38.18,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4522632179535946,1.4516926588056296,38.165,26.29,,Not Found!
EWRE,Invesco S&P 500 Equal Weight Re,37.7938,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.5432339730502245,1.5459371171906902,37.86,24.49,,Not Found!
EWSC,Invesco S&P SmallCap 600 Equal ,80.8964,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.7759912184412734,1.7995609220636664,81.97,45.55,,Not Found!
EWT,iShares Inc iShares MSCI Taiwan,62.6,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4712103407755583,1.490951821386604,63.44,42.55,,Not Found!
EWUS,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
EWS,iShares Inc iShares MSCI Singap,23.16,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2873818788215676,1.2815453029460813,23.055,17.99,,Not Found!
EWU,iShares MSCI,32.91,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3701082431307243,1.371773522064946,32.95,24.02,,Not Found!
EWV,ProShares UltraShort MSCI Japan,13.6478,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0763249211356467,1.062192429022082,13.4686,12.68,,Not Found!
EWX,SPDR S&P Emerging Markets Small,58.98,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3690807799442897,1.38347260909935,59.6,43.08,,Not Found!
EXD,Eaton Vance Buy-Write Strategie,12.05,undefined,None,,undefined,None,Not Found!,None, 118.08 Mil ,None,$0.00,$2.65,1.4077102803738317,1.4077102803738317,12.05,8.56,None,
EWW,iShares Inc iShares MSCI Mexico,49.31,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.599935107073329,1.598312783906554,49.26,30.82,,Not Found!
EXG,Eaton Vance Tax-Managed Global ,10.58,undefined,None,N/A,undefined,None,Not Found!,None, 3.24 Bil ,None,$0.0,$53.2,1.4922425952045135,1.4964739069111423,10.61,7.09,None,
EWY,iShares Inc iShares MSCI South ,84.47,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3602254428341385,1.3595813204508858,84.43,62.1,,Not Found!
EWZ,iShares Inc iShares MSCI Brazil,36,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.355421686746988,1.358433734939759,36.08,26.56,,Not Found!
EXK,Endeavour Silver Corporation,4.29,undefined,0.008,N/A,undefined,4.5680237, 8.79 ,13.645, 657.82 Mil ,606677632,$17.2,$46.7,1.434782608695652,1.434782608695652,4.29,2.99,None,10.08 
EXP,Eagle Materials Inc,156.1,229.26910505836577,8.116,8.00,1.4687322553386661,4.899919, 12.57 ,13.544, 7.32 Bil ,7047984640,$619,"$1,499",1.9953981848395754,1.996420810430781,156.18,78.23,0.0229,4.62 
EXI,iShares Global Industrials ETF,122.5163,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3606874722345623,1.3617281208351844,122.61,90.04,,Not Found!
EXN,,,,Key Error,,,, 56.74 ,, 64.49 Mil ,,$-4.03,$24.08,,,,,,-0.22 
EXPR,"Express, Inc.",6.17,522.2506894941635,-6.274,-57.12,84.64354773001028,43.28859, -10.62 ,-5.231, 1.35 Bil ,1344559872,$-103,"$1,274",10.824561403508772,10.649122807017545,6.07,0.57,0.098900005,0.79 
EXTN,Exterran Corporation,3.79,undefined,-3.444,N/A,undefined,0.4917002, 5.49 ,5.319, 687.80 Mil ,681336192,$-93.0,$985.0,1.3682310469314078,1.371841155234657,3.8,2.77,0.0846,0.06 
EYLD,Cambria ETF Trust Cambria Emerg,37,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3668267454746952,1.3546730698189877,36.671,27.07,,Not Found!
EZA,iShares MSCI South Africa Index,47.01,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.352027610008628,1.357492090882945,47.2,34.77,,Not Found!
EZJ,ProShares Ultra MSCI Japan,46.21,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3740707701457031,1.3681236990782037,46.01,33.63,,Not Found!
EZM,WisdomTree U.S. MidCap Fund,53.15,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.6308683645289963,1.6474347959496778,53.6899,32.59,,Not Found!
EXR,Extra Space Storage Inc,175.29,121.0710505836576,4.877,6.00,0.6906900027591854,7.9580803, 27.41 ,29.918, 30.10 Bil ,29244536832,$836,"$6,102",1.7996919917864473,1.7926078028747432,174.6,97.4,0.021,2.78 
EZU,iShares MSCI Eurozone ETF,50.35,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4167135621834552,1.4172763083849185,50.37,35.54,,Not Found!
FACA,Figure Acquisition Corp. I,9.77,undefined,None,,undefined,None,Not Found!,None, 400.28 Mil ,397823616,$,$0.06,1.0145379023883696,1.0062305295950154,9.69,9.63,None,
F$B,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
F$C,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
FACT,Freedom Acquisition I Corp.,9.75,undefined,None,,undefined,None,Not Found!,None, 419.87 Mil ,419272896,$,$0.11,1.0137242669993762,1.0137242669993762,9.75,9.618,None,
FAIL,Cambria ETF Trust Cambria Globa,23.205,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1013289036544849,1.0927859515899383,23.025,21.07,,Not Found!
FAN,First Trust Global Wind Energy ,21.68,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3036680697534577,1.2977089597113651,21.5809,16.63,,Not Found!
FAM,First Trust/Aberdeen Global Opp,10.17,undefined,0.39,N/A,undefined,0.8969399,Not Found!,None, 154.74 Mil ,180716576,$19.87,$55.44,1.0796178343949046,1.078556263269639,10.16,9.42,0.0021,
FAPR,FT Cboe Vest U.S. Equity Buffer,31.4,,Key Error,,,None,,,,,Not Found!,Not Found!,1.0627855813166356,1.0678625825012693,31.55,29.545,,Not Found!
F,Ford Motor Company,12.9,118.06271750972765,0.856,72.06,9.152148644164933,1.5339403, 9.04 ,16.536, 160.36 Bil ,174835466240,"$15,207","$213,748",2.012480499219969,2.0078003120124803,12.87,6.41,0.0208,1.06 
FAF,,,,Key Error,-3.10,,, 4.79 ,, 7.42 Bil ,,"$1,070","$10,152",,,,,,
FAS,Direxion Financial Bull 3X Shar,124.36,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,4.191439164138861,4.194135490394338,124.44,29.67,,Not Found!
FATT,Fat Tail Risk ETF,24.7867,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.122077863286555,1.1235808057944772,24.8199,22.09,,Not Found!
FAX,592314,4.23,undefined,0.103,,undefined,0.91182786,Not Found!,None, 1.47 Bil ,1531737088,$199.1,$490.2,1.1190476190476193,1.1164021164021163,4.22,3.78,None,
FAZ,Direxion Financial Bear 3X Shar,22.45,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.042246982358403,1.0,21.54,21.54,,Not Found!
FAUG,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
FBGX,UBS AG FI Enhanced Large Cap Gr,764.4515,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.8673852505068764,1.9016422796003614,778.4753,409.37,,Not Found!
FBC,"Flagstar Bancorp, Inc.",48.5,207.63035019455253,11.55,2.00,4.281038148341289,1.1033803,Not Found!,None, 5.95 Bil ,5141142016,"$-4,016","$24,567",1.7452320978769342,1.743073047858942,48.44,27.79,0.0397,
FBHS,"Fortune Brands Home & Security,",99.95,130.51119066147862,4.432,8.70,1.305764789009291,4.891581, 13.64 ,15.755, 16.33 Bil ,17609920512,$654,"$4,653",1.2682400710569726,1.268874508311128,100,78.81,0.012999999,3.80 
FBCG,Fidelity Blue Chip Growth ETF,33.74,,Key Error,,,None,,,,,Not Found!,Not Found!,1.4653637350705757,1.465841476655809,33.751,23.025,,Not Found!
FBCV,Fidelity Blue Chip Value ETF,29.11,,Key Error,,,None,,,,,Not Found!,Not Found!,1.4852040816326528,1.4892857142857143,29.19,19.6,,Not Found!
FBND,Fidelity Total Bond ETF,53.465,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0256090542873586,1.0251294839823517,53.44,52.13,,Not Found!
FBK,,,,Key Error,N/A,,,Not Found!,, 546.99 Mil ,,$-198.9,"$10,546.6",,,,,,
FBP,First BanCorp. New,12.54,28.620544747081713,0.73,14.40,2.282340091473821,1.293275,Not Found!,None, 464.01 Mil ,730832896,$382.7,"$19,165.0",2.538461538461538,2.552631578947368,12.61,4.94,0.0382,
FCG,First Trust Natural Gas ETF,13.36,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,2.3479789103690685,2.379613356766256,13.54,5.69,,Not Found!
FC,Franklin Covey Company,40.22,-31.703968871595336,-0.788,15.00,-0.7882637710491133,10.007185, 29.61 ,22.187, 590.47 Mil ,456585760,$34.2,$138.3,2.4375757575757575,2.4454545454545453,40.35,16.5,0.0277,4.01 
FCAX,Fortress Capital Acquisition Co,9.68,undefined,None,,undefined,None,Not Found!,None, 485.69 Mil ,488967296,$,$0.00,1.0189473684210526,1.0178947368421052,9.67,9.5,None,N/A 
FBT,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
FCF,First,13.26,31.328171206225683,1.109,8.00,2.362607179956688,1.2111582,Not Found!,None, 1.32 Bil ,1341557120,$121.7,"$8,296.0",1.8571428571428572,1.865546218487395,13.32,7.14,0.0297,
FCO,17210,8.3501,undefined,-0.447,,undefined,1.2941177,Not Found!,None, 94.33 Mil ,101548296,$16.55,$21.91,1.3577398373983738,1.3414634146341462,8.25,6.15,None,
FCOM,Fidelity MSCI Communication Ser,55.35,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.493927125506073,1.4963562753036437,55.44,37.05,,Not Found!
FCN,"FTI Consulting, Inc.",140.78,168.18678132295722,6.001,7.87,1.1946780886699617,3.2699697, 14.36 ,14.137, 5.15 Bil ,4951548928,$208,"$1,449",1.4839253715610836,1.4677980394223673,139.25,94.87,0.057800002,4.26 
FCRW,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
FCOR,Fidelity Corporate Bond ETF,55.9112,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0519510818438382,1.0511909689557857,55.8708,53.15,,Not Found!
FCPI,Fidelity Stocks for Inflation E,31.21,,Key Error,,,None,,,,,Not Found!,Not Found!,1.3546006944444446,1.3622395833333334,31.386,23.04,,Not Found!
FCPT,"Four Corners Property Trust, In",27.46,undefined,1.08,N/A,undefined,2.5116653, 20.56 ,20.074, 2.95 Bil ,2907478272,$113.7,$904.0,1.1484734420744458,1.150585529067336,27.5105,23.91,0.025899999,1.78 
FCT,First Trust Senior Floating Rat,12.47,undefined,0.123,N/A,undefined,0.98033047,Not Found!,None, 458.73 Mil ,451156544,$24.05,$153.21,1.1967370441458733,1.1938579654510557,12.44,10.42,0.0062,
FCTR,First Trust Lunt U.S. Factor Ro,35.81,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4892289777925645,1.4859020211261746,35.73,24.046,,Not Found!
FDD,First Trust Dow Jones STOXX Sel,14.76,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.524793388429752,1.5258264462809918,14.77,9.68,,Not Found!
FCX,,,,Key Error,18.10,,, 7.23 ,, 57.07 Bil ,,"$4,407","$24,501",,,,,,2.06 
FCRX,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
FDEC,FT Cboe Vest U.S. Equity Buffer,33.6648,,Key Error,,,None,,,,,Not Found!,Not Found!,1.1255366098294886,1.126071547977265,33.6808,29.91,,Not Found!
FDEV,Fidelity Emerging Markets Multi,30.07,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2477178423236515,1.2501244813278007,30.128,24.1,,Not Found!
FDEM,Fidelity Emerging Markets Multi,26.4645,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.1862169430748544,1.1904975347377857,26.56,22.31,,Not Found!
FDEU,First Trust Dynamic Europe Equi,13.43,undefined,None,,undefined,None,Not Found!,None, 304.54 Mil ,None,$28.42,$85.08,1.451891891891892,1.4486486486486487,13.4,9.25,0.0017,
FDHY,,,,Key Error,,,,Not Found!,,Not Found!,,Not Found!,Not Found!,,,,,,Not Found!
FDG,American Century Focused Dynami,84.37,,Key Error,,,None,,,,,Not Found!,Not Found!,1.3883495145631068,1.4001991114036532,85.0901,60.77,,Not Found!
FDIS,Fidelity MSCI Consumer Discreti,81.53,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3989361702127658,1.3996499656829102,81.5716,58.28,,Not Found!
FDL,First Trust Morningstar ETF,33.8,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3444709626093874,1.3464598249801114,33.85,25.14,,Not Found!
FDLO,Fidelity Low Volatility Factor ,49.36,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.30633849411142,1.30633849411142,49.36,37.785,,Not Found!
FDP,"Fresh Del Monte Produce, Inc.",32.08,92.36575875486382,1.66,24.00,2.8792318813860294,0.8803912, 9.24 ,10.512, 2.18 Bil ,2326360832,$25,"$1,529",1.5490101400289713,1.5538387252535006,32.18,20.71,0.032,2.73 
FDN,First Trust DJ Internet Index F,244.72,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3848678625997397,1.3888127440439137,245.4171,176.71,,Not Found!
FDS,FactSet Research Systems Inc.,374.01,undefined,10.04,,undefined,14.535839, 25.8 ,24.537, 14.43 Bil ,12701869056,$468,"$1,187",1.2712348322626696,1.2678358995275485,373.01,294.21,0.0179,9.44 
FDMO,Fidelity Momentum Factor ETF,50.86,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.3366622864651774,1.3395532194480946,50.97,38.05,,Not Found!
FDRR,Fidelity Dividend ETF for Risin,43.11,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.387958789439794,1.3889246619446234,43.14,31.06,,Not Found!
FDVV,Fidelity High Dividend ETF,38.37,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.4413974455296767,1.4444027047332832,38.45,26.62,,Not Found!
FDM,First Trust DJ Select MicroCap ,59.6416,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.6687632904308896,1.6717963066592052,59.75,35.74,,Not Found!
FDX,FedEx Corporation,267.46,391.7944046692607,11.357,11.65,1.4648710262067626,3.2339451, 8.94 ,8.931, 100.69 Bil ,104935628800,"$4,251","$58,609",1.2493460388639759,1.2467769058295965,266.91,214.08,0.012999999,2.64 
FDWM,Fidelity Women's Leadership ETF,20.7309,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.0550076335877863,1.0580152671755725,20.79,19.65,,Not Found!
FENG,Phoenix New Media Limited,1.22,20.63456186770428,0.874,5.29,16.913575301396953,0.056579005, 8.75 ,94.142," -148,394,000.00 ",-1369528704,$0.0,$146.9,1.0892857142857142,1.0714285714285714,1.2,1.12,None,1.90 
FE,FirstEnergy Corp.,38.54,undefined,2.468,,undefined,2.8502808, 11.48 ,11.42, 43.99 Bil ,43009122304,$29,"$36,933",1.472678639663737,1.4673290026748183,38.4,26.17,0.039300002,0.67 
FEN,17547,13.71,undefined,-5.603,N/A,undefined,1.0934157,Not Found!,None, 335.03 Mil ,323700480,$15.31,$84.59,1.5579545454545454,1.5613636363636363,13.74,8.8,0.011,
FEDX,,,,Key Error,,,,,,,,Not Found!,Not Found!,,,,,,Not Found!
FEBZ,TrueShares Structured Outcome (,28.6504,,Key Error,,,None,,,,,Not Found!,Not Found!,1.149187758212667,1.1550519433636839,28.7966,24.931,,Not Found!
FENY,Fidelity MSCI Energy Index ETF,13.1,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.8245125348189415,1.8454038997214486,13.25,7.18,,Not Found!
FEDU,Four Seasons Education (Cayman),0.6266,undefined,-0.094,N/A,undefined,0.05258153, 7.12 ,13.138," -26,075,000.00 ",-272907968,$0.00,$49.66,1.116934046345811,1.1055258467023172,0.6202,0.561,None,0.73 
FEI,,,,Key Error,,,,Not Found!,, 417.28 Mil ,,$-1.75,$96.05,,,,,,
FEO,First Trust/Aberdeen Emerging O,14.36,undefined,1.792,,undefined,0.8864524,Not Found!,None, 76.18 Mil ,80189376,$8.76,$6.71,1.2107925801011805,1.2023608768971332,14.26,11.86,0.0092,
FERG,Ferguson plc,140.85,undefined,None,,undefined,None, 15.04 ,17.272, 33.42 Bil ,32988602368,"$1,672","$7,986",1.5185983827493261,1.50911051212938,139.97,92.75,None,4.90 
FEUL,Credit Suisse FI Enhanced Europ,113.788,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.8737937621447156,1.9104831538385536,116.016,60.726,,Not Found!
FF,FutureFuel Corp.,8.03,33.57354085603113,1.06,10.00,4.181013805234263,0.96929765, 17.86 ,29.108, 217.41 Mil ,176278128,$7.7,$85.0,1.0216284987277353,1.0254452926208653,8.06,7.86,0.0456,3.76 
FET,"Forum Energy Technologies, Inc.",19.2,-3849.7702412451367,-15.993,132.10,-200.50886673151754,0.28965843, -15.61 ,-2.61, 322.32 Mil ,344537856,$6.9,$442.5,2.823529411764706,2.8323529411764707,19.26,6.8,0.0771,-0.27 
FEZ,SPDR DJ Euro STOXX 50 Etf,47.36,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.426076482987052,1.4272809394760613,47.4,33.21,,Not Found!
FEVR,Northern Lights Fund Trust IV I,29.3138,,Key Error,,,None,Not Found!,,Not Found!,,Not Found!,Not Found!,1.2489902002556457,1.2654324669791224,29.6997,23.47,,Not Found!
FFA,First Trust Enhanced Equity Inc,21.12,undefined,2.503,N/A,undefined,1.1581998,Not Found!,None, 418.02 Mil ,400833760,$0.00,$0.83,1.476923076923077,1.4748251748251748,21.09,14.3,0.0016,
FFC,Flaherty & Crumrine Preferred S,22.96,undefined,1.6,N/A,undefined,1.1164081,Not Found!,None, 1.51 Bil ,1453650944,$34.6,$479.4,1.1310344827586207,1.1270935960591133,22.88,20.3,None,
