TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
USAP,Universal Stainless & Alloy Pro,8.96,-44.79445296,-2.508,3.15,-4.999380911,-20.11,36.933, 131.46 Mil ,134621904,$25.40 ,$83.20 ,1.75,5.12,0.0047
USCR,"U S Concrete, Inc.",64.53,52.77700348,1.53,14,0.817867712,11.4,10.988, 1.88 Bil ,1871323648,$157 ,"$1,105 ",4.450344828,14.5,0.0758
USEG,U.S. Energy Corp.,4.14,-202.5594425,-3.944,25,-48.92740157,-8.31,-10.68, 16.66 Mil ,16842886,($1.89),$3.80 ,1.427586207,2.9,0.0543
USIO,"Usio, Inc.",6.13,undefined,-0.351,N/A,undefined,-67.79,-70.143, 151.77 Mil ,157026720,$5.44 ,$65.96 ,5.728971963,1.07,0.0056
USLM,"United States Lime & Minerals, ",146.5,undefined,5,N/A,undefined,13.81,13.419, 744.72 Mil ,738464256,$41.40 ,$35.90 ,2.219024538,66.02,0.014099999
USWS,"U.S. Well Services, Inc.",0.7501,undefined,-3.881,N/A,undefined,-3.17,29.265, 446.17 Mil ,435224640,($47.30),$353.20 ,3.261304348,0.23,0.027999999
UTHR,United Therapeutics Corporation,204.33,-42.10692683,11.54,-10.88,-0.20607315,11.46,12.881, 8.17 Bil ,8255121408,$696 ,"$1,220 ",2.185815148,93.48,0.0517
UTMD,"Utah Medical Products, Inc.",88.3,undefined,2.923,N/A,undefined,14.07,12.674, 269.12 Mil ,264758304,$19.28 ,$8.92 ,1.143486143,77.22,0.0218
UTSI,UTStarcom Holdings Corp,1.43,-30.86132404,-0.66,22,-21.58134548,-4.68,-0.697, 14.72 Mil ,15806964,($6.23),$41.32 ,1.743902439,0.82,0.032
UVSP,Univest Financial Corporation,27.28,30.66202091,1.6,4,1.123974373,Not Found!,None, 912.30 Mil ,931194688,$47.40 ,"$5,644.00 ",2.066666667,13.2,0.0127
UXIN,Uxin Limited,2.03,undefined,-4.548,N/A,undefined,-3,None, 1.14 Bil ,2456747264,($58.63),$501.82 ,2.819444444,0.72,None
VABK,Virginia National Bankshares Co,33,undefined,2.94,,undefined,Not Found!,None, 196.22 Mil ,88380712,$9.05 ,$765.81 ,1.416309013,23.3,0.0015
VACQ,Vector Acquisition Corporation,10.68,undefined,None,,undefined,Not Found!,None, 424.20 Mil ,427075616,$,$0.05 ,1.098765432,9.72,0.0166
VACQU,Vector Acquisition Corporation,11.4,undefined,None,,undefined,Not Found!,None, - ,453875616,$,$0.05 ,1.169230769,9.75,None
VALU,"Value Line, Inc.",30.75,undefined,1.978,N/A,undefined,29.09,29.778, 262.68 Mil ,267082640,$17.10 ,$52.00 ,1.502932551,20.46,0.0112
VAQC,Vector Acquisition Corporation ,9.94,undefined,None,,undefined,Not Found!,None, 573.50 Mil ,None,$,$0.06 ,1.03649635,9.59,0
VBFC,Village Bank and Trust Financia,42.85,undefined,5.86,N/A,undefined,Not Found!,None, 109.29 Mil ,78045888,($7.47),$654.24 ,1.666666667,25.71,0.0005
VBIV,"VBI Vaccines, Inc.",3.26,undefined,-0.212,N/A,undefined,-17.26,-15.323, 712.22 Mil ,643024256,($48.05),$37.67 ,3.747126437,0.87,0.1991
VBLT,Vascular Biogenics Ltd.,1.95,undefined,-0.555,N/A,undefined,-4.21,-3.282, 96.42 Mil ,76438648,($23.43),$10.79 ,1.92687747,1.012,0.0544
VBTX,"Veritex Holdings, Inc.",33.48,48.69052265,2.049,7,1.454316686,Not Found!,None, 2.47 Bil ,2228912128,$107.70 ,"$7,617.50 ",2.717532468,12.32,0.0222
VCEL,Vericel Corporation,63.68,undefined,0.06,N/A,undefined,359.57,571.178, 2.88 Bil ,2715950848,$14.90 ,$71.30 ,6.862068966,9.28,0.1067
VC,Visteon Corporation,122.8,-361.1864948,-2.01,108.71,-2.941258101,35.87,22.477, 3.59 Bil ,3506391808,$64 ,"$1,761 ",2.666666667,46.05,0.0766
VCKAU,Vickers Vantage Corp. I,10.18,undefined,None,,undefined,Not Found!,None, - ,175268240,$,$0.17 ,1.026209677,9.92,None
VCNX,"Vaccinex, Inc.",2.5,undefined,-1.536,N/A,undefined,-3.35,-3.393, 93.96 Mil ,95097664,($28.94),$14.31 ,1.533742331,1.63,0.0168
VCVC,10X Capital Venture Acquisition,10.01,undefined,None,,undefined,Not Found!,None, 252.44 Mil ,251118960,$,$0.01 ,1.010090817,9.91,None
VCTR,"Victory Capital Holdings, Inc. ",28.29,79.47595819,2.88,9.5,2.809330441,8.11,7.41, 2.67 Bil ,2671568896,$242.60 ,"$1,023.20 ",2.181187355,12.97,0.0949
VCVCU,10X Capital Venture Acquisition,10.75,undefined,None,,undefined,Not Found!,None, - ,271243968,$,$0.01 ,1.081488934,9.94,None
VCYT,"Veracyte, Inc.",50.9,undefined,-0.656,N/A,undefined,-113.41,-123.67, 3.03 Bil ,3073328128,($12.50),$35.90 ,2.414611006,21.08,0.0643
VECO,Veeco Instruments Inc.,23.4,-26.5425784,-0.174,91,-1.134298222,25.39,21.273, 1.19 Bil ,1162787712,$36.20 ,$489.70 ,2.626262626,8.91,0.0994
VELOU,Velocity Acquisition Corp.,9.95,undefined,None,,undefined,Not Found!,None, - ,49725000,$,$0.21 ,1.020512821,9.75,None
VENAU,Venus Acquisition Corporation,10.63,undefined,None,,undefined,Not Found!,None, - ,65050496,$,$0.30 ,1.071572581,9.92,None
VEON,VEON Ltd.,1.73,6.319442509,-0.2,-29.11,3.652856941,3.37,4.228, 12.11 Bil ,12172990464,$665 ,"$13,538 ",1.441666667,1.2,None
VERB,"Verb Technology Company, Inc.",1.22,undefined,-0.803,N/A,undefined,-3.59,-3.468, 79.83 Mil ,80560232,($16.61),$21.80 ,1.244897959,0.98,0.0208
VERI,"Veritone, Inc.",25.73,-155.6059233,-1.735,50,-6.04764568,-18.14,-17.601, 725.93 Mil ,723777472,$1.26 ,$89.44 ,9.356363636,2.75,0.087299995
VERO,Venus Concept Inc.,1.88,undefined,None,N/A,undefined,-2.1,-5.765, 145.22 Mil ,148001264,($28.94),$116.76 ,1.175,1.6,0.038599998
VERU,Veru Inc.,9.26,4.799066202,0.023,127.6,0.518257689,122.18,268.862, 700.10 Mil ,632523392,$1.15 ,$24.04 ,4.026086957,2.3,0.030299999
VERX,"Vertex, Inc.",22.03,undefined,None,-25.9,undefined,-40.28,-30.593, 2.92 Bil ,2924217344,$26.70 ,$329.40 ,1.043581241,21.11,0.0721
VERY,"Vericity, Inc.",11.26,undefined,-1.476,,undefined,Not Found!,-6.596, 161.73 Mil ,161728496,$5.30 ,$573.50 ,1.629522431,6.91,0.034
VFF,"Village Farms International, In",11.31,undefined,0.19,,undefined,55.79,-130.621, 974.88 Mil ,963982912,$2.20 ,$148.70 ,4.38372093,2.58,0.0678
VG,Vonage Holdings Corp.,13.96,-4.254355401,-0.15,10,-0.304753252,45.02,37.411, 3.94 Bil ,4028506368,$31 ,$793 ,1.871313673,7.46,0.0865
VIAC,ViacomCBS Inc.,42.81,undefined,None,-4.13,undefined,9.9,9.399, 45.60 Bil ,46045339648,"$1,970 ","$36,607 ",2.974982627,14.39,0.109
VIACA,ViacomCBS Inc.,47.16,undefined,None,5,undefined,9.95,9.949, 45.71 Bil ,48740626432,"$1,970 ","$36,607 ",2.839253462,16.61,0.0647
VIACP,ViacomCBS Inc. - 5.75% Series A,71.38,undefined,None,,undefined,,13.012,,63747485696,Not Found!,Not Found!,1.209830508,59,None
VIAV,Viavi Solutions Inc.,17,4.611567944,0.128,15,0.271268703,16.46,18.856, 3.92 Bil ,3897573120,$162 ,"$1,114 ",1.62835249,10.44,0.0735
VICR,Vicor Corporation,92.24,33.90606272,0.776,20,0.367585242,89.5,84.529, 3.83 Bil ,3851967744,$5.90 ,$45.10 ,2.31584233,39.83,0.033
VIH,VPC Impact Acquisition Holdings,10.91,undefined,None,,undefined,Not Found!,None, 282.80 Mil ,280277344,$,$0.06 ,1.124742268,9.7,0.2765
VIHAU,VPC Impact Acquisition Holdings,11.97,undefined,None,,undefined,Not Found!,None, - ,309050208,$,$0.06 ,1.213995943,9.86,None
VII,7GC & Co. Holdings Inc.,9.7,undefined,None,N/A,undefined,Not Found!,None, 280.31 Mil ,282756256,$,$8.19 ,1.009365245,9.61,0.0026
VIIAU,7GC & Co. Holdings Inc.,10.025,undefined,None,,undefined,Not Found!,None, - ,290375008,$,$8.19 ,1.01160444,9.91,None
VINC,"Vincerx Pharma, Inc.",16.7,undefined,None,N/A,undefined,-17.56,-30.777, 188.19 Mil ,175244272,$,$5.51 ,1.786096257,9.35,0.0514
VINP,Vinci Partners Investments Ltd.,11.2,undefined,None,6.38,undefined,13.55,0.521, 629.59 Mil ,114383200,$37.57 ,$60.12 ,0.999107939,11.21,0.0172
VIOT,"Viomi Technology Co., Ltd",8.07,undefined,0.374,N/A,undefined,20.04,-2.982, 431.99 Mil ,-619022720,$0.00 ,$217.30 ,1.667355372,4.84,None
VIR,"Vir Biotechnology, Inc.",49.12,-410.7922787,-14.642,9.8,-8.363034991,-20.08,-22.255, 5.85 Bil ,5853262848,($197.49),$201.91 ,1.940734887,25.31,0.119799994
VIRC,Virco Manufacturing Corporation,3.04,undefined,-0.07,N/A,undefined,25.34,24.72, 76.10 Mil ,74826856,$9.00 ,$72.10 ,1.567010309,1.94,0.0014
VIRI,"Virios Therapeutics, Inc.",5.66,undefined,None,,undefined,-1.79,None, 18.11 Mil ,17679554,$0.00 ,$1.53 ,1.230434783,4.6,0.0197
VIRT,"Virtu Financial, Inc.",30.84,45.80354007,5.16,-2.71,1.485199094,5.41,None, 8.73 Bil ,2033922304,"$1,001 ","$8,111 ",1.473483039,20.93,0.0473
VISL,"Vislink Technologies, Inc.",2.87,-51.86404181,-1.187,20,-18.07109471,-12.08,-8.647, 128.13 Mil ,129037320,($14.61),$10.65 ,3.416666667,0.84,0.1548
VITL,"Vital Farms, Inc.",25.29,undefined,None,N/A,undefined,59.62,56.018, 875.94 Mil ,904410624,$1.40 ,$29.20 ,1.297588507,19.49,0.19950001
VIVE,"Viveve Medical, Inc.",3.04,-723.7371429,-16.564,20,-238.0714286,-1.6,-1.839, 30.81 Mil ,31632736,($16.02),$9.66 ,1.196850394,2.54,0.1555
VIVO,Meridian Bioscience Inc.,21.11,62.98055749,1.611,17,2.983446589,8.58,8.633, 903.28 Mil ,913463296,$62.80 ,$145.10 ,2.580684597,8.18,0.1333
VJET,voxeljet AG,15.33,undefined,-3.837,N/A,undefined,-9.51,-11.667, 114.30 Mil ,108911816,($7.56),$40.86 ,3.981818182,3.85,None
VKTX,"Viking Therapeutics, Inc.",6.23,-40.44933798,-0.544,40,-6.492670623,-5.75,None, 243.60 Mil ,213822336,($21.78),$12.16 ,1.369230769,4.55,0.16950001
VLGEA,"Village Super Market, Inc.",24.33,undefined,1.941,N/A,undefined,8.73,9.617, 651.71 Mil ,657244736,$55 ,$569 ,1.158571429,21,0.0777
VLON,Vallon Pharmaceuticals Inc.,4.55,undefined,None,,undefined,-11.42,-6.783, 29.66 Mil ,31966148,($0.70),$1.63 ,1.058139535,4.3,0.0033
VLY,Valley National Bancorp,14.14,19.24808362,0.93,5,1.36125061,Not Found!,None, 7.90 Bil ,8992231424,$152 ,"$36,094 ",2.22327044,6.36,0.0211
VLYPO,Valley National Bancorp - 5.5% ,25.78,undefined,0.93,,undefined,,None,,13827125248,Not Found!,Not Found!,1.357556609,18.99,None
VLYPP,Valley National Bancorp - 6.25%,28,undefined,0.93,,undefined,,None,,14648488960,Not Found!,Not Found!,1.272149023,22.01,None
VMAC,Vistas Media Acquisition Compan,9.91,undefined,None,,undefined,-63560,None, 127.12 Mil ,126435424,$,$0.06 ,1.024819028,9.67,0.0064
VMACU,Vistas Media Acquisition Compan,10.55,undefined,None,,undefined,Not Found!,None, - ,134646624,$,$0.06 ,1.064581231,9.91,None
VMAR,Vision Marine Technologies Inc.,6.8,undefined,None,N/A,undefined,-5.03,-3.778, 30.57 Mil ,26120434,($0.39),$1.59 ,1.000559136,6.7962,0.0063
VMD,"Viemed Healthcare, Inc.",9.53,undefined,0.25,,undefined,9.19,11.673, 360.88 Mil ,356421280,$22.10 ,$30.90 ,2.006315789,4.75,0.0352
VNDA,Vanda Pharmaceuticals Inc.,16.86,55.05365854,0.42,77,3.26534155,18.81,18.975, 565.99 Mil ,571196480,$50.00 ,$80.20 ,1.873333333,9,0.1183
VNET,"21Vianet Group, Inc.",30.41,167.2960488,-4.135,-34.89,5.501349845,-26.26,9.773, 5.38 Bil ,10702222336,($262.20),"$1,907.90 ",2.400157853,12.67,None
VNOM,Viper Energy Partners LP,17.88,44.35500488,-2.842,-18.68,2.480704971,56.5,18.48, 4.66 Bil ,2938851840,$130.90 ,$600.50 ,2.742331288,6.52,0.029000001
VOD,Vodafone Group Plc,18.89,60.63721254,1.03,29.9,3.210016545,4.79,9.228, 121.94 Bil ,1.17376E+11,"$10,800 ","$114,584 ",1.453076923,13,None
VOR,Vor Biopharma Inc.,28.96,undefined,None,N/A,undefined,-26.75,-26.896, 1.14 Bil ,1150085248,$,$27.64 ,1.143759874,25.32,0.1071
VOSOU,Virtuoso Acquisition Corp.,9.98,undefined,None,,undefined,Not Found!,None, - ,223875008,$,$0.16 ,1.026748971,9.72,None
VOXX,VOXX International Corporation,18.3,-5.247038328,-0.185,10,-0.286723406,119.7,15.011, 384.16 Mil ,385330208,$16.00 ,$198.50 ,5.213675214,3.51,0.0732
VPCBU,VPC Impact Acquisition Holdings,10.03,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.06 ,1.023469388,9.8,None
VRA,"Vera Bradley, Inc.",11.4,9.486829268,0.26,15.3,0.832178006,7.61,10.177, 431.99 Mil ,455779744,$15.00 ,$198.90 ,3.07277628,3.71,0.0318
VRAY,"ViewRay, Inc.",4.85,-20.70452962,-0.73,10,-4.268975179,-7.07,-6.947, 692.85 Mil ,691238336,($69.66),$131.29 ,2.957317073,1.64,0.088999994
VRCA,Verrica Pharmaceuticals Inc.,13.35,182.512,-1.708,-78.2,13.67131086,-8.5,-7.758, 334.79 Mil ,311374848,($31.68),$41.17 ,2.217607973,6.02,0.1095
VRDN,"Viridian Therapeutics, Inc.",18.5,undefined,None,N/A,undefined,-1.67,-4.688, 183.41 Mil ,187427040,($29.78),$11.22 ,3.245614035,5.7,0.0179
VREX,Varex Imaging Corporation,23.21,-33.46682927,-1.617,5,-1.44191423,-1187.57,65.324, 1.31 Bil ,1313020032,($22.50),$672.70 ,2.239266763,10.365,0.16510001
VRM,"Vroom, Inc.",47.72,undefined,None,55,undefined,-30.51,-33.453, 5.75 Bil ,5818931712,($367),$497 ,1.770029674,26.96,0.103999995
VRME,"VerifyMe, Inc.",4.22,undefined,-1.483,N/A,undefined,-6.27,-6.475, 23.56 Mil ,22599434,($2.41),$0.46 ,1.84279476,2.29,0.0149
VRNS,"Varonis Systems, Inc.",56.06,-87.58314983,-0.997,48.8,-1.562310914,-85.39,-78.57, 5.92 Bil ,5336713216,($16.00),$461.40 ,3.055040872,18.35,0.05
VRNA,Verona Pharma plc,7.48,undefined,-1.982,N/A,undefined,-2.09,-4.233, 251.15 Mil ,264059008,($45.16),$19.35 ,2.021621622,3.7,None
VRNT,Verint Systems Inc.,49,-7.933797909,-0.23,14,-0.161914243,23.03,20.203, 3.61 Bil ,3618152960,$214 ,"$1,773 ",2.517325493,19.465103,0.0991
VRPX,"Virpax Pharmaceuticals, Inc.",4.2,undefined,None,,undefined,-5.34,None, 22.38 Mil ,22626592,$,$4.68 ,1.009615385,4.16,0.0013
VRRM,Verra Mobility Corporation,13.7,-0.305531707,-0.021,0.99,-0.022301584,18.84,19.387, 3.01 Bil ,2972560384,$22.60 ,"$1,020.90 ",2.035661218,6.73,0.049000002
VRSK,"Verisk Analytics, Inc.",187.2,121.7131986,4.31,9.92,0.650177343,24.14,26.84, 33.67 Bil ,33775884288,$821 ,"$4,864 ",1.314053068,142.46,0.0235
VRSN,"VeriSign, Inc.",220.05,139.7107317,5.523,8,0.634904484,28.81,29.017, 25.39 Bil ,25391304704,$709 ,"$3,187 ",1.192036836,184.6,0.0149
VRTS,"Virtus Investment Partners, Inc",260.68,655.9434146,10.02,34.2,2.516278252,13.74,10.931, 4.15 Bil ,2002300160,($227.10),"$2,746.00 ",3.645874126,71.5,0.023699999
VRTX,Vertex Pharmaceuticals Incorpor,215.53,333.3386341,10.29,12.63,1.546599704,15.13,16.89, 49.69 Bil ,50312753152,"$2,994 ","$3,065 ",1.063977884,202.57,0.0189
VSAT,"ViaSat, Inc.",49.93,-2.218703833,-0.036,31.7,-0.044436287,12.77,14.626, 5.40 Bil ,5322574848,($165),"$2,901 ",1.674379611,29.82,0.1823
VSEC,VSE Corporation,44.17,-10.15986063,-0.47,5.6,-0.23001722,21.92,10.59, 834.45 Mil ,835494976,$31.30 ,$423.80 ,2.944666667,15,0.0092
VSPR,Vesper Healthcare Acquisition C,9.95,undefined,None,,undefined,-524.63,None, 634.80 Mil ,575208896,$,$0.04 ,0.994005994,10.01,0.0037
VSPRU,Vesper Healthcare Acquisition C,11,undefined,None,,undefined,Not Found!,None, - ,619483904,$,$0.04 ,1.111111111,9.9,None
VSTA,Vasta Platform Limited,9.8,undefined,None,8.41,undefined,17.95,None, 850.84 Mil ,None,$30.10 ,$426.30 ,1.031578947,9.5,None
VSTM,"Verastem, Inc.",3.01,-6.938937979,-0.442,1.74,-2.30529501,-8.41,-3.509, 424.64 Mil ,398027808,($33.51),$39.08 ,2.787037037,1.08,0.0342
VTAQ,Ventoux CCM Acquisition Corp.,9.95,undefined,None,,undefined,-11224.21,None, 213.26 Mil ,None,$0.00 ,$0.14 ,1.022610483,9.73,0.0009
VTAQU,Ventoux CCM Acquisition Corp.,10.61,undefined,None,,undefined,Not Found!,None, - ,None,$0.00 ,$0.14 ,1.048418972,10.12,None
VTGN,"VistaGen Therapeutics, Inc.",2.12,undefined,-0.265,N/A,undefined,-15.59,-13.651, 231.67 Mil ,203057472,($9.37),$15.46 ,6.057142857,0.35,0.0428
VTIQ,VectoIQ Acquisition Corp. II,9.91,undefined,None,,undefined,Not Found!,None, 293.73 Mil ,416667264,($2.60),$1.34 ,1.025879917,9.66,None
VTIQU,VectoIQ Acquisition Corp. II,10.12,undefined,None,,undefined,Not Found!,None, - ,425907264,($2.60),$1.34 ,1.017085427,9.95,None
VTNR,"Vertex Energy, Inc",1.45,-29.71149826,-0.68,20,-20.49068845,-40.76,-33.45, 137.22 Mil ,165698656,($6.80),$92.40 ,3.6159601,0.401,0.0535
VTRS,Viatris Inc.,13.28,undefined,None,-3.65,undefined,20.69,13.815, 41.22 Bil ,41209556992,$551 ,"$38,599 ",1,13.28,0.0344
VTRU,Vitru Limited,12.8,undefined,None,49.4,undefined,-24.39,-0.105, 254.30 Mil ,-18943334,($3.81),$137.97 ,1.130742049,11.32,0.001
VTSI,"VirTra, Inc.",5.82,14.12752613,0.19,40,2.427409988,30.16,21.333, 57.42 Mil ,40912852,$2.18 ,$11.10 ,2.91,2,0.0251
VTVT,vTv Therapeutics Inc.,2.56,undefined,-0.18,N/A,undefined,-16.98,-19.223, 204.25 Mil ,226021824,($18.00),$94.89 ,1.777777778,1.44,0.2474
VUZI,Vuzix Corporation,24.02,-22.93902439,-0.525,20,-0.954996852,-97.3,-81.195, 1.49 Bil ,1355893248,($15.45),$4.17 ,17.92537313,1.34,0.135
VVOS,"Vivos Therapeutics, Inc.",7.51,undefined,None,N/A,undefined,-19.88,-16.07, 136.47 Mil ,128417112,($3.07),$10.41 ,1.331560284,5.64,0.0046
VVPR,VivoPower International PLC,8.77,undefined,-0.522,,undefined,-70.64,-512.554, 157.21 Mil ,124550664,($5.46),$39.54 ,14.86440678,0.59,0.0117
VWTR,"Vidler Water Resources, Inc.",8.96,undefined,None,,undefined,162.73,226.271, 156.06 Mil ,158842048,$1.72 ,$2.18 ,1.263751763,7.09,0.0217
VXRT,"Vaxart, Inc. - Common Stock",8.33,undefined,-0.365,N/A,undefined,-31.01,-20.983, 849.56 Mil ,594004032,($24.97),$29.18 ,5.141975309,1.62,0.2601
VYGR,"Voyager Therapeutics, Inc.",5.11,undefined,0.98,N/A,undefined,1.81,2.285, 56.43 Mil ,71305696,($108.80),$107.30 ,1.120614035,4.56,0.0851
VYNE,VYNE Therapeutics Inc.,5.22,undefined,None,215.3,undefined,-0.97,-2.577, 243.92 Mil ,249778528,($137.20),$56.25 ,1.305,4,0.0752
WABC,Westamerica Bancorporation,63.53,54.67268293,3.101,3,0.860580559,Not Found!,None, 1.20 Bil ,947312576,$105.50 ,"$5,903.10 ",1.23791894,51.32,0.0645
WAFD,"Washington Federal, Inc.",33.11,47.14592334,1.984,7,1.423917951,Not Found!,None, 3.17 Bil ,2533112576,$151.80 ,"$17,001.90 ",1.654672664,20.01,0.0544
WAFU,Wah Fu Education Group Limited,7.99,undefined,-0.02,,undefined,97.18,95.833, 26.73 Mil ,26329846,$0.86 ,$4.80 ,5.748201439,1.39,0.0626
WALDU,Waldencast Acquisition Corp.,10.13,undefined,None,,undefined,Not Found!,None, - ,65312500,$,$0.19 ,1.06407563,9.52,None
WASH,"Washington Trust Bancorp, Inc.",51.77,93.03240418,4.495,5,1.797033111,Not Found!,None, 1.35 Bil ,1256980224,$33.10 ,"$5,179.00 ",1.923105498,26.92,0.0235
WATT,Energous Corporation,3.22,undefined,-0.764,N/A,undefined,-4.72,-4.746, 148.47 Mil ,149708096,($24.79),$4.09 ,4.410958904,0.73,0.0614
WBA,"Walgreens Boots Alliance, Inc.",52.51,-13.24071916,-0.712,3.63,-0.252156145,50.41,20.855, 84.93 Bil ,86924353536,"$4,195 ","$69,295 ",1.574040767,33.36,0.0195
WB,Weibo Corporation,52.48,21.28373519,1.38,1.56,0.405558978,24.65,20.356, 10.87 Bil ,10970063872,$56 ,"$3,507 ",1.814033875,28.93,None
WDAY,"Workday, Inc.",261.33,-39.19894077,-1.192,12.95,-0.14999786,713.39,501.424, 62.30 Bil ,62205603840,"$1,012 ","$5,441 ",1.986394041,131.56,0.0432
WDC,Western Digital Corporation,72.45,-11.46606272,0.554,-22,-0.158261735,13.01,13.813, 27.77 Bil ,28716740608,$184 ,"$15,723 ",2.160751566,33.53,0.0216
WDFC,WD-40 Company,252.42,154.3196516,5.441,10,0.611360635,34.29,35.165, 3.49 Bil ,3534579200,$75.60 ,$218.40 ,1.669886213,151.16,0.1574
WEN,Wendy's Company (The),22.28,18.99757491,0.52,15.33,0.852673919,19.19,19.996, 8.30 Bil ,8340498944,$215 ,"$4,490 ",1.523939808,14.62,0.0643
WERN,"Werner Enterprises, Inc.",44.55,74.77792334,2.44,11.49,1.678516798,6.42,6.683, 3.16 Bil ,3236709376,$33 ,$962 ,1.26742532,35.15,0.030299999
WETF,"WisdomTree Investments, Inc.",6.605,-9.323937282,-0.255,15.35,-1.411648339,-50.68,20.831, 1.08 Bil ,1177346688,$28.90 ,$630.40 ,2.846982759,2.32,0.089499995
WEYS,"Weyco Group, Inc.",19.78,undefined,-0.87,N/A,undefined,-45.37,14.659, 170.49 Mil ,168652224,$36.60 ,$68.80 ,1.307336418,15.13,0.0151
WHF,"WhiteHorse Finance, Inc.",15.36,32.3637324,1.542,5.19,2.107013828,Not Found!,None, 693.60 Mil ,703088960,($64.60),$406.09 ,2.334346505,6.58,0.005
WFCF,"Where Food Comes From, Inc.",15.24,undefined,0.22,N/A,undefined,32.44,35.685, 92.67 Mil ,93281680,$1.99 ,$6.98 ,5.166101695,2.95,0.0005
WHLM,"Wilhelmina International, Inc.",5.67,undefined,-0.96,N/A,undefined,-9.99,-15.21, 26.99 Mil ,29203932,($2.12),$14.14 ,2.443965517,2.32,0.4266
WHLR,Wheeler Real Estate Investment ,4.37,undefined,-1.398,N/A,undefined,12.4,14.579, 429.75 Mil ,522285728,$13.51 ,$472.53 ,4.595162986,0.951,0.0176
WHLRD,Wheeler Real Estate Investment ,18.03,undefined,-1.398,,undefined,,18.302,,655656320,Not Found!,Not Found!,2.67269493,6.746,None
WHLRP,Wheeler Real Estate Investment ,12.05,undefined,-1.398,,undefined,,16.649,,596445184,Not Found!,Not Found!,2.132743363,5.65,None
WIFI,"Boingo Wireless, Inc.",13.95,-232.9102439,-0.385,386.1,-16.69607483,10.45,10.375, 774.03 Mil ,773800896,($33.70),$494.60 ,1.605293441,8.69,0.0337
WILC,"G. Willi-Food International,  L",23.03,26.12020906,0.725,15,1.134181896,8.94,None, 214.92 Mil ,324418848,$18.80 ,$13.60 ,2.205938697,10.44,0.0029
WIMI,WiMi Hologram Cloud Inc.,6.08,undefined,None,N/A,undefined,63.46,3.618, 544.54 Mil ,230932560,$20.50 ,$11.87 ,1.897035881,3.205,None
WINA,Winmark Corporation,193.3,undefined,8.253,N/A,undefined,16.72,16.853, 726.77 Mil ,728749376,$39.92 ,$43.50 ,1.601491301,120.7,0.016
WING,Wingstop Inc.,148.09,28.28111498,0.78,15.15,0.190972483,97.37,72.185, 4.99 Bil ,4664217600,$59.50 ,$552.90 ,1.682076329,88.04,0.1181
WINT,"Windtree Therapeutics, Inc.",2.35,undefined,-2.08,N/A,undefined,-1.45,-2.236, 46.98 Mil ,65393096,($25.32),$43.33 ,1.140776699,2.06,0.0138
WIRE,Encore Wire Corporation,74.6,104.3735192,3.68,10,1.399108836,11.75,11.109, 1.37 Bil ,1299637376,($29),$129 ,1.849739648,40.33,0.0113
WISA,"Summit Wireless Technologies, I",2.76,undefined,-2.468,N/A,undefined,-2.15,-2.077, 24.13 Mil ,23250012,($9.91),$3.39 ,1.604651163,1.72,0.0182
WISH,ContextLogic Inc.,15.12,-660.0987317,-5.866,64.9,-43.65732353,-11.32,-10.782, 7.01 Bil ,6673880064,($2),"$1,370 ",1.055865922,14.32,0.1683
WIX,Wix.com Ltd.,309.85,-35.82780488,-3.035,-0.8,-0.115629514,-172.6,-96.483, 17.79 Bil ,17381871616,$127.70 ,"$1,591.80 ",2.979040477,104.01,0.0468
WKEY,WISeKey International Holding A,9.88,undefined,None,,undefined,-8.18,-3.855, 165.37 Mil ,72050736,($14.18),$29.29 ,2.533333333,3.9,None
WKHS,"Workhorse Group, Inc.",13,undefined,0.7,N/A,undefined,17.02,-49.627, 1.79 Bil ,1757877504,($76.01),$237.34 ,7.975460123,1.63,0.3104
WLFC,Willis Lease Finance Corporatio,43.7,37.82926829,1.05,15,0.865658313,10.93,10.098, 1.91 Bil ,1994977152,($318.80),"$2,000.90 ",3.097094259,14.11,0.0147
WLDN,"Willdan Group, Inc.",38.55,undefined,-1.23,N/A,undefined,140.43,233.743, 581.66 Mil ,588097472,$41.90 ,$241.20 ,2.075928918,18.57,0.082600005
WLTW,Willis Towers Watson Public Lim,236.25,166.0716376,7.65,5.66,0.702948731,8.96,14.968, 21.12 Bil ,35219288064,"$1,488 ","$27,599 ",1.36513348,173.06,0.053200003
WMG,Warner Music Group Corp.,39.2,undefined,None,51.15,undefined,-431.92,129.03, 23.32 Bil ,22967267328,$113 ,"$6,910 ",1.530652089,25.61,0.0511
WMPN,William Penn Bancorporation,11.51,undefined,0.125,,undefined,Not Found!,None, 173.86 Mil ,32792570,$2.34 ,$239.21 ,1.023111111,11.25,0.0012
WNEB,"Western New England Bancorp, In",8,17.07414634,0.602,10,2.134268293,Not Found!,None, 184.51 Mil ,106441168,$21.49 ,"$2,139.25 ",1.735357918,4.61,0.0161
