TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
ZIXI,Zix Corporation,7.3,-12.715384615384616,-0.29,20.00,-1.741833508956797, 20.09 ,18.655, 742.77 Mil ,723511040,$13.3,$299.7,1.4867617107942972,4.91,0.0475
ZKIN,"ZK International Group Co., Ltd",5.38,undefined,-0.05,,undefined, -160.85 ,-92.534, 131.12 Mil ,132281752,$-0.71,$41.15,5.123809523809523,1.05,0.1252
ZLAB,Zai Lab Limited,164.48,undefined,-3.462,N/A,undefined, -126.32 ,-45.105, 13.79 Bil ,13403474944,$0.00,$82.75,2.8073050008533875,58.59,None
ZM,"Zoom Video Communications, Inc.",328.32,88.52092307692308,2.252,17.05,0.2696178212625581, 137.65 ,135.729, 94.81 Bil ,94807687168,"$1,385","$1,437",2.4747116906610387,132.67,0.0327
ZNGA,Zynga Inc.,10.63,-13.70526153846154,-0.422,12.61,-1.28930023880165, -49.08 ,82.212, 11.43 Bil ,11369858048,$404,"$3,265",1.4805013927576602,7.18,0.0729
ZNTE,Zanite Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, 230.23 Mil ,287847488,$,$0.05,1.0183299389002036,9.82,0.0168
ZNTEU,Zanite Acquisition Corp.,10.5,undefined,None,,undefined,Not Found!,None, - ,301935008,$,$0.05,1.0747185261003072,9.77,None
ZNTL,"Zentalis Pharmaceuticals, Inc.",55.85,undefined,None,N/A,undefined, -17.83 ,-17.832, 2.12 Bil ,2115411456,$-87.58,$32.18,2.1979535615899253,25.41,0.2016
ZS,"Zscaler, Inc.",190.03,-152.72538461538466,-1.445,60.20,-0.8036909151996245, -202.53 ,-182.156, 25.36 Bil ,25329139712,$80.3,"$1,466.7",2.9280431432973804,64.9,0.0559
ZSAN,Zosano Pharma Corporation,0.8814,undefined,-0.491,N/A,undefined, -2.54 ,-2.402, 78.94 Mil ,75244904,$-40.21,$24.50,2.6871951219512193,0.328,0.0759
ZUMZ,Zumiez Inc.,43.39,108.46153846153848,3,15.00,2.499689754817665, 8.99 ,8.65, 1.09 Bil ,1088157824,$129.4,$445.8,2.5873583780560527,16.77,0.038
ZVO,Zovio Inc.,3.7,-67.1723076923077,-1.532,20.00,-18.154677754677756, 1.2 ,12.932, 118.24 Mil ,118240072,$21.9,$102.1,2.8244274809160306,1.31,0.044299997
ZWRKU,Z-Work Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, - ,279695008,$,$0.08,1.0204081632653061,9.8,None
ZYNE,"Zynerba Pharmaceuticals, Inc.",4.08,undefined,-1.9,N/A,undefined, -2.19 ,-2.196, 114.62 Mil ,113889776,$-41.76,$13.91,1.3076923076923077,3.12,0.066199996
ZYXI,"Zynex, Inc.",16.12,undefined,0.26,N/A,undefined, 45.22 ,45.007, 531.01 Mil ,532022624,$-0.17,$15.32,1.4054054054054055,11.47,0.2056
A,"Agilent Technologies, Inc.",134.53,77.11092307692309,2.597,10.80,0.5731875646838853, 32.51 ,29.528, 42.82 Bil ,42992058368,"$1,092","$4,870",1.849209621993127,72.75,0.0088
AA,Alcoa Corporation,33.21,-129.084,-0.403,199.70,-3.8869015356820236, 7.81 ,6.83, 8.51 Bil ,8565258240,$153,"$10,058",5.205329153605016,6.38,0.053000003
AAIC,Arlington Asset Investment Corp,4.04,undefined,None,-15.24,undefined,Not Found!,None, 304.80 Mil ,-31258386,$25.91,$966.12,1.9516908212560389,2.07,0.028499998
AAMC,Altisource Asset Management Cor,17.86,undefined,24.384,,undefined, 3.33 ,-9.837," -51,759,000.00 ",198279984,$18.52,$266.33,1.4276578737010392,12.51,0.0098
AAN,"Aarons Holdings Company, Inc.",24.29,43.47692307692307,-7.85,-12.10,1.7899103778066312, 3.41 ,1.344, 1.09 Bil ,1034503296,$1.1,$642.1,1.4993827160493827,16.2,0.0299
AAP,Advance Auto Parts Inc Advance ,200.3,226.39292307692307,7.14,12.11,1.1302692115672643, 16.09 ,14.91, 15.25 Bil ,15655716864,$702,"$8,280",2.054780467788264,97.48,0.051599998
AAT,"American Assets Trust, Inc.",33.73,8.173846153846156,0.462,3.00,0.24233163812173605, 17.02 ,17.237, 3.36 Bil ,3325743872,$63.5,"$1,563.9",1.6271104679208874,20.73,0.030199999
AAU,"Almaden Minerals, Ltd.",0.5581,undefined,-0.021,,undefined, -36.53 ,-19.233, 77.65 Mil ,77062056,$-2.23,$4.12,2.067037037037037,0.27,0.0105
AB,AllianceBernstein Holding L.P.,41.53,101.25058461538461,2.884,14.32,2.438010705884532,Not Found!,None, 4.15 Bil ,4083351808,$270.0,$1.9,2.1857894736842107,19,0.0097
ABB,ABB Ltd,32.32,86.64276923076925,2.438,14.60,2.680778750952019, 33.36 ,25.08, 68.58 Bil ,68594434048,$999,"$25,089",1.9238095238095236,16.8,None
ABBV,AbbVie Inc.,110.05,52.43323076923079,2.72,4.03,0.47644916646279684, 22.25 ,12.312, 274.16 Bil ,272967286784,"$16,790","$137,468",1.4716501738432735,74.78,0.0095
ABC,AmerisourceBergen Corporation,120.89,-428.4295384615386,-15.76,9.17,-3.543961770713364, -5.38 ,9.352, 23.90 Bil ,24785883136,"$2,600","$46,358",1.4831309041835357,81.51,0.020299999
ABEV,Ambev S.A.,2.95,-0.9950769230769233,0.132,-13.40,-0.33731421121251637, 12.56 ,1.837, 43.63 Bil ,33283313664,"$2,699","$9,728",1.5526315789473686,1.9,None
ABG,Asbury Automotive Group Inc,205.98,547.4769230769232,13.18,18.50,2.6579130162002294, 13.22 ,14.279, 6.25 Bil ,6351236608,$604,"$2,771",4.243510506798517,48.54,0.1488
ABM,ABM Industries Incorporated,52.98,26.271538461538462,0.697,16.00,0.4958765281528589, 15.87 ,9.371, 4.06 Bil ,4038712064,$504,"$2,213",2.0384763370527126,25.99,0.0186
ABR,Arbor Realty Trust,16.63,35.74153846153847,1.408,8.00,2.1492205929969015,Not Found!,None, 8.02 Bil ,7932084736,$55.2,"$6,178.3",3.1797323135755255,5.23,0.0312
ABT,Abbott Laboratories,123.5,121.88529230769232,3.192,16.32,0.9869254437869824, 23.31 ,22.726, 231.17 Bil ,231408287744,"$5,724","$39,545",1.5237507711289329,81.05,0.007900001
AC,"Associated Capital Group, Inc.",34.18,undefined,0.841,,undefined, 24.52 ,-47.075, 736.37 Mil ,584530944,$-290.45,$273.16,1.1314134392585236,30.21,0.023699999
ACA,"Arcosa, Inc.",62.31,41.2523076923077,2.18,3.80,0.6620495537202328, 12.19 ,11.435, 3.21 Bil ,3189120768,$178,$755,2.0080567193038994,31.03,0.0191
ACB,Aurora Cannabis Inc.,8,undefined,-15.467,,undefined, -0.95 ,-5.731, 1.74 Bil ,1683855232,$-321.2,$494.2,2.1563342318059298,3.71,None
ACC,American Campus Communities Inc,45.41,1.5672000000000001,0.039,17.62,0.03451222197753799, 26.7 ,26.919, 10.37 Bil ,10442289152,$290.7,"$4,374.6",1.78568619740464,25.43,0.0305
ACCO,Acco Brands Corporation,8.43,18.500000000000004,0.65,10.00,2.1945432977461454, 10.74 ,10.841, 2.02 Bil ,1994704256,$104,"$2,306",1.706477732793522,4.94,0.0253
ACEL,"Accel Entertainment, Inc.",12.3,undefined,None,21.74,undefined, 51.06 ,70.667, 1.40 Bil ,1395258368,$-29.5,$432.4,1.7226890756302522,7.14,0.0681
ACH,Aluminum Corporation of China L,12.49,34.95384615384616,0.1,218.70,2.7985465295313174, 12.4 ,7.644, 24.83 Bil ,106848067584,$488,"$18,596",2.715217391304348,4.6,None
ACI,"Albertsons Companies, Inc.",19.16,undefined,None,19.10,undefined, 5.21 ,5.354, 21.57 Bil ,23256170496,"$2,039","$24,945",1.4841208365608056,12.91,0.11310001
ACIC,Atlas Crest Investment Corp.,9.92,undefined,None,,undefined,Not Found!,None, 618.13 Mil ,620154176,$,$0.04,1.0195272353545735,9.73,0.0769
ACII,Atlas Crest Investment Corp. II,9.96,undefined,None,,undefined,Not Found!,None, 431.68 Mil ,None,$,$0.36,1.0528541226215644,9.46,None
ACM,AECOM,66.61,-61.71,-1.275,22.96,-0.9264374718510734, 17.8 ,15.887, 11.84 Bil ,12013339648,$430,"$9,484",2.309639389736477,28.84,0.0278
ACN,Accenture plc,290.16,237.25,8.45,9.75,0.8176523297491038, 19.79 ,23.624, 180.28 Bil ,179278086144,"$9,511","$21,143",1.7700237906423475,163.93,0.0078
ACND,Ascendant Digital Acquisition C,9.91,undefined,None,,undefined,Not Found!,None, 514.48 Mil ,511980736,$,$0.05,1.0355276907001045,9.57,0.0017
ACP,Aberdeen Income Credit Strategi,12.31,undefined,-0.235,,undefined,Not Found!,None, 295.70 Mil ,297290272,$-25.74,$87.10,1.7585714285714287,7,None
ACR,ACRES Commercial Realty Corp.,14.93,undefined,None,5.00,undefined,Not Found!,None, 1.42 Bil ,1420250496,$31.81,"$1,319.70",2.827651515151515,5.28,0.0148
ACRE,Ares Commercial Real Estate Cor,14.27,6.792923076923079,0.66,-1.81,0.4760282464557168,Not Found!,None, 1.83 Bil ,1828884352,$31.49,"$1,456.48",2.5945454545454543,5.5,0.0162
ACU,Acme,46.82,70.01538461538462,2.46,10.00,1.4954161600893767, 13.87 ,12.634, 188.30 Mil ,204212544,$6.5,$62.4,2.5501089324618738,18.36,0.0037
ACV,568516,33.35,undefined,None,3.20,undefined,Not Found!,None, 424.83 Mil ,None,$24.4,$114.5,1.8517490283176012,18.01,None
ACY,AeroCentury Corp.,10.09,undefined,-27.33,N/A,undefined, -1.22 ,15.346, 26.89 Mil ,102154472,$3.98,$110.99,11.337078651685394,0.89,0.0689
ADC,Agree Realty Corporation,71.34,20.344615384615388,1.74,-0.90,0.28517823639774864, 27.27 ,27.249, 5.73 Bil ,5761494016,$143.0,"$1,359.9",1.2985074626865674,54.94,0.0673
ADCT,ADC Therapeutics SA,24.4,undefined,None,6.40,undefined, -6.32 ,-6.756, 1.46 Bil ,1474687360,$0.00,$178.19,1.1343561134356113,21.51,0.19479999
ADEX,Adit EdTech Acquisition Corp.,9.7,undefined,None,,undefined,Not Found!,None, 336.38 Mil ,334649984,$,$0.01,1.027542372881356,9.44,None
ADM,Archer-Daniels-Midland Company,58.87,47.97692307692308,3.15,1.40,0.8149638708497211, 13.63 ,15.677, 43.59 Bil ,43612381184,"$-3,209","$29,697",1.7833989700090882,33.01,0.009
ADNT,Adient plc,45.76,-174.61586153846156,-2.453,37.77,-3.815906065088758, 17 ,16.57, 7.46 Bil ,7572325376,$-68,"$8,747",4.957746478873239,9.23,0.030299999
ADS,Alliance Data Systems Corporati,105.26,17.92066153846154,4.463,-5.89,0.17025139215714935, 34.95 ,30.066, 20.21 Bil ,20847548416,"$1,829","$21,026",3.237772992925254,32.51,0.081499994
ADT,ADT Inc.,8.89,-23.948461538461544,-0.815,10.60,-2.6938651899281827, 9.21 ,8.258, 16.97 Bil ,17056392192,$791,"$13,078",2.17359413202934,4.09,0.1157
ADX,Adams Diversified Equity Fund I,18.91,undefined,3.152,N/A,undefined,Not Found!,None, 2.12 Bil ,2121097472,$0.0,$7.7,1.4670287044220325,12.89,0.0057
AE,"Adams Resources & Energy, Inc.",26.69,undefined,0.23,N/A,undefined, 7.26 ,7.454, 97.92 Mil ,97835592,$-49,$147,1.4537037037037037,18.36,0.01
AEE,Ameren Corporation,84.81,86.15384615384617,3.5,7.50,1.0158453738220277, 12.76 ,13.447, 33.23 Bil ,33294446592,"$-1,008","$22,950",1.2786069651741294,66.33,0.0196
AEF,27762,8.55,undefined,1.026,N/A,undefined,Not Found!,None, 479.40 Mil ,470352032,$0.00,$50.27,1.5951492537313434,5.36,None
AEG,AEGON N.V.,4.41,-7.72046153846154,-0.107,38.40,-1.750671550671551, 7.6 ,2.151, 7.84 Bil ,463110528,"$-3,618","$509,918",2.1,2.1,None
AEL,American Equity Investment Life,30.84,28.980000000000008,6.9,-5.77,0.9396887159533076, -2.29 ,-6.53," -5,489,776,000.00 ",-5578529792,"$1,292","$64,815",1.9807321772639692,15.57,0.0335
AEM,Agnico Eagle Mines Limited,66.16,152.9123076923077,2.1,38.83,2.3112501162682544, 11.07 ,11.084, 17.42 Bil ,17401937920,$433,"$3,932",1.2103915111598975,54.66,0.0066000004
AENZ,Aenza S.A.A.,1.96,undefined,None,4.96,undefined, 9.95 ,7.543, 776.77 Mil ,1620596736,$38.5,"$1,182.0",1.3900709219858156,1.41,None
AEO,"American Eagle Outfitters, Inc.",36.81,-31.403076923076927,-1.26,7.70,-0.8531126575136355, 41.85 ,40.724, 7.28 Bil ,7088436736,$75,"$2,348",5.311688311688312,6.93,0.1238
AER,AerCap Holdings N.V.,58.09,-32.4,-2.34,0.50,-0.557755207436736, 13.68 ,15.28, 35.29 Bil ,35201335296,$947,"$33,116",2.6806645131518225,21.67,0.0257
AES,The AES Corporation,28.32,1.6393846153846152,0.064,8.15,0.05788787483702737, 15.21 ,11.649, 39.45 Bil ,39746080768,$855,"$29,883",2.5745454545454547,11,0.0235
AFB,AllianceBernstein National Muni,14.46,undefined,0.296,N/A,undefined,Not Found!,None, 444.33 Mil ,673666752,$16.87,$263.98,1.1842751842751842,12.21,None
AFG,"American Financial Group, Inc.",121.17,140.28307692307695,8.2,2.62,1.1577376984656016, 7.85 ,6.519, 9.70 Bil ,10744000512,"$2,183","$66,777",2.350533462657614,51.55,0.0139
AFI,"Armstrong Flooring, Inc.",5.53,-91.39984615384617,-1.059,47.60,-16.528001112811243, -21.23 ,-9.254, 193.11 Mil ,167503216,$-51.0,$270.9,3.686666666666667,1.5,0.0207
AFL,AFLAC Incorporated,52.94,149.92107692307692,6.67,6.11,2.831905495335794, 8.96 ,8.855, 39.46 Bil ,39332892672,"$5,958","$131,527",1.746042216358839,30.32,0.0150999995
AFT,Apollo Senior Floating Rate Fun,15.3,undefined,0.231,N/A,undefined,Not Found!,None, 354.79 Mil ,354168352,$25.44,$145.25,1.3432835820895523,11.39,None
AG,First Majestic Silver Corp.,16.14,9.188307692307692,0.108,46.80,0.5692879611095224, 34.52 ,31.505, 3.51 Bil ,3492129024,$-34.8,$387.3,2.2416666666666667,7.2,None
AGCB,Altimeter Growth Corp. 2,10.55,undefined,None,,undefined,Not Found!,None, 606.76 Mil ,580249984,$,$0.05,1.0343137254901962,10.2,0.0027
AGCO,AGCO Corporation,148.07,220.4369230769231,5.65,16.86,1.4887345382381516, 14.25 ,13.113, 12.24 Bil ,11855346688,$627,"$5,486",3.456349206349206,42.84,0.0159
AGE,"AgeX Therapeutics, Inc.",1.4,undefined,-0.288,,undefined, -6.6 ,-6.225, 59.36 Mil ,58598124,$-7.84,$9.32,2.08955223880597,0.67,0.028499998
AGI,Alamos Gold Inc.,8.71,-11.328738461538464,0.368,-28.51,-1.3006588359975273, 7.78 ,8.167, 3.11 Bil ,3159786240,$67.5,$785.0,1.5280701754385966,5.7,None
AGM,Federal Agricultural Mortgage C,99.32,248.10000000000002,8.27,11.00,2.4979863068868307,Not Found!,None, 23.56 Bil ,23574108160,$-94.5,"$23,363.0",1.9447816722146072,51.07,None
AGO,Assured Guaranty Ltd.,46.23,74.13076923076925,4.19,3.00,1.603520857252201, 9.54 ,9.994, 4.75 Bil ,3957429248,$-853,"$8,650",2.505691056910569,18.45,0.082200006
AGR,"Avangrid, Inc.",51.9,38.98384615384616,1.877,5.00,0.751133837261005, 13.64 ,14.538, 26.05 Bil ,26269384704,"$-1,493","$21,997",1.338318720990201,38.78,0.0349
AGRO,Adecoagro S.A.,8.71,0.03646153846153847,0.003,-0.60,0.0041861697430009715, 5.73 ,6.1, 1.90 Bil ,1901476224,$87.5,"$1,518.5",2.488571428571429,3.5,0.020299999
AGS,"PlayAGS, Inc.",7.82,-298.33846153846156,-2.4,72.30,-38.15069840645288, 19.03 ,15.649, 834.50 Mil ,818501888,$0.5,$687.0,5.178807947019868,1.51,0.0276
AGX,"Argan, Inc.",50.77,42.97692307692308,1.51,10.00,0.8465023257223375, 12.4 ,12.522, 342.81 Mil ,346182912,$173.0,$280.2,1.5669753086419755,32.4,0.0183
AHC,A.H. Belo Corporation (TX),2.15,undefined,-0.321,N/A,undefined, -3.41 ,-9.333, 26.12 Mil ,28213410,$-1.5,$76.8,1.6666666666666665,1.29,0.0021
AHH,"Armada Hoffler Properties, Inc.",13.5,7.892307692307694,0.38,5.00,0.5846153846153848, 17.11 ,23.812, 2.19 Bil ,2202407424,$91.2,"$1,160.2",2.109375,6.4,0.013099999
AHT,Ashford Hospitality Trust Inc,1.92,-685.3846153846155,-33,5.00,-356.9711538461539, -29.08 ,-46.127, 3.91 Bil ,3902867712,$-149.5,"$4,017.8",1.5118110236220472,1.27,0.0148
AI,"C3.ai, Inc.",67.16,4.513046153846155,-0.649,-13.02,0.06719842397031202, -93.76 ,-93.838, 5.87 Bil ,5878390272,$-41.8,$110.5,1.1240167364016735,59.75,0.1993
AIF,Apollo Tactical Income Fund Inc,15.22,undefined,0.477,,undefined,Not Found!,None, 327.55 Mil ,326825344,$28.97,$128.53,1.3798730734360836,11.03,None
AIG,"American International Group, I",46.46,-272.8846153846154,-6.875,17.30,-5.873538858902613, -44.79 ,8.749, 76.85 Bil ,59989188608,"$1,038","$519,282",2.098464317976513,22.14,0.010299999
AIM,AIM ImmunoTech Inc.,2.12,-302.6853846153847,-5.873,25.00,-142.77612481857767, -5.17 ,-4.765, 67.31 Mil ,67310376,$-10.96,$3.29,1.325,1.6,0.033800002
AIN,Albany International Corporatio,85.96,34.253846153846155,3.05,-1.20,0.398485878941905, 13.33 ,12.403, 3.04 Bil ,2987412480,$97.9,$730.1,2.1037689672050903,40.86,0.0234
AINC,Ashford Inc. (Holding Company),8.64,undefined,-108.3,N/A,undefined, -3.34 ,24.392, 593.55 Mil ,595127168,$29.4,$288.1,1.9200000000000002,4.5,0.0068
AIO,AllianzGI Artificial Intelligen,27.23,undefined,None,,undefined,Not Found!,None, 980.06 Mil ,None,$,$39.6,1.7511254019292604,15.55,None
AIR,AAR Corp.,39.82,3.642476923076923,0.149,7.39,0.09147355407023916, 22.48 ,31.362, 1.59 Bil ,1558691328,$42,$710,2.8855072463768114,13.8,0.0396
AIRC,Apartment Income REIT Corp.,46.34,undefined,None,N/A,undefined, 23.89 ,27.6, 11.04 Bil ,11240845312,$-70.3,"$4,921.2",1.2875798833009169,35.99,0.0195
AIRI,Air Industries Group,1.21,undefined,0.036,N/A,undefined, 46.9 ,60.227, 74.63 Mil ,68116184,$-6.18,$47.41,1.3444444444444443,0.9,0.01
AIT,Applied Industrial Technologies,94.73,-19.017692307692307,-0.603,12.00,-0.20075680679502064, 32.57 ,15.656, 4.30 Bil ,4302756864,$335,"$1,360",2.1717102246675837,43.62,0.0187
AIV,Apartment Investment and Manage,6.55,-0.9359999999999999,-0.039,7.10,-0.14290076335877863, 20.64 ,21.187, 1.85 Bil ,1700815488,$,"$1,281.4",1.9939924508359088,3.284867,None
AIZ,"Assurant, Inc.",153.85,300.16107692307696,6.993,19.40,1.9509982250443743, 12.38 ,9.471, 9.46 Bil ,8795816960,"$1,221","$38,695",1.8339492192156395,83.89,0.015700001
AJAX,Ajax I,10,undefined,None,,undefined,Not Found!,None, 894.43 Mil ,894589056,$,$0.14,1.015228426395939,9.85,0.0084
AJG,Arthur J. Gallagher & Co.,136.25,117.40615384615388,4.2,9.67,0.8616965419901202, 19.13 ,19.07, 31.17 Bil ,31126095872,"$1,653","$16,099",1.8497149063263645,73.66,0.0172
AJRD,"Aerojet Rocketdyne Holdings, In",48.64,53.120000000000005,1.66,12.30,1.092105263157895, 12.31 ,11.631, 3.39 Bil ,3226564352,$309,"$2,666",1.5129082426127527,32.15,0.107200004
AJX,Great Ajax Corp.,11.96,undefined,0.999,N/A,undefined,Not Found!,None, 1.01 Bil ,1438039936,$-13.89,"$1,139.24",2.1785063752276868,5.49,0.0175
AKR,Acadia Realty Trust,20.6,-1.8400000000000003,-0.104,3.00,-0.08932038834951457, 27.25 ,35.867, 4.25 Bil ,4314540544,$102.6,"$2,138.3",2.263736263736264,9.1,0.0368
AL,Air Lease Corporation,46.31,122.92,4.39,9.70,2.654286331245951, 10.62 ,None, 20.17 Bil ,20116269056,"$-1,588","$19,143",2.3459979736575485,19.74,0.0545
ALB,Albemarle Corporation,155.8,184.71876923076925,3.52,25.61,1.1856146933938976, 32.36 ,28.1, 21.96 Bil ,21969412096,$-52,"$5,982",2.7946188340807177,55.75,0.0211
ALC,Alcon Inc.,75.34,-28.189076923076932,-1.09,8.31,-0.37415817524657463, 36.76 ,31.509, 40.82 Bil ,40016826368,$256,"$8,778",1.5146763168476076,49.74,None
ALE,"Allete, Inc.",70.78,79.8846153846154,3.35,7.00,1.12863259938705, 14.31 ,15.89, 5.99 Bil ,5979317248,$-418,"$3,284",1.4678556615512237,48.22,0.0179
ALEX,"Alexander & Baldwin, Inc.",17.46,3.3323076923076926,0.076,20.00,0.19085381971979912, 21.7 ,23.409, 1.94 Bil ,1926520704,$38.0,$939.9,1.847619047619048,9.45,0.0135
ALG,"Alamo Group, Inc.",156.36,111.04307692307694,4.78,6.60,0.7101757285947616, 15.46 ,14.599, 2.13 Bil ,2109560448,$166,$484,1.9140653690782228,81.69,0.0172
ALK,"Alaska Air Group, Inc.",66.96,151.9538461538462,-9.877,-18.50,2.26932267254848, -7.97 ,-5.931, 10.19 Bil ,10188631040,$-214,"$11,387",2.862761864044463,23.39,0.0212
ALL,Allstate Corporation (The),123.66,215.70923076923077,17.31,-0.40,1.7443735303997314, 5.9 ,4.345, 46.98 Bil ,40003321856,"$5,183","$95,770",1.4553371778274684,84.97,0.0174
ALLE,Allegion plc,135.49,66.23538461538462,3.39,4.20,0.4888581047707182, 26.95 ,20.82, 13.41 Bil ,13339619328,$530,"$2,217",1.5082934431704331,89.83,0.0301
ALLY,Ally Financial Inc.,47.75,141.9829230769231,5.83,7.33,2.9734643576318973,Not Found!,None, 26.89 Bil ,22906263552,$-581,"$167,462",3.5929270127915727,13.29,0.050300002
ALSN,"Allison Transmission Holdings, ",43.36,167.47846153846154,2.62,33.05,3.862510644337213, 10.44 ,10.053, 7.07 Bil ,7137933312,$561,"$3,721",1.368254970022089,31.69,0.070300005
ALTG,Alta Equipment Group Inc.,13.65,undefined,None,N/A,undefined, 13.04 ,12.188, 889.97 Mil ,871452544,$-84.3,$589.3,3.4125,4,0.0478
ALUS,Alussa Energy Acquisition Corp.,9.98,undefined,None,,undefined, -69.1 ,None, 358.65 Mil ,89043824,$-1.91,$13.47,1.06283280085197,9.39,0.051599998
ALV,"Autoliv, Inc.",98.05,130.17784615384616,2.14,31.04,1.327667987290629, 14.48 ,12.676, 10.64 Bil ,10635320320,$505,"$5,734",1.9924812030075187,49.21,0.0232
ALX,"Alexander's, Inc.",282.39,undefined,8.19,N/A,undefined, 21.21 ,20.823, 2.15 Bil ,2174610688,$78.1,"$1,200.9",1.2661525355333363,223.03,0.0252
AM,Antero Midstream Corporation,8.96,3.748000000000001,-0.26,-17.87,0.4183035714285715, 49.72 ,9.971, 7.37 Bil ,7364072448,$556.7,"$3,192.6",3.7024793388429758,2.42,0.0361
AMBC,"Ambac Financial Group, Inc.",16.82,-284.1000000000001,-9.47,11.00,-16.890606420927472, -49.77 ,-62.544, 8.06 Bil ,9444204544,$-175.0,"$12,080.0",1.5098743267504489,11.14,0.081999995
AMBO,Ambow Education Holding Ltd. Am,2.39,-22.41923076923077,-0.435,25.00,-9.380431284196973, -2.86 ,-1.163, 51.45 Mil ,65476572,$0.0,$138.9,1.695035460992908,1.41,None
AMC,"AMC Entertainment Holdings, Inc",9.99,12558.756923076924,-39.152,-217.00,1257.1328251328252, -4.27 ,-14.591, 15.68 Bil ,15568860160,"$-1,303","$13,135",5.230366492146597,1.91,0.165
AMCR,Amcor plc,11.65,7.670907692307693,0.313,7.43,0.6584470122152526, 13.67 ,12.54, 24.56 Bil ,24375615488,"$1,074","$11,870",1.441831683168317,8.08,0.0276
AME,"AMETEK, Inc.",133.53,42.34,3.77,-1.20,0.3170823036021868, 22.76 ,24.918, 32.41 Bil ,32502454272,"$1,207","$4,408",1.8264259335248256,73.11,0.0081
AMG,"Affiliated Managers Group, Inc.",155.64,140.8249230769231,4.33,12.64,0.9048118933238443, 10.96 ,12.079, 8.33 Bil ,9364790272,"$1,001","$4,572",2.7401408450704223,56.8,0.049099997
AMH,American Homes 4 Rent,35.58,29.732753846153855,0.277,61.27,0.8356591862325423, 23.9 ,25.275, 14.70 Bil ,14678641664,$369,"$3,121",1.6172727272727272,22,0.0209
AMK,"AssetMark Financial Holdings, I",22.16,8.9672,0.143,32.26,0.4046570397111913, 40.19 ,55.713, 1.65 Bil ,1645088384,$47.9,$318.5,1.1440371708828083,19.37,0.0186
AMN,AMN Healthcare Services Inc AMN,78.59,34.58646153846155,1.48,6.69,0.44008730803488416, 19.29 ,17.836, 4.70 Bil ,4634181632,$218,"$1,534",2.1443383356070944,36.65,0.0458
AMOV,"America Movil, S.A.B. de C.V.",14.53,undefined,0.7,,undefined, 6.41 ,2.122, 84.53 Bil ,695421566976,$0,"$62,578",1.3957732949087416,10.41,None
AMP,"Ameriprise Financial, Inc.",242.9,447.8338461538462,12.2,15.36,1.843696361275612, 12.02 ,9.088, 27.15 Bil ,26419664896,"$4,476","$160,016",2.4263310358605534,100.11,0.0228
AMPE,"Ampio Pharmaceuticals, Inc.",1.72,undefined,-0.092,N/A,undefined, -22.79 ,-21.856, 334.04 Mil ,320345088,$-14.73,$5.37,3.822222222222222,0.45,0.104399994
AMPY,Amplify Energy Corp.,2.47,-446.1384615384616,-12.34,15.00,-180.6228589224541, -0.89 ,4.242, 353.54 Mil ,346395616,$38.4,$418.5,3.983870967741936,0.62,0.041500002
AMR,"Alpha Metallurgical Resources, ",13.41,undefined,-24.427,N/A,undefined, -92.06 ,8.145, 697.44 Mil ,695569344,$-25,"$1,480",1.2048517520215634,11.13,0.0538
AMRC,"Ameresco, Inc.",48.49,46.030769230769245,1.1,18.70,0.9492837539857546, 24.99 ,28.542, 2.91 Bil ,3272692224,$-285,"$1,257",3.028732042473454,16.01,0.0689
AMRX,"Amneal Pharmaceuticals, Inc.",5.7,-3.3784615384615386,0.61,-12.10,-0.5927125506072874, 10.09 ,9.315, 3.49 Bil ,3549334784,$313,"$3,661",1.9930069930069931,2.86,0.0321
AMS,American Shared Hospital Servic,2.36,undefined,-1.142,N/A,undefined, -20.02 ,4.078, 28.55 Mil ,28507360,$9.29,$20.00,1.761194029850746,1.34,0.0023999999
AMT,American Tower Corporation (REI,251.54,150.49215384615385,3.79,17.31,0.5982831909284959, 33 ,29.519, 148.43 Bil ,148543930368,"$2,850","$42,665",1.2736202531645568,197.5,0.0087
AMWL,American Well Corporation,17.95,undefined,None,N/A,undefined, -26.36 ,-15.015, 3.45 Bil ,3262479104,$-71.2,$130.4,1.1558274307791372,15.53,0.0669
AMX,"America Movil, S.A.B. de C.V. A",14.55,19.201538461538462,0.7,9.33,1.3196933650541898, 6.41 ,2.122, 85.09 Bil ,695488020480,$0,"$62,578",1.4377470355731228,10.12,None
AN,"AutoNation, Inc.",96.2,311.4235384615385,9.779,12.20,3.2372509195586123, 6.82 ,9.129, 10.07 Bil ,12312999936,"$1,052","$6,652",3.5682492581602374,26.96,0.0573
ANET,"Arista Networks, Inc.",312.83,185.6138461538462,7.99,6.60,0.5933377430356622, 27.46 ,28.686, 21.50 Bil ,21539594240,$720,"$1,419",1.6212168325041458,192.96,0.0454
