TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
STRO,"Sutro Biopharma, Inc.",20.58,19.157539518900347,-0.986,-21.35,0.9308814149125534, -26.06 ,-9.265, 619.23 Mil ,619229120,$-74.93,$62.06,2.915014164305949,7.06,0.09
STRR,"Star Equity Holdings, Inc.",2.95,undefined,None,16.00,undefined, 10.75 ,-21.191, 59.71 Mil ,60498980,$-6.45,$48.36,1.4824120603015076,1.99,0.055999998
STRS,Stratus Properties Inc.,36.1,undefined,-2.776,N/A,undefined, 83.71 ,-99.588, 656.29 Mil ,655983552,$-11.89,$434.25,3.0083333333333333,12,0.0372
STSA,"Satsuma Pharmaceuticals, Inc.",5.17,undefined,-11.201,N/A,undefined, -2.13 ,-2.039, 100.33 Mil ,98063080,$-47.49,$9.10,1.477142857142857,3.5,0.0359
STRT,STRATTEC SECURITY CORPORATION,47.11,85.10068728522337,2.395,15.00,1.80642511749572, 6.35 ,6.531, 218.89 Mil ,215458080,$12.4,$98.2,3.9554995801847186,11.91,0.0039
STTK,"Shattuck Labs, Inc.",33.09,undefined,None,N/A,undefined, -36.65 ,-31.197, 1.14 Bil ,1132851072,$-33.34,$39.13,1.8897772701313535,17.51,0.0533
STWO,ACON S2 Acquisition Corp.,9.8,undefined,None,,undefined,Not Found!,None, 307.19 Mil ,305441056,$,$0.04,1.0113519091847267,9.69,0.0015
STWOU,ACON S2 Acquisition Corp.,10.1,undefined,None,,undefined,Not Found!,None, - ,313487904,$,$0.04,1.0478265380226164,9.639,None
STXB,"Spirit of Texas Bancshares, Inc",22.49,29.50026116838488,2.144,0.60,1.3117056989055085,Not Found!,None, 226.94 Mil ,516152192,$43.4,"$2,724.0",2.5100446428571423,8.96,0.0078
STX,Seagate Technology PLC,94.23,100.03731134020619,3.957,8.22,1.0616291132357656, 16.01 ,14.929, 25.83 Bil ,25602899968,"$1,048","$8,120",2.1647139903514816,43.53,0.0845
SUMO,"Sumo Logic, Inc.",19.79,undefined,None,N/A,undefined,,-22.295,,1645825536,$-49.5,$139.1,1.1993939393939392,16.5,0.0577
SUNS,SLR Senior Investment Corp.,15.62,17.717938144329896,0.868,5.00,1.134311020763758,Not Found!,None, 34.85 Mil ,34848440,$338.32,$392.59,1.472196041470311,10.61,0.002
SUMR,"Summer Infant, Inc.",16.4,-14.545704467353955,-0.52,10.00,-0.8869331992288998, 7.76 ,7.843, 69.00 Mil ,69934464,$16.3,$69.6,8.541666666666666,1.92,0.0027
SUNW,"Sunworks, Inc.",12.25,-28.699793814432994,-1.026,10.00,-2.342840311382285, -20.81 ,-33.858, 292.91 Mil ,295884864,$-4.36,$18.29,38.04347826086956,0.322,0.1318
SUPN,"Supernus Pharmaceuticals, Inc.",32.26,36.361841924398625,2.36,1.69,1.1271494706881162, 7.78 ,8.257, 1.64 Bil ,1702852480,$135.0,$759.2,1.8755813953488372,17.2,0.229
SURF,"Surface Oncology, Inc.",7.29,undefined,1.566,N/A,undefined, 2.88 ,2.838, 182.91 Mil ,182913168,$30.0,$61.4,4.213872832369942,1.73,0.1578
SV,Spring Valley Acquisition Corp.,9.95,undefined,None,,undefined,Not Found!,None, 286.35 Mil ,286469824,$,$0.07,1.0247167868177136,9.71,0.018
SVA,None,6.47,30.097663230240553,0.971,12.00,4.6518799428501625, -0.93 ,-0.108," -205,952,000.00 ",-23765012,$351.7,$781.2,1.0,6.47,0.0026
SVAC,Starboard Value Acquisition Cor,9.99,undefined,None,,undefined,,None,,502230720,$,$18.72,1.0352331606217617,9.65,0.0045
SVACU,Starboard Value Acquisition Cor,10.23,undefined,None,,undefined,Not Found!,None, - ,512841856,$,$18.72,1.03125,9.92,None
SVC,Service Properties Trust - Shar,12.28,undefined,None,5.00,undefined, 15.81 ,16.44, 8.18 Bil ,8244218880,$38,"$6,585",2.8165137614678897,4.36,0.035
SVBI,Severn Bancorp Inc,11.51,undefined,0.781,N/A,undefined,Not Found!,None, 173.09 Mil ,-78977312,$-8.26,$842.91,2.423157894736842,4.75,0.0011
SVFA,SVF Investment Corp.,10.22,undefined,None,,undefined,Not Found!,None, 767.52 Mil ,767517184,$,$0.72,1.022,10,0.0021
SVFAU,SVF Investment Corp.,10.52,undefined,None,,undefined,Not Found!,None, - ,793176576,$,$0.72,1.0164251207729469,10.35,None
SVMK,SVMK Inc.,18.5,0.9507628865979391,-0.655,-9.46,0.05139258846475346, -86.03 ,-45.942, 2.78 Bil ,2740610816,$45.6,$531.5,1.531456953642384,12.08,0.0323
SVOK,Seven Oaks Acquisition Corp.,9.79,undefined,None,,undefined,Not Found!,None, 317.62 Mil ,317590624,$,$0.21,1.0241657077100115,9.559,None
SVOKU,Seven Oaks Acquisition Corp.,10.27,undefined,None,,undefined,Not Found!,None, - ,330204672,$,$0.21,1.025974025974026,10.01,None
SVSVU,Spring Valley Acquisition Corp.,10.38,undefined,None,,undefined,Not Found!,None, - ,297394816,$,$0.07,1.038,10,None
SVRA,"Savara, Inc.",1.89,undefined,-0.837,N/A,undefined, -3.66 ,-1.121, 169.88 Mil ,53073928,$-43.13,$33.36,1.899497487437186,0.995,0.0191
SVVC,Firsthand Technology Value Fund,6.24,undefined,-3.31,N/A,undefined,Not Found!,None, 43.08 Mil ,43080872,$2.00,$5.69,2.0939597315436242,2.98,0.0007
SWAV,"ShockWave Medical, Inc.",159.04,-258.84882474226805,-1.986,77.70,-1.6275705781078222, -92.16 ,-84.075, 5.63 Bil ,5364016128,$-82.70,$46.39,4.87703158540325,32.61,0.1319
SWBI,"Smith & Wesson Brands, Inc.",18.17,undefined,None,15.00,undefined, 4.62 ,3.251, 920.03 Mil ,953264576,$293,$168,3.362612926054347,5.403536,0.083100006
SWET,Athlon Acquisition Corp.,9.7,undefined,None,,undefined,Not Found!,None, 166.97 Bil ,326928000,$-0.34,$4.19,1.097285067873303,8.84,None
SWETU,Athlon Acquisition Corp.,10.08,undefined,None,,undefined,Not Found!,None, - ,335664000,$,$0.08,1.12,9,None
SWIR,"Sierra Wireless, Inc.",15.2,-48.253333333333345,-1.358,15.00,-3.174561403508773, -9.6 ,-7.835, 414.54 Mil ,421251648,$-29.7,$245.0,2.504118616144975,6.07,0.0153
SWKH,SWK Holdings Corporation,16.34,17.237113402061855,0.4,20.00,1.0549029009829776, 13.47 ,None, 218.30 Mil ,216534976,$19.27,$33.39,1.6019607843137256,10.2,0.0369
SWKS,"Skyworks Solutions, Inc.",197.4,195.60600687285222,6.326,11.95,0.990911888920224, 20.27 ,20.504, 31.56 Bil ,31718363136,$881,"$1,005",2.2411444141689376,88.08,0.0222
SWTX,"SpringWorks Therapeutics, Inc.",73.95,undefined,-13.84,N/A,undefined, -72.17 ,-70.936, 3.32 Bil ,3261294848,$-32.83,$19.13,2.914860070949941,25.37,0.17809999
SXTC,"China SXT Pharmaceuticals, Inc.",1.43,undefined,-0.657,,undefined, 30.91 ,29.264, 13.14 Mil ,12427414,$0.53,$5.52,1.6103603603603602,0.888,0.0499
SY,So-Young International Inc. - A,9.68,undefined,0.008,N/A,undefined, -79.58 ,29.331, 627.33 Mil ,-1483104768,$0.0,$90.4,1.0556161395856052,9.17,None
SYBX,"Synlogic, Inc.",3.64,undefined,-1.651,N/A,undefined, -1.87 ,-1.154, 106.15 Mil ,66716540,$-39.95,$28.71,2.1796407185628746,1.67,0.015700001
SYBT,"Stock Yards Bancorp, Inc.",51.26,83.94549828178694,3.001,10.00,1.6376414022978334,Not Found!,None, 1.15 Bil ,914492032,$71.7,"$4,167.9",1.9822119102861562,25.86,0.0292
SYKE,"Sykes Enterprises, Incorporated",44.26,38.881786941580756,1.39,10.00,0.878485922765042, 12.68 ,9.9, 1.88 Bil ,1886371968,$123,$542,1.9352864013992128,22.87,0.0198
SYNA,Synaptics Incorporated,144.66,110.29560137457044,3.943,10.00,0.7624471268807579, 17.28 ,26.322, 5.35 Bil ,5348594176,$159,$904,2.6022665947112786,55.59,0.2313
SYNH,"Syneos Health, Inc.",87.31,68.42816494845361,1.83,16.23,0.7837380019293736, 23.23 ,20.99, 12.04 Bil ,12072501248,$375,"$4,821",2.1718905472636814,40.2,0.048
SYNL,Synalloy Corporation,9.81,-94.8041237113402,-3,12.40,-9.664028920625912, -9.53 ,40.49, 183.54 Mil ,183580720,$14.2,$126.7,2.5748031496062995,3.81,0.0047
SYPR,"Sypris Solutions, Inc.",3.53,1.9709278350515467,0.079,8.00,0.5583364971817413, 42.45 ,43.726, 86.97 Mil ,86971760,$2.11,$45.93,6.303571428571428,0.56,0.025999999
SYRS,"Syros Pharmaceuticals, Inc.",6.39,undefined,-1.825,N/A,undefined, -3.63 ,-3.61, 289.80 Mil ,286103808,$-60.70,$122.70,1.0323101777059773,6.19,0.12060001
SYTA,"Siyata Mobile, Inc.",10.46,undefined,None,N/A,undefined, -2.88 ,-3.498, 43.29 Mil ,27860066,$-5.09,$10.41,2.6820512820512823,3.9,None
TA,TravelCenters of America Inc.,27.94,-25.107216494845364,-1.23,5.00,-0.8986119003165842, 16.9 ,15.962, 2.32 Bil ,2317491456,$190,"$2,803",3.5592356687898095,7.85,0.0342
TACO,"Del Taco Restaurants, Inc.",11.56,-74.85670103092784,-2.415,12.00,-6.475493168765383, -20.98 ,16.828, 804.28 Mil ,806216320,$37.7,$534.6,3.6012461059190035,3.21,0.0208
TACT,TransAct Technologies Incorpora,11.91,-31.026804123711344,-0.72,20.00,-2.6051053000597264, -15.4 ,-14.767, 103.19 Mil ,103131024,$-4.25,$12.01,3.653374233128835,3.26,0.0025
TAIT,Taitron Components Incorporated,4.18,undefined,0.232,N/A,undefined, 14.35 ,14.355, 17.80 Mil ,17800612,$2.05,$1.02,1.908675799086758,2.19,0.0025
TANH,Tantech Holdings Ltd.,1.34,undefined,-0.201,,undefined, -5.53 ,24.756, 44.81 Mil ,36399792,$14.61,$19.80,1.488888888888889,0.9,0.084
TAOP,Taoping Inc.,7.1,-66.01360824742268,-1.386,23.00,-9.297691302453899, -14.39 ,-10.442, 87.48 Mil ,67939720,$-3.30,$24.67,3.8172043010752685,1.86,0.048800003
TARA,"Protara Therapeutics, Inc.",11.83,undefined,None,N/A,undefined, 1.14 ,1.127," -38,721,000.00 ",-38718888,$-24.29,$3.91,1.039543057996485,11.38,0.0383
TAST,"Carrols Restaurant Group, Inc.",5.75,17.631253608247423,-0.581,-28.57,3.066304975347378, 18.38 ,17.025, 1.58 Bil ,1583581440,$32,"$1,486",3.1767955801104972,1.81,0.0343
TARS,"Tarsus Pharmaceuticals, Inc.",31.58,undefined,None,-25.20,undefined, -21.07 ,-17.412, 474.04 Mil ,468428000,$-17.50,$5.99,2.06068515497553,15.325,0.0324
TATT,TAT Technologies Ltd.,5.03,undefined,-0.6,N/A,undefined, 3036.55 ,107.866, 36.13 Mil ,36027216,$0.70,$35.84,1.4794117647058824,3.4,0.002
TAYD,"Taylor Devices, Inc.",12,undefined,0.567,N/A,undefined, 31.29 ,31.285, 25.04 Mil ,25035672,$0.47,$3.26,1.3986013986013985,8.58,0.0022
TBBK,"The Bancorp, Inc.",22.04,42.49628865979381,1.371,12.00,1.9281437685931857,Not Found!,None, 1.11 Bil ,1096652288,$-515.9,"$5,695.7",4.166351606805293,5.29,0.019199999
TBCPU,Thunder Bridge Capital Partners,10.02,undefined,None,,undefined,Not Found!,None, - ,74905000,$,$0.15,1.028747433264887,9.74,None
TBIO,"Translate Bio, Inc.",21.65,undefined,-0.8,N/A,undefined, 450.19 ,-294.194, 1.14 Bil ,1138530176,$229.8,$533.2,2.2789473684210524,9.5,0.1353
TBK,"Triumph Bancorp, Inc.",90.16,124.69917525773195,4.023,12.00,1.3830875694069649,Not Found!,None, 2.39 Bil ,2397216768,$86.5,"$5,335.6",4.6235897435897435,19.5,0.072
TBLT,"ToughBuilt Industries, Inc.",0.7768,undefined,-0.684,N/A,undefined, -3.99 ,-4.457, 61.99 Mil ,61323192,$-27.56,$8.15,1.2508856682769727,0.621,0.0138
TBNK,Territorial Bancorp Inc.,25.89,37.98969072164948,2.01,4.00,1.4673499699362487,Not Found!,None, 32.04 Mil ,36755012,$19.23,"$1,862.09",1.3463338533541342,19.23,0.0154
TBPH,"Theravance Biopharma, Inc.",20.35,-160.46270790378006,-4.459,15.30,-7.885145351537103, -7.31 ,-5.795, 1.69 Bil ,1692387328,$-257.02,$772.81,1.4053867403314917,14.48,0.1105
TBSAU,TB SA Acquisition Corp,9.95,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.11,1.0247167868177136,9.71,None
TC,TuanChe Limited,4,undefined,-1.332,N/A,undefined, -2.17 ,0.421, 53.89 Mil ,-70300032,$0.00,$24.17,1.5325670498084292,2.61,None
TCACU,Tuatara Capital Acquisition Cor,10.01,undefined,None,,undefined,Not Found!,None, - ,43858000,$,$0.58,1.029835390946502,9.72,None
TCBI,"Texas Capital Bancshares, Inc.",66.9,70.7039175257732,2.834,8.00,1.0568597537484783,Not Found!,None," -4,469,566,000.00 ",-4195151360,"$1,049.8","$36,895.0",3.224096385542169,20.75,0.0798
TCBIP,"Texas Capital Bancshares, Inc. ",25.59,undefined,2.834,,undefined,,None,,-6343339520,Not Found!,Not Found!,1.2885196374622356,19.86,None
TCBK,TriCo Bancshares,45.91,50.622680412371146,2.16,7.00,1.1026504119444815,Not Found!,None, 802.09 Mil ,1394392960,$112.0,"$6,714.4",1.99175704989154,23.05,0.0152
TCDA,"Tricida, Inc.",4.78,undefined,-5.293,N/A,undefined, -0.59 ,-0.596, 143.72 Mil ,141074544,$-232.79,$242.81,1.2780748663101604,3.74,0.1342
TCF,TCF Financial Corporation,45.16,16.329292096219934,1.862,-2.70,0.3615875132023901,Not Found!,None, 7.86 Bil ,8988591104,$-67,"$42,113",2.1659472422062347,20.85,0.0312
TCFC,The Community Financial Corpora,34.75,93.42817869415808,3.34,10.00,2.6885806818462754,Not Found!,None, 190.67 Mil ,77686552,$27.83,"$1,828.43",1.9857142857142858,17.5,0.0128
TCMD,"Tactile Systems Technology, Inc",59.74,-0.6531958762886598,-0.032,5.00,-0.010933978511695008, -1378.18 ,356.916, 1.15 Bil ,1138919168,$0.5,$49.3,1.9709666776641375,30.31,0.1488
TCFCP,TCF Financial Corporation - Dep,26.57,undefined,2.55,,undefined,,None,,6149970432,Not Found!,Not Found!,1.2586451918522028,21.11,None
TCOM,Trip.com Group Limited,39.27,undefined,None,0.50,undefined, 295.37 ,-188.092, 26.88 Bil ,39311237120,$0,"$13,103",1.7570469798657717,22.35,None
TCPC,BlackRock TCP Capital Corp.,14.71,43.74068728522337,1.231,15.00,2.9735341458343556,Not Found!,None, 1.68 Bil ,1679766016,$122.33,$907.00,2.5362068965517244,5.8,0.0077
TCRR,TCR2 Therapeutics Inc.,24.71,undefined,-2.398,N/A,undefined, -10.64 ,-10.645, 714.01 Mil ,714390144,$-63.90,$9.65,3.184278350515464,7.76,0.1459
TCON,"TRACON Pharmaceuticals, Inc.",7.7,undefined,-1.867,N/A,undefined, -5.37 ,-5.393, 87.29 Mil ,87426088,$-17.04,$12.37,4.967741935483871,1.55,0.0626
TCX,Tucows Inc.,81.08,30.61855670103093,0.54,29.00,0.3776339010980628, 25.32 ,30.418, 972.89 Mil ,985426112,$-8.4,$347.2,1.7436559139784946,46.5,0.0958
TDAC,Trident Acquisitions Corp.,12.92,undefined,-0.148,,undefined, -116.77 ,None, 161.84 Mil ,100654392,$-1.85,$10.43,1.2304761904761905,10.5,0.384
TDACU,Trident Acquisitions Corp.,15.5,undefined,-0.148,,undefined,Not Found!,None, - ,119934936,$-1.85,$10.43,1.4798548787473744,10.474,None
TEAM,Atlassian Corporation Plc,236.12,-206.8022680412371,-4.799,20.00,-0.8758354567221629, -59.78 ,1150.846, 58.21 Bil ,58248896512,$520,"$3,392",1.8198073217726398,129.75,0.0477
TDUP,ThredUp Inc.,18.11,undefined,None,,undefined,Not Found!,-5.674, 1.64 Bil ,232660160,$,$305.80,1.0055524708495278,18.01,0.19370002
TECH,Bio-Techne Corp,441.4,156.23704467353954,4.397,15.00,0.3539579625589931, 55.64 ,72.478, 16.98 Bil ,16978436096,$200.5,$537.0,2.331379073575239,189.33,0.01
TECTP,"Tectonic Financial, Inc. - 9.00",9.6,undefined,0.231,,undefined,,None,,114084312,Not Found!,Not Found!,1.4222222222222223,6.75,None
TEDU,"Tarena International, Inc.",3.31,-23.84278350515464,-2.175,-1.25,-7.203257856542187, -3.36 ,-0.742, 230.16 Mil ,466526752,$0.0,$473.8,2.2066666666666666,1.5,None
TEKK,Tekkorp Digital Acquisition Cor,9.89,undefined,None,,undefined,Not Found!,None, 318.66 Mil ,309504480,$,$0.06,1.0269989615784008,9.63,None
TEKKU,Tekkorp Digital Acquisition Cor,10.38,undefined,None,,undefined,Not Found!,None, - ,324660736,$,$0.06,1.0701030927835053,9.7,None
TELA,"TELA Bio, Inc.",13.3,undefined,-2.226,N/A,undefined, -6.25 ,-6.242, 154.27 Mil ,154486624,$-24.62,$37.43,1.7250324254215306,7.71,0.0179
TELL,Tellurian Inc.,2.16,-47.12263917525774,-0.787,31.10,-21.816036655211914, -16.64 ,-16.382, 908.50 Mil ,894950144,$-71.27,$183.91,3.176470588235294,0.68,0.1259
TENB,"Tenable Holdings, Inc.",41.7,-7.443257731958764,-0.269,9.80,-0.17849538925560585, -152.95 ,-435.529, 3.95 Bil ,4117060096,$44.0,$539.9,2.0301850048685495,20.54,0.0256
TENX,"Tenax Therapeutics, Inc.",1.92,undefined,-1.328,N/A,undefined, -2.4 ,-2.355, 23.23 Mil ,23231346,$-9.27,$2.24,3.764705882352941,0.51,0.0525
TER,"Teradyne, Inc.",131.1,137.5836151202749,4.28,12.76,1.0494554929082756, 20.05 ,20.303, 21.09 Bil ,20890040320,$684,"$1,442",2.3236440978376462,56.42,0.0359
TERN,"Terns Pharmaceuticals, Inc.",21.45,undefined,None,N/A,undefined, -18.13 ,-18.47, 664.50 Mil ,676590784,$,$23.70,1.4463924477410655,14.83,0.111999996
TESS,TESSCO Technologies Incorporate,7.83,-64.44865979381443,-2.304,10.00,-8.230991033692774, -3.97 ,-5.136, 104.28 Mil ,104201776,$-5.5,$116.1,1.9004854368932038,4.12,0.0062
TETCU,Tech and Energy Transition Corp,10,undefined,None,,undefined,Not Found!,None, - ,87368752,$,$0.12,1.0141987829614605,9.86,None
TFFP,"TFF Pharmaceuticals, Inc.",11.54,undefined,-2.604,N/A,undefined, -14.23 ,None, 266.03 Mil ,231733648,$-16.62,$1.32,2.747619047619047,4.2,0.023
TFSL,TFS Financial Corporation,20.22,undefined,0.29,N/A,undefined,Not Found!,None, 8.56 Bil ,8530985984,$113.4,"$12,915.0",1.578454332552693,12.81,0.0208
TGA,TransGlobe Energy Corporation,1.56,7.506914089347082,-1.07,-13.14,4.812124416248129, -2.99 ,2.527, 105.06 Mil ,105760736,$24.6,$62.9,4.216216216216217,0.37,0.00090000004
TGLS,Tecnoglass Inc.,12.98,7.42224054982818,0.52,0.94,0.5718213058419245, 9.54 ,9.073, 757.92 Mil ,774604544,$53.1,$319.1,4.298013245033113,3.02,0.01
TGTX,"TG Therapeutics, Inc.",42.79,undefined,-2.422,N/A,undefined, -20.42 ,-18.255, 5.57 Bil ,4991679488,$-214.86,$106.29,4.466597077244259,9.58,0.0986
TH,Target Hospitality Corp.,2.87,-10.162336769759449,-0.286,15.00,-3.5408838919022467, 10.1 ,9.159, 663.93 Mil ,647736832,$34.2,$434.8,3.5000000000000004,0.82,0.109799996
THBR,"Thunder Bridge Acquisition II, ",10.05,undefined,None,N/A,undefined, -267.75 ,None, 434.00 Mil ,434003808,$-0.66,$13.00,1.0286591606960083,9.77,0.0414
THBRU,"Thunder Bridge Acquisition II, ",11.17,undefined,None,,undefined,Not Found!,None, - ,474541312,$-0.66,$13.00,1.1271442986881937,9.91,None
THCA,Tuscan Holdings Corp. II,10.03,undefined,None,,undefined, -313.82 ,None, 194.56 Mil ,220019104,$-0.56,$0.30,1.0287179487179487,9.75,0.0023999999
THCAU,Tuscan Holdings Corp. II,10.22,undefined,None,,undefined,Not Found!,None, - ,228154480,$-0.56,$0.30,1.0482051282051283,9.75,None
THCB,Tuscan Holdings Corp.,12.19,undefined,0.039,,undefined, -442.27 ,None, 407.77 Mil ,432633760,$-0.71,$0.87,1.2275931520644512,9.93,0.0837
THFF,First Financial Corporation Ind,44.39,undefined,3.986,N/A,undefined,Not Found!,None, 58.28 Mil ,25527184,$73.5,"$3,960.6",1.5296347346657477,29.02,0.0119
THMAU,Thimble Point Acquisition Corp.,10,undefined,None,,undefined,Not Found!,None, - ,50050000,$,$0.29,1.0245901639344261,9.76,None
THMO,"ThermoGenesis Holdings, Inc.",2.72,undefined,None,N/A,undefined, -4.22 ,-4.189, 34.54 Mil ,34692584,$-14.42,$14.99,1.4166666666666667,1.92,0.133
THRY,"Thryv Holdings, Inc.",30.55,undefined,None,N/A,undefined, 2.55 ,5.876, 1.67 Bil ,1697958400,$154,"$1,018",5.208866155157716,5.865,0.0736
THRM,Gentherm Inc,75.38,91.68178694158077,1.81,25.00,1.2162614346190073, 19.41 ,18.163, 2.47 Bil ,2460089600,$90.3,$436.5,2.419127086007702,31.16,0.024
THTX,Theratechnologies Inc.,3.43,undefined,None,,undefined, -32.55 ,-31.189, 340.29 Mil ,340554944,$-14.01,$94.68,2.14375,1.6,0.0034
TIG,"Trean Insurance Group, Inc.",17.26,undefined,None,N/A,undefined, 7.66 ,6.965, 771.28 Mil ,771277888,$49.2,$959.7,1.7434343434343436,9.9,0.0072000003
TIGO,Millicom International Cellular,37.1,1046.1718213058418,-3.4,-212.00,28.198701382906787, 6.63 ,7.592, 9.77 Bil ,9892004864,$-3,"$10,148",1.8411910669975189,20.15,0.0007
TIGR,UP Fintech Holding Limited,21.3,undefined,0.105,N/A,undefined, 146.28 ,None, 3.07 Bil ,2072194176,$0.0,"$1,940.8",8.452380952380953,2.52,None
TILE,"Interface, Inc.",12.66,-77.36742268041237,-1.23,33.10,-6.1111708278366805, 1097.16 ,9.239, 1.32 Bil ,1320130688,$56,$979,2.153061224489796,5.88,0.0366
TIL,"Instil Bio, Inc.",17.23,undefined,None,N/A,undefined,Not Found!,-9.803, 2.07 Bil ,309388352,$,$16.37,1.0348348348348348,16.65,0.0904
TIPT,Tiptree Inc.,13.56,undefined,-0.861,,undefined, 67.09 ,46.577, 758.75 Mil ,749377984,$133.5,"$2,622.2",3.0133333333333336,4.5,0.0194
TIRX,TIAN RUIXIANG Holdings Ltd,16.38,undefined,None,,undefined, -699.61 ,132.974, 130.13 Mil ,78184736,$-0.05,$1.42,1.4756756756756757,11.1,0.0423
TITN,Titan Machinery Inc.,25.61,43.56151202749141,0.86,25.00,1.7009571271960724, 13.19 ,12.401, 817.51 Mil ,797240256,$153,$445,3.2376738305941846,7.91,0.026300002
TLC,"Taiwan Liposome Company, Ltd.",5.94,undefined,-0.892,N/A,undefined, -7.4 ,0.003, 235.12 Mil ,-2883075,$0.00,$31.42,1.7068965517241381,3.48,None
TLGT,"Teligent, Inc.",0.605,-298.4742268041237,-8.4,15.00,-493.34582942830366, -14.57 ,-9.169, 247.65 Mil ,204649312,$-30.65,$230.34,1.3152173913043477,0.46,0.0104
TLIS,Talis Biomedical Corporation,12.06,undefined,None,N/A,undefined, -1.9 ,-5.116, 171.66 Mil ,462605856,$,$306.98,1.1323943661971831,10.65,0.21350001
TLMD,"SOC Telemed, Inc.",7,undefined,None,N/A,undefined, -67.36 ,-16.677, 676.24 Mil ,534743136,$,$0.00,1.2127512127512128,5.772,None
TLND,Talend S.A.,64.27,-146.92975945017184,-2.524,30.00,-2.286132868370497, -33.74 ,-33.6, 2.10 Bil ,2095645952,$-32.7,$411.0,3.2022919780767314,20.07,None
TLS,Telos Corporation,33.87,undefined,None,N/A,undefined, 110.2 ,523.972, 2.14 Bil ,2069690368,$-9.6,$56.7,1.8733407079646018,18.08,0.025999999
TLSA,Tiziana Life Sciences plc - Ame,2.69,undefined,-0.152,N/A,undefined, -23.14 ,-23.68, 253.96 Mil ,196484560,$-6.98,$6.95,3.4297487995879203,0.784314,None
TLRY,"Tilray, Inc. - Class 2",17.72,-13.985195876288657,-2.151,-4.20,-0.7892322729282538, -15.85 ,-28.768, 3.47 Bil ,3179163136,$-174.0,$572.1,4.01814058956916,4.41,0.19389999
TMDX,"TransMedics Group, Inc.",29.26,undefined,-1.164,N/A,undefined, -31.55 ,-29.145, 730.52 Mil ,722999936,$-30.72,$48.14,2.5421372719374458,11.51,0.040799998
TMDI,Titan Medical Inc.,1.62,undefined,-0.361,,undefined, -6.81 ,33.783, 159.97 Mil ,146230816,$-1.45,$43.65,8.1,0.2,0.0198
TMKRU,Tastemaker Acquisition Corp.,10.06,undefined,None,,undefined,Not Found!,None, - ,339696000,$,$0.09,1.0171890798786654,9.89,None
TMPM,Turmeric Acquisition Corp.,9.89,undefined,None,,undefined,Not Found!,None, 124.70 Mil ,124764224,$,$0.04,1.0248704663212436,9.65,0.0039
TMPMU,Turmeric Acquisition Corp.,10.05,undefined,None,,undefined,Not Found!,None, - ,127543760,$,$0.04,1.0203045685279188,9.85,None
TMTS,Spartacus Acquisition Corporati,9.96,undefined,None,,undefined,Not Found!,None, 248.75 Mil ,248910240,$,$0.13,1.0321243523316064,9.65,0.0004
TMTSU,Spartacus Acquisition Corporati,10.24,undefined,None,,undefined,Not Found!,None, - ,256160240,$,$0.13,1.0332996972754793,9.91,None
TMUS,"T-Mobile US, Inc.",132.92,173.90153264604814,2.647,34.95,1.3083172784084274, 12.66 ,11.118, 258.51 Bil ,262055526400,"$-3,744","$134,818",1.5735764176630755,84.47,0.0229
TNDM,"Tandem Diabetes Care, Inc.",94.57,-52.616742268041236,-0.564,53.20,-0.5563787910335333, -426.49 ,2267.224, 5.75 Bil ,5654457344,$-7.6,$350.1,1.4999206978588422,63.05,0.0692
TNXP,Tonix Pharmaceuticals Holding C,1.09,undefined,-0.552,N/A,undefined, -5.87 ,-5.493, 296.46 Mil ,277313312,$-48.57,$10.54,2.1372549019607843,0.51,0.014099999
TOMZ,"TOMI Environmental Solutions, I",3.51,undefined,0.24,N/A,undefined, 10.36 ,10.761, 56.26 Mil ,56264012,$4.18,$3.57,1.0144508670520231,3.46,0.0494
TOPS,TOP Ships Inc.,1.75,356.07884536082474,-1.224,-200.90,203.47362592047128, -96.08 ,7.518, 201.28 Mil ,214794512,$-114.78,$172.33,1.842105263157895,0.95,0.08189999
TOUR,Tuniu Corporation,3.13,-20.97584329896907,-1.634,-0.01,-6.7015473798623235, -0.83 ,0.954, 161.91 Mil ,-1052271232,$0.00,$321.79,4.317241379310345,0.725,None
TOWN,Towne Bank,30.67,undefined,2.01,N/A,undefined,Not Found!,None, 1.06 Bil ,3183862272,$82.1,"$12,842.6",2.025759577278732,15.14,None
TPCO,Tribune Publishing Company,17.39,undefined,-1.08,N/A,undefined, 14.7 ,12.434, 677.39 Mil ,675627648,$42.6,$246.8,2.415277777777778,7.2,0.0278
TPTX,"Turning Point Therapeutics, Inc",78.26,undefined,-3.851,N/A,undefined, -17.12 ,-21.166, 2.73 Bil ,2716927232,$-84.06,$26.82,1.813379057858517,43.157,0.069
TPIC,"TPI Composites, Inc.",58.4,-47.764948453608255,-0.54,50.00,-0.8178929529727441, 46.16 ,30.39, 2.42 Bil ,2405982720,$-28,$755,4.488854727132974,13.01,0.078200005
