TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
RJA,,7.62,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,7.56,5.36,,Not Found!,
RJF,"Raymond James Financial, Inc.",137.87,366.4394326693228,7.487,19.42,2.6578619907835117,2.452261,, 15.59 Bil ,4850935808,"$3,397",None,16805000192,-1848120320,"$49,243",3884000000,2.0376884422110555,1.998300325155188,135.205,67.66,0.0187,Not Found!,None
RJI,,6.35,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,6.4001,4.17,,Not Found!,
RJN,,2.475,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,2.49,1.29,,Not Found!,
RJZ,,11.1097,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,11.29,8.8,,Not Found!,
RKLY,,10.14,,Unexpected error:<class 'TypeError'>,N/A,,None,, 1.40 Bil ,,$,None,None,,$218.86,None,,,9.66,6.81,, -46.13 ,
RKTA,,,,Key Error,,,,, 324.07 Mil ,,$,,,,$24.76,,,,,,, -2298.38 ,
RKT,"Rocket Companies, Inc.",16.91,undefined,None,-30.26,undefined,None,, 17.56 Bil ,30783950848,"$2,665",-3041719552,3630120960,-29346543616,"$27,434",23915192320,1.0425400739827375,1.023427866831073,16.6,16.22,0.0917,Not Found!,2.403
RL,Ralph Lauren Corporation,113.76,-239.05936254980085,-1.65,74.15,-2.10143602803974,3.1656315,3.16 , 8.85 Bil ,9595624448,$584,377412512,2776499968,-5501219072,"$5,244",3620499968,1.7447852760736196,1.725920245398773,112.53,65.2,0.0602, 14.72 ,21.467
RLGT,"Radiant Logistics, Inc.",6.35,19.147888446215145,0.33,24.60,3.015415503340968,2.104918,4.47 , 375.87 Mil ,353699360,$25.8,17669750,4215000,-317552200,$177.3,58360000,1.2828282828282827,1.2787878787878788,6.33,4.95,0.0208, 8.85 ,7.552
RLGY,Realogy Holdings Corp.,17.81,73.67493227091636,1.161,27.70,4.13671714042203,1.1329569,0.97 , 5.26 Bil ,5607575552,$805,753750016,404000000,-1628762880,"$5,401",3963000064,1.9657836644591609,1.922185430463576,17.415,9.06,0.1305, 9.06 ,7.999
RLI,RLI Corp.,105.62,204.9891633466136,6.39,9.80,1.94081767985811,4.068739,, 4.75 Bil ,4748120576,$338,221090000,94935000,-4603506728,"$3,039",167212000,1.3007389162561576,1.2788177339901479,103.84,81.2,0.0312, 13.44 ,13.491
RLJ,RLJ Lodging Trust,14.03,3.0733386454183256,-2.922,-9.10,0.21905478584592486,1.0103532,0.37 , 4.53 Bil ,4652631040,$-138.4,-43575124,648444032,-1620827776,"$2,716.6",2552264960,1.8103225806451613,1.7741935483870968,13.75,7.75,0.0548, -125.28 ,-48.852
RLJ$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RLY,,28.66,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.6565,21.25,,Not Found!,
RM,Regional Management Corp.,57.73,300.86972111553786,5.281,24.00,5.211670208133342,2.152548,, 1.46 Bil ,1275354112,$168.9,34042624,8878000,-615026960,$912.3,773715968,3.63768115942029,3.6490233144297415,57.91,15.87,0.0423,Not Found!,12.612
RLX,RLX Technology Inc.,6.9,undefined,None,N/A,undefined,None,15.27 , 7.12 Bil ,781357568,$,None,12545803264,3529468928,$390.1,101104000,1.864864864864865,1.4945945945945946,5.53,3.7,None,Not Found!,-10.831
RMAX,"RE/MAX Holdings, Inc.",33.03,116.21258964143428,0.508,122.00,3.5183950845120884,1.1352284,1.76 , 765.29 Mil ,391423968,$73.5,75979504,102632000,-890879808,$429.6,277652000,1.123469387755102,1.0741496598639455,31.58,29.4,0.0416, 12.26 ,5.69
RMED,"Ra Medical Systems, Inc.",3.11,undefined,-15.534,N/A,undefined,0.68000865,-8.80 , 4.44 Mil ,10917314,$-30.25,-15339125,15954000,-135583,$7.90,4533000,1.3067226890756303,1.2989075630252103,3.0914,2.38,0.1001, -0.16 ,-0.325
RMD,ResMed Inc.,295.58,172.78063745019924,3.129,23.00,0.5845477956905043,15.876571,16.41 , 43.56 Bil ,40353619968,$620,924428992,254646000,-42759018768,"$1,842",868801024,1.7836109099686217,1.7776822350953416,294.5975,165.72,0.0082, 39.63 ,39.544
RMI,,23.68,,Unexpected error:<class 'TypeError'>,,,None,, 159.77 Mil ,,$7.88,None,None,,$74.88,None,,,23.44,19.99,,Not Found!,
RMM,,21.27,,Unexpected error:<class 'TypeError'>,,,None,, 628.14 Mil ,,$,None,None,,$230.45,None,,,20.95,16.51,,Not Found!,
RMPL$,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RMO,"Romeo Power, Inc.",4.85,undefined,None,N/A,undefined,None,9.90 , 359.11 Mil ,394151744,$0.00,None,267682000,-337136176,$40.77,8978000,1.1858190709046454,1.1246943765281172,4.6,4.09,0.2504, 8.23 ,-5.159
RMT,"Royce Micro-Cap Trust, Inc.",11.74,undefined,2.86,N/A,undefined,0.9916864,, 540.17 Mil ,544979584,$40.2,10118229,9662,-511600834,$22.8,22000000,1.597278911564626,1.5904761904761904,11.69,7.35,0.0019,Not Found!,None
RNG,"Ringcentral, Inc.",232.19,-62.186199203187265,-0.936,29.40,-0.267824622951838,64.19818,6.76 , 21.13 Bil ,24044431360,$-133,225506256,325296992,-19574049952,"$1,876",1418102016,1.0644569751982762,1.0002750653280155,218.19,218.13,0.0983, 1019.72 ,-293.336
RNGR,"Ranger Energy Services, Inc.",9.6,-58.91880478087651,-2.037,8.00,-6.13737549800797,0.8170546,1.52 , 204.43 Mil ,184641040,$-6.0,20175000,1500000,-154192512,$74.3,36400000,4.229074889867841,3.7885462555066076,8.6,2.27,0.0022, 34.07 ,32.972
RNP,Cohen & Steers Reit and Preferr,28.24,undefined,0.378,N/A,undefined,1.1928355,, 1.77 Bil ,1646799104,$1.3,11550904,805993,-1339584535,$437.5,400000000,1.4847528916929547,1.4695057833859095,27.95,19.02,0.0011999999,Not Found!,None
RNR,RenaissanceRe Holdings Ltd.,150.45,8288.877313147412,10.539,440.16,55.09390038648995,1.1219558,, 6.80 Bil ,-7253538816,"$1,471",-435122880,20192724992,12889033728,"$25,509",1139277056,1.0549751069349973,1.030923497650936,147.02,142.61,0.0212, 12.28 ,None
RNR$F,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RNR$G,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
ROAM,,25.3767,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,25.285,19.1,,Not Found!,
ROBO,,69.45,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,68.98,45.8,,Not Found!,
RODE,,28.9803,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.6351,22.91,,Not Found!,
RODI,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
ROG,Rogers Corporation,193.79,1286.0928286852593,3.623,194.00,6.6365283486519395,3.497528,11.55 , 3.45 Bil ,3426179072,$132.7,167778000,199108992,-3441349504,$236.8,13468000,2.0251854948270456,2.028268366600481,194.085,95.69,0.0207, 18.85 ,16.614
RODM,,31.55,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,31.44,24.88,,Not Found!,
ROK,"Rockwell Automation, Inc.",315.03,492.1021705179283,13.568,12.19,1.562080343198833,20.063238,6.58 , 37.89 Bil ,35197947904,"$1,284",932899968,642499968,-35816123008,"$5,995",2372800000,1.5250520404705425,1.5180326281647867,313.58,206.57,0.021, 18.07 ,28.83
ROL,"Rollins, Inc.",38.58,18.44318725099602,0.63,8.20,0.47805047306884446,19.378109,15.43 , 19.39 Bil ,19371706368,$396,363939008,128528000,-19039701376,$871,348508000,1.2270992366412212,1.2245547073791347,38.5,31.44,0.043, 35.47 ,37.272
ROKT,,40.4739,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,40.25,30.1,,Not Found!,
ROM,,113.17,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,110.711,49.69,,Not Found!,
RONI,,,,Key Error,,,,, 337.63 Mil ,,$,,,,$40.37,,,,,,, -2312.55 ,
ROOF,,26.2079,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,25.65,16.58,,Not Found!,
ROMO,,28.93,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,28.66,21.651,,,
ROP,"Roper Technologies, Inc.",478.91,337.26157768924304,9.431,11.90,0.7042274700658642,4.6331306,3.32 , 58.33 Bil ,60310695936,"$1,637",1480237440,337800000,-49541276864,"$12,745",8701899776,1.3196748415541473,1.3050151556902727,473.59,362.9,0.0166, 26.42 ,27.641
RORO,,24.0728,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,23.7459,19.76,,Not Found!,
ROSC,,38.9755,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,38.5614,24.997,,Not Found!,
ROSS,Ross Acquisition Corp II,9.72,undefined,None,,undefined,None,, 417.37 Mil ,407589888,$,None,1910110,-419421154,$29.80,0,1.0231578947368423,1.0221052631578948,9.71,9.5,None, -2529.5 ,None
ROT-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
ROT,Rotor Acquisition Corp.,9.98,undefined,None,,undefined,None,, 342.84 Mil ,344220448,$,None,14538,-342915030,$0.01,270000,1.0385015608740895,1.0156087408949013,9.76,9.61,0.013099999,Not Found!,None
ROT-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
ROUS,,41.5417,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,41.31,30.63,,Not Found!,
RPAI,"Retail Properties of America, I",13.07,-0.10544223107569722,-0.015,-4.49,-0.008067500464858242,1.7093669,-0.09 , 4.47 Bil ,4480272896,$172.9,167139376,67245000,-2640537912,"$2,032.5",1852235008,2.5428015564202338,2.4513618677042803,12.6,5.14,0.0273, 16.5 ,16.808
RPG,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
RPAR,,25.15,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,25.01,21.67,,Not Found!,
RPM,RPM International Inc.,80.84,149.35572111553788,3.499,15.85,1.8475472676340656,6.7007804,3.45 , 12.76 Bil ,13470991360,$609,394532256,250604000,-10094733856,"$4,510",2701818112,1.034685780110073,1.0221425828746962,79.86,78.13,0.0148, 14.16 ,15.388
RPT,RPT Realty,12.6,-1.6690374501992034,-0.213,-4.03,-0.13246328969834947,1.4305604,0.53 , 2.01 Bil ,2003662080,$61.5,45932500,133002000,-866868464,"$1,008.9",952643968,2.6304801670146136,2.569937369519833,12.31,4.79,0.0239, 12.66 ,20.701
RPT$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RQI,Cohen & Steers Quality Income R,16.34,undefined,-0.579,N/A,undefined,1.22218,, 2.83 Bil ,2770676736,$-28.1,-17061928,133165,-2159836883,$677.7,635000000,1.6019607843137256,1.576470588235294,16.08,10.2,0.0023999999,Not Found!,None
RPV,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
RS,Reliance Steel & Aluminum Co.,148.65,366.6012685258965,8.884,15.04,2.466204295498799,1.7717761,4.65 , 10.56 Bil ,10858908672,$591,839712512,760300032,-8706041344,"$3,291",1848000000,1.4867973594718944,1.4817963592718544,148.15,99.98,0.0159, 7.2 ,10.185
RRC,Range Resources Corporation,17.29,-190.86183266932275,-3.535,22.30,-11.038856718873497,2.4774709,-0.47 , 7.40 Bil ,7126797312,$-37,194750000,449000,-4322467352,"$4,706",3138619904,2.915682967959528,2.903878583473862,17.22,5.93,0.18290001, -25.3 ,26.205
RRD,R.R. Donnelley & Sons Company,4.83,9.240000000000002,1.506,-5.00,1.9130434782608698,None,0.99 , 1.85 Bil ,1824696064,$52,268862496,261600000,-64022016,"$3,245",1735200000,4.351351351351351,3.9819819819819817,4.42,1.11,0.0357, 6.5 ,5.59
RSF,,19.68,,Unexpected error:<class 'TypeError'>,,,None,, 89.85 Mil ,,$37.34,None,None,,$41.29,None,,,19.6,14.37,,Not Found!,
RSG,"Republic Services, Inc.",123.99,101.28870119521915,3.18,9.67,0.816910244335988,4.590939,2.55 , 48.73 Bil ,46091767808,"$1,472",1096649984,23200000,-39613460224,"$15,139",9066600448,1.4387328846600138,1.4361220700858668,123.765,86.18,0.0098, 16.94 ,15.206
RSI,"Rush Street Interactive, Inc.",15.77,undefined,None,N/A,undefined,None,36.23 , 3.16 Bil ,780234048,$0.0,None,360804992,-3186591872,$59.8,1517000,1.6652587117212247,1.6483738120380147,15.6101,9.47,0.096, -57.5 ,-7.311
RSKD,,,,Key Error,N/A,,,9.93 , 4.41 Bil ,,$0.00,,,,$260.93,,,,,,, -1549.04 ,
RSP,,,,Key Error,N/A,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
RSPY,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
RSX,,29.76,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.81,19.39,,Not Found!,
RSXJ,,39.72,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,39.5038,30.65,,Not Found!,
RTM,,167.701,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,167.69,111.13,,Not Found!,
RTAI,,28.5789,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,28.59,24.79,,,
RTX,Raytheon Technologies Corporati,83.66,undefined,None,24.30,undefined,None,1.83 , 150.15 Bil ,158665965568,"$3,065",7035749888,8050999808,-117701475840,"$86,117",33045000192,1.6113251155624035,1.5947611710323573,82.8,51.92,0.0093, 16.76 ,17.314
RUSL,,30.9909,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,31.12,13.19,,Not Found!,
RVLV,"Revolve Group, Inc.",63.15,-10.206860557768927,-0.171,25.55,-0.16162882910164572,35.655647,21.20 , 4.41 Bil ,4792114688,$76.2,68860872,182907008,-4332881280,$155.2,0,3.88950480413895,3.837767923133777,62.31,16.236,0.104499996, 45.31 ,57.589
RVI,Retail Value Inc.,26,undefined,-3.846,N/A,undefined,0.8761821,0.39 , 685.94 Mil ,858292928,$79.1,72762248,72741000,-472262328,$427.7,294068992,2.3318385650224216,2.3103139013452916,25.76,11.15,0.019199999, -9.06 ,10.721
RVNU,,29.35,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.35,28.07,,Not Found!,
RVP,"Retractable Technologies, Inc.",11.54,undefined,1.316,N/A,undefined,5.7020636,4.77 , 351.46 Mil ,338688576,$-8.5,-7615706,44688576,-340577888,$101.1,3699021,2.03886925795053,1.9964664310954063,11.3,5.66,0.2313, 5.52 ,7.079
RVT,"Royce Value Trust, Inc.",18.56,undefined,3.137,N/A,undefined,0.9961666,, 1.91 Bil ,1994155520,$62.0,-6683482,69305,-1881332679,$4.1,70000000,1.5364238410596025,1.524834437086093,18.42,12.08,0.00059999997,Not Found!,None
RWGV,,126.7515,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,124.957,88.98,,Not Found!,
RWJ,,115.52,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,114.3,57.33,,Not Found!,
RWK,,89.3164,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,88.5076,51.52,,Not Found!,
RWL,,75.06,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,74.4,51.8,,Not Found!,
RWM,,21.26,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,21.14,20.6,,Not Found!,
RWO,,54,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,53.32,37.71,,Not Found!,
RWR,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
RWT,"Redwood Trust, Inc.",12.4,256.9423298804781,3.833,29.74,20.721155635522425,1.139723,, 11.41 Bil ,10125758464,"$-3,213.2",None,701332992,-684169600,"$10,701.2",9452883968,1.7440225035161743,1.721518987341772,12.24,7.11,0.039300002,Not Found!,None
RWVG,,57.335,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,56.8045,40.52,,Not Found!,
RWX,,37.74,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,37.43,28.32,,Not Found!,
RXD,,12.926,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,13.02,12.5,,Not Found!,
RXI,,170.34,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,169.27,129.61,,Not Found!,
RXL,,105.46,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,103.51,59.31,,Not Found!,
RXN,Rexnord Corporation,62.75,60.79169721115539,1.451,15.40,0.9687919874287712,5.048216,3.46 , 8.42 Bil ,6767331840,$260,None,307300000,-7213572960,"$2,015",1205200000,2.2330960854092528,2.2345195729537366,62.79,28.1,0.0145000005, 21.04 ,17.79
RY,Royal Bank Of Canada,102.63,209.64026135458172,7.994,6.46,2.0426801262260716,1.7025849,, 4.57 Bil ,-164691853312,"$37,370",None,695968006144,550280019968,"$1,274,725",377365004288,1.5141634700501623,1.5082620241959281,102.23,67.78,None,Not Found!,None
RY$T,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RYAM,Rayonier Advanced Materials Inc,6.8,12.80382470119522,-0.044,-174.50,1.8829153972345911,0.693184,1.50 , 1.32 Bil ,1417551360,$195,56833500,106750000,-349879312,"$1,861",1102014976,2.2666666666666666,2.38,7.14,3,0.0547, 5.1 ,5.231
RYAN,,34.85,,Unexpected error:<class 'TypeError'>,N/A,,None,, 5.01 Bil ,,$0.0,None,159176000,,"$4,827.8",1692423040,,,32.92,25.57,, 31.18 ,
RYB,"RYB Education, Inc.",2.64,-121.74957768924305,-1.33,43.72,-46.117264276228426,1.1806481,-0.12 , 84.74 Mil ,156476896,$0.0,-2607000,53454000,-19925560,$246.5,93171000,1.1945701357466063,1.1822171945701356,2.6127,2.21,None, -7.12 ,-7.411
RYE,,40.11,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,39.98,20.15,,Not Found!,
RYI,Ryerson Holding Corporation,23.58,-23.057630278884467,-1.493,0.31,-0.977846915983226,5.2096076,2.87 , 1.64 Bil ,1684869888,$23,117925000,38100000,-846431072,"$1,940",829900032,4.440677966101695,4.322033898305085,22.95,5.31,0.0352, 7.44 ,8.544
RYF,,61.77,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,61.37,36.02,,Not Found!,
RYH,,316.9869,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,313.77,224.33,,Not Found!,
RYN,Rayonier Inc. REIT,36.76,3.83378486055777,0.162,5.00,0.10429229762126688,3.3203197,2.13 , 6.41 Bil ,6715859968,$164.6,113644376,82620000,-5001706912,"$1,961.8",1485572992,1.4674650698602794,1.459880239520958,36.57,25.05,0.036, 20.42 ,24.659
RYJ,,60.0786,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,59.26,38.18,,Not Found!,
RYLD,,25.26,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,25.22,19.75,,Not Found!,
RYT,,301.78,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,300.27,200.05,,Not Found!,
RYU,,111.37,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,109.7338,89.98,,Not Found!,
RZA,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RZB,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
RZG,,164.2333,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,163.0652,101.11,,Not Found!,
RZV,,91.61,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,90.85,49.13,,Not Found!,
S,,66.04,,Unexpected error:<class 'TypeError'>,-23.46,,None,38.06 , 14.68 Bil ,,$0.00,None,362555008,,$260.60,46186000,,,62.016,39.94,, -116.49 ,
SA,"Seabridge Gold, Inc.",17.77,undefined,-0.187,N/A,undefined,2.1124382,N/A , 1.29 Bil ,1256153856,$-136.16,-158872624,41259000,-1268623752,$35.83,248000,1.1553966189856957,1.1365409622886866,17.48,15.38,0.044099998, 189.95 ,-75.992
SAA,,30.2435,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.53,11.81,,Not Found!,
SACC,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SACH,Sachem Capital Corp.,5.04,undefined,0.404,N/A,undefined,1.3328035,, 224.48 Mil ,245313008,$10.93,None,18345654,-109792090,$150.03,138360704,1.3584905660377358,1.3504043126684635,5.01,3.71,0.0037,Not Found!,None
SAFE,Safehold Inc.,82.39,90.17054980079683,1.133,36.90,1.0944356087000466,3.0229647,2.23 , 6.12 Bil ,6618429952,$18.0,-517039744,33949000,-4214824376,"$2,019.9",1903623040,1.582597003457549,1.5293891663465233,79.62,52.06,0.066, 42.95 ,46.334
SAH,"Sonic Automotive, Inc.",50.3,75.03928286852592,4.73,0.55,1.4918346494736763,2.496379,4.38 , 3.98 Bil ,4139202304,$-152,473736512,148032992,-1930875040,"$2,710",2338936064,1.4772393538913362,1.4675477239353891,49.97,34.05,0.1893, 7.3 ,9.539
SAIC,SCIENCE APPLICATIONS INTERNATIO,85.51,104.45775298804782,4.318,5.30,1.221585229657909,3.0989335,2.35 , 7.49 Bil ,7610690048,$525,500124992,261000000,-4622642368,"$4,277",2792000000,1.1804251794588627,1.1610988404196576,84.11,72.44,0.0139, 11.41 ,11.8
SAIL,SailPoint Technologies Holdings,46.3,-8.321434262948209,-0.202,15.00,-0.179728601791538,10.580855,4.04 , 4.24 Bil ,4846849024,$6.5,82769248,416184992,-3788304736,$657.3,420575008,1.2718033237192692,1.2433731630270568,45.265,36.405,0.0987, -317.22 ,300.99
SAK,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SAM,"Boston Beer Company, Inc. (The)",538.31,1269.5519490039842,19.292,29.04,2.358403055867408,6.3962765,10.96 , 6.63 Bil ,12150266880,$17,112004248,144658000,-6524862896,$477,65383000,1.0549926506614404,1.0289269965703087,525.01,510.25,0.1374, 17.91 ,31.894
SAN,"Banco Santander, S.A. Sponsored",3.63,5.770450996015938,-0.661,-13.48,1.589655921767476,0.7514694,, 145.29 Bil ,32781099008,$0,None,346890993664,284912246784,"$1,774,567",302669987840,2.039325842696629,2.0112359550561796,3.58,1.78,None,Not Found!,None
SAND,Sandstorm Gold Ltd.,6.36,undefined,0.15,N/A,undefined,1.9612744,36.88 , 1.18 Bil ,1188571648,$-42.7,-63773124,45812000,-1176087648,$20.2,2675000,1.0671140939597317,1.0503355704697985,6.26,5.96,None, 13.7 ,15.245
SAR,Saratoga Investment Corp New,29.17,undefined,1.321,N/A,undefined,1.0604337,, 674.44 Mil ,551013824,$-130.94,9762209,18828048,-303695952,$388.33,274049984,1.8118012422360248,1.790062111801242,28.82,16.1,0.0044,Not Found!,None
SAP,SAP  SE,145.68,147.72693227091636,5.49,6.85,1.0140508804977784,5.101094,4.57 , 180.11 Bil ,167825604608,"$7,817",7123624960,11745000448,-158374233088,"$34,907",16963000320,1.3922018348623855,1.3856077981651378,144.99,104.64,None, 14.62 ,22.636
SB,"Safe Bulkers, Inc",4.06,2.4454183266932277,0.062,14.00,0.6023197848998099,0.92663234,1.34 , 853.02 Mil ,823109312,$0.0,21960876,112790000,-336863760,$523.2,597454016,4.951219512195122,4.975609756097561,4.08,0.82,0.0396, 10.41 ,9.153
SAVE,"Spirit Airlines, Inc.",25.03,394.06014342629487,-5.578,-48.80,15.743513520826802,1.1266882,0.56 , 5.48 Bil ,6306930688,$34,-558861888,1880846976,-732701312,"$6,491",4831060992,1.6620185922974768,1.593625498007968,24,15.06,0.0995, -17.21 ,-7.501
SAVN,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SB$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SBB,,17.4304,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,17.41,16.8,,Not Found!,
SB$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SBBA,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
SBEV,"Splash Beverage Group, Inc.",2.73,undefined,None,,undefined,None,-2.30 , 77.77 Mil ,262480208,$-27.53,-11065580,1225406,-83225242,$9.84,5420134,1.3317073170731708,1.273170731707317,2.61,2.05,None, -2.97 ,-13.129
SBH,"Sally Beauty Holdings, Inc. (Na",16.85,69.6034422310757,1.034,29.90,4.130768084930309,18.566553,2.76 , 3.52 Bil ,4210199296,$304,370479872,408320992,-1432803488,"$2,556",2131585024,2.0350241545893724,1.964975845410628,16.27,8.28,0.2851, 6.63 ,9.696
SBI,,9.7145,,Unexpected error:<class 'TypeError'>,,,0.94847775,, 138.93 Mil ,,$2.52,2679675,None,,$50.23,46730144,,,9.68,8.61,,Not Found!,
SBII,Sandbridge X2 Corp.,9.725,undefined,None,,undefined,None,, 288.59 Mil ,288852160,$,None,830626,-230915582,$21.50,0,1.0130208333333333,1.0130208333333333,9.725,9.6,None, -843.84 ,None
SBIO,,46.8975,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,45.8942,39.21,,Not Found!,
SBOW,"SilverBow Resorces, Inc.",21.08,-544.7524302788844,-23.019,5.00,-25.842145648903436,2.2698267,0.38 , 694.04 Mil ,648621376,$72.0,62190376,2063000,-271260552,$521.7,410144992,5.5473684210526315,5.665789473684211,21.53,3.8,0.024, 7.18 ,6.683
SBM,,10.2492,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,10.2,9.66,,Not Found!,
SBR,Sabine Royalty Trust,39.71,undefined,2.185,N/A,undefined,114.0678,231.28 , 581.29 Mil ,555336064,$0.00,None,7426626,-581285502,$1.68,0,1.498490566037736,1.5062264150943396,39.915,26.5,0.0015, 16.75 ,None
