TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER,,,
XELB,"Xcel Brands, Inc",2.09,undefined,-4.32,N/A,undefined,0.7992278,-1.596329031,N/A,27871618,-7929000,179000,-12357170,0.03,17546000,2.838902472,2.703069818,1.99,0.7362,0.0046,-1.309253894,6056121,USD,United States,12536170,none,-7.727,-0.671329279,undefined,undefined,Consumer Cyclical,Apparel Manufacturing,N/A,0.36060002,-1.922411547,-1.493418952,0.480772916,0.428992595,-3.583418952,-0.714554522
XELLL,Xcel Energy Inc. - 6.25% Junior,23.905,undefined,N/A,N/A,undefined,0.63181806,undefined,N/A,52382556160,-7471625216,1768000000,N/A,2.832,39243001856,1.013353116,1.011869436,23.87,23.59,N/A,undefined,N/A,USD,United States,N/A,none,8.644,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-0.18789462,#VALUE!,#VALUE!,#VALUE!
XENE,Xenon Pharmaceuticals Inc.,51.99,-65.8752,-4.7,9.02,-1.267074437,7.316738,-26.97976402,N/A,3938385920,-186274496,1094747008,-4047860352,11.325,7491000,1.733,1.737,52.11,30,0.0419,-1.926999805,96665550,USD,Canada,5142607360,strong_buy,-9.601,-0.624252276,-27.00882927,-0.519500467,Healthcare,Biotechnology,N/A,0.00126,-45.62374769,-16.99558689,-1.887151626,28.6281608,-68.98558689,-0.326901075
XERS,"Xeris Biopharma Holdings, Inc.",6.9,undefined,0.07,N/A,undefined,84.14634,28.22460768,N/A,1338033152,42205376,111750000,-1079480208,0.647,258552992,1.568181818,1.543181818,6.79,4.4,0.075,0.244467526,172642055,USD,United States,1191230208,none,27.829,2.127599388,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,0.033800002,-0.135978719,-0.143923572,12.19512021,-0.007944853,-7.043923572,-0.020858489
XEY,GraniteShares YieldBOOST Ether ,23.46,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.07419058,1,21.8397,21.8397,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,4.35943273,#VALUE!,#VALUE!,#VALUE!
XFOR,"X4 Pharmaceuticals, Inc.",4.04,-59.9472,-2.07,27.7,-14.83841584,2.2676373,-6.906642585,N/A,224584576,-55171752,233720000,-148274784,2.478,77253000,2.992592593,2.955703704,3.9902,1.35,0.0358,-0.584944125,94319696,USD,United States,381994784,none,-2.504,-0.162808843,-16.93998185,-4.193064813,Healthcare,Biotechnology,N/A,0.00539,-5.327503634,-1.745352538,0.748123925,3.582151096,-5.785352538,-0.432017955
XGN,Exagen Inc.,4.55,-25.4016,-0.9,26.78,-5.582769231,7.095159,-12.12204694,N/A,115560264,-9068375,21513000,-81166320,0.89,27146000,1.756756757,1.613899614,4.18,2.59,0.0395,-0.375349149,24159839,USD,United States,102679320,none,-9.759,-0.460113154,-10.59385437,-2.328319642,Healthcare,Diagnostics & Research,N/A,0.28256,-0.798764671,-0.719298967,-5.010437657,0.079465704,-5.269298967,-0.158087685
XHG,XChange TEC.INC,1.02,undefined,0,N/A,undefined,N/A,-0.120478679,-108.47,73953888,-394565376,12770000,-36922200,0.248,34145000,1.569230769,1.468,0.9542,0.65,0.0005,-8.466228254,46604623,CNY,China,49692200,none,-2.154,-0.201874414,undefined,undefined,Financial Services,Insurance Brokers,N/A,0,-1.80E-07,-1.80E-07,-0.970871036,4.88272E-11,-1.02000018,-1.76459E-07
XHLD,"TEN Holdings, Inc.",1.39,undefined,-6.63,N/A,undefined,1.2918216,-1.073528238,N/A,8952646,-5797375,79000,-6144645,0.02,3503000,1.349514563,1.330097087,1.37,1.03,0.0164,-1.294795936,4477443,USD,United States,6223645,none,-0.772,-0.047801858,undefined,undefined,Communication Services,Broadcasting,N/A,0.39371,80.20109568,-54.79625674,6.923080845,-134.9973524,-56.18625674,-39.42176744
XLO,"Xilio Therapeutics, Inc.",8.25,-23.85792,-2.28,4.58,-2.891869091,1.1239563,-2.355107402,N/A,-94336576,-23032876,150332992,92800524,25.127,6638000,1.275510204,1.280148423,8.28,6.468,0.028099999,-3.503024955,6575139,USD,United States,57532468,none,2.309,0.150130039,-36.65565313,-4.44310947,Healthcare,Biotechnology,N/A,0.28576002,-0.164105542,-0.154484137,-0.722026674,0.009621404,-8.404484137,-0.01872535
XMAG,Defiance Large Cap ex-Mag 7 ETF,25.5,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.251226693,1.244357213,25.36,20.38,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.393702295,#VALUE!,#VALUE!,#VALUE!
XMAX,"XMAX, Inc.",8.19,undefined,-0.14,N/A,undefined,N/A,1771.17664,45.09,517106432,294100,9911255,-511627817,0.156,6114631,6.448818898,6.385826772,8.11,1.27,0.0715,0.004624045,63602326,USD,United States,521539072,none,-227.217,-23.20909091,undefined,undefined,Consumer Cyclical,"Furnishings, Fixtures & Appliances",N/A,0.02031,-0.001937019,-0.001758794,-3.76028461,0.000178225,-8.191758794,-0.000214749
XMTR,"Xometry, Inc.",85.98,-61.04496,-1.02,66.31,-0.70999023,16.544405,-763.4067941,6.67,4639412736,-6056000,223971008,-4685175616,4.258,339790016,2.80705191,2.831864185,86.74,30.63,0.080699995,-0.112626716,53770546,USD,United States,4909146624,buy,-285.96,-16.5773913,-6.740483684,-0.078395949,Industrials,Industrial Distribution,N/A,0.05129,-0.460588814,-0.446753909,3.966146521,0.013834905,-86.42675391,-0.005196021
XNCR,"Xencor, Inc.",12.2,undefined,-2.29,N/A,undefined,1.4452108,-11.76462311,N/A,634741440,-76885376,444950016,-502579584,6.001,175164000,1.76300578,1.778901734,12.31,6.92,0.20879999,-1.037007296,74141596,USD,United States,947529600,strong_buy,-3.145,-0.204486346,undefined,undefined,Healthcare,Biotechnology,N/A,0.01184,23.80766366,-494.7078739,1.582013052,-518.5155376,-506.9078739,-40.54982573
XNDU,Xanadu Quantum Technologies Lim,13.37,3.03848,-0.19,-28.49,0.227261032,N/A,undefined,N/A,3756523520,N/A,272464992,-3778333600,0.913,37892000,1.918220947,1.911936872,13.3262,6.97,0.1565,undefined,43284411,USD,Canada,4050798592,none,-51.015,-2.328388864,undefined,undefined,Technology,Software - Infrastructure,N/A,0.23572999,N/A,N/A,-7.538036205,#VALUE!,#VALUE!,#VALUE!
XOMA,XOMA Royalty Corporation,41.78,undefined,1.57,N/A,undefined,5.3528357,-56.51462112,N/A,582670208,-13069500,86094000,-651463120,6.865,124732000,1.874383131,1.863615971,41.54,22.29,0.1252,-0.739277716,17678742,USD,United States,737557120,none,70.244,4.567230169,undefined,undefined,Healthcare,Biotechnology,N/A,0.02332,-2.198889009,-2.092563511,-1.462267697,0.106325497,-43.87256351,-0.050085292
XNET,Xunlei Limited,5.5,undefined,13.51,N/A,undefined,0.22789676,undefined,4.09,116587808,N/A,303588000,-13407840,4.769,71117000,1.368159204,1.235074627,4.965,4.02,0.0377,undefined,63653784,USD,China,316995840,none,4.984,0.227476038,undefined,undefined,Technology,Software - Infrastructure,N/A,0.19653,1.154861614,1.27034396,10.66398858,0.115482346,-4.22965604,0.230971629
XOMAP,XOMA Royalty Corporation - 8.62,25.4006,undefined,1.001,N/A,undefined,3.2614958,undefined,N/A,377255680,-13069500,86094000,N/A,6.865,124732000,1.010365951,1.011137629,25.42,25.14,N/A,undefined,N/A,USD,United States,N/A,none,45.48,2.957087126,undefined,undefined,Healthcare,Biotechnology,N/A,0,N/A,N/A,-0.584732844,#VALUE!,#VALUE!,#VALUE!
XOMAO,XOMA Royalty Corporation - Depo,25.4001,undefined,1.001,N/A,undefined,3.2602131,undefined,N/A,377249408,-13069500,86094000,N/A,6.865,124732000,1.021725664,1.022127916,25.4101,24.86,N/A,undefined,N/A,USD,United States,N/A,none,45.479,2.957022107,undefined,undefined,Healthcare,Biotechnology,N/A,N/A,N/A,N/A,0.158120618,#VALUE!,#VALUE!,#VALUE!
XOMX,Direxion Daily XOM Bull 2X ETF,37.75,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.641304348,1.610869565,37.05,23,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-13.82065733,#VALUE!,#VALUE!,#VALUE!
XOS,"Xos, Inc.",3.31,undefined,-1.88,N/A,undefined,1.6576885,1.982109485,-5.01,47277256,22808750,9849000,-36384824,0.812,17000000,2.06875,1.928125,3.085,1.6,0.0805,1.669938026,13658441,USD,United States,46233824,buy,-1.801,-0.12620883,undefined,undefined,Industrials,Farm & Heavy Construction Machinery,N/A,0.52217996,-0.050195544,-0.051369857,-37.31060855,-0.001174314,-3.361369857,-0.015519594
XOVR,ERShares Private-Public Crossov,20.93,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.278558338,1.246799023,20.4101,16.37,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.347184446,#VALUE!,#VALUE!,#VALUE!
XOSWW,N/A,0.0048,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.777777778,1,0.0027,0.0027,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,26.31578734,#VALUE!,#VALUE!,#VALUE!
XP,XP Inc.,15.68,32.0656,1.96,11.95,2.045,1.6976545,undefined,-0.04,-1.14525E+11,N/A,2.90114E+11,2.82147E+11,561.5,1.6748E+11,1.059459459,1.0375,15.355,14.8,0.0465,undefined,414924961,BRL,Cayman Islands,7967165952,buy,N/A,undefined,undefined,undefined,Financial Services,Capital Markets,N/A,0.00491,-1412.690629,-705.8156486,0.255752275,706.8749809,-721.4956486,-45.0137531
XPEL,"XPEL, Inc.",44.86,58.91968,1.91,30.06,1.313412394,4.455387,30.19330843,10.6,1217180800,40949000,45106000,-1201753008,1.637,20822000,1.435060781,1.425463852,44.56,31.26,0.1479,1.485759671,27560985,USD,United States,1246859008,none,15.521,1.773828571,45.83271432,1.021683333,Consumer Cyclical,Auto Parts,50.77,0.09418,-53.98904229,-54.8752948,-2.47826087,-0.886252517,-99.7352948,-1.223256683
XPON,Expion360 Inc.,0.47,undefined,-0.93,N/A,undefined,0.75449103,-0.808898373,N/A,3035556,-6646076,2969096,-2795806,0.274,906969,1.044444444,1.035555556,0.466,0.45,0.0089,-0.581037144,11438298,USD,United States,5764902,none,-0.287,-0.017320459,undefined,undefined,Industrials,Electrical Equipment & Parts,43.85,0.04514,-2.815713845,-0.929442589,-10.64639172,1.886271256,-1.399442589,-1.977537422
XRAY,DENTSPLY SIRONA Inc.,10.45,-26.6616,-3.15,2.08,-2.551349282,1.4952295,16.14976924,N/A,4249413888,129625000,190000000,-1819276672,0.948,2344999936,1.110520723,1.063761955,10.01,9.41,0.121800005,0.647068069,200326683,USD,United States,2009276672,hold,7.643,0.408935259,5.476784139,0.524094176,Healthcare,Medical Instruments & Supplies,N/A,0.00583,0.533790178,0.554389915,5.769229544,0.020599737,-9.895610085,0.053051667
XQQI,NEOS Boosted Nasdaq-100 High In,52.42,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.257677543,1.237284069,51.57,41.68,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.503196547,#VALUE!,#VALUE!,#VALUE!
XRPC,Canary XRP ETF,12.96,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.14084507,1.101232394,12.51,11.36,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,4.012840773,#VALUE!,#VALUE!,#VALUE!
XRPI,Volatility Shares Trust XRP ETF,6.76,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.139005897,1.099410278,6.525,5.935,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,3.522201881,#VALUE!,#VALUE!,#VALUE!
XRPN,Armada Acquisition Corp. II,10.4265,undefined,0.13,N/A,undefined,N/A,undefined,N/A,329395072,N/A,88640,-411161120,0.003,0,1.04265,1.04,10.4,10,0.0039,undefined,23710000,USD,United States,411249760,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,0.25481137,#VALUE!,#VALUE!,#VALUE!
XRPNU,Armada Acquisition Corp. II,10.79,undefined,N/A,N/A,undefined,N/A,undefined,N/A,340767456,N/A,88640,N/A,0.003,0,1.068316832,1.066336634,10.77,10.1,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.01687,N/A,N/A,-4.003556764,#VALUE!,#VALUE!,#VALUE!
XRPNW,N/A,0.88,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,88640,N/A,0.003,0,1.029239766,1,0.855,0.855,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,35.405443,#VALUE!,#VALUE!,#VALUE!
XRPT,Volatility Shares Trust XRP 2X ,30.28,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.274947368,1.185473684,28.155,23.75,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,4.558014355,#VALUE!,#VALUE!,#VALUE!
XRTX,XORTX Therapeutics Inc.,2.1,undefined,-2.45,N/A,undefined,2.3318872,-2.243503649,N/A,2793346,-1619871,250275,-3470440,0.18,15056,1.217391304,1.234782609,2.13,1.725,0.013099999,-0.936035919,1730565,USD,Canada,3720715,none,-1.165,-0.075747724,undefined,undefined,Healthcare,Biotechnology,N/A,0.08224,-1.740636062,-1.335749521,-6.666666667,0.404886541,-3.435749521,-0.6360712
XRX,Xerox Holdings Corporation,3.29,undefined,-8.34,N/A,undefined,1.3735783,0.793480743,N/A,4521265152,542249984,585000000,174352032,4.473,4446000128,2.764705882,2.621848739,3.12,1.19,0.3105,4.1462884,130779611,USD,United States,410647968,none,12.594,1.291692308,undefined,undefined,Industrials,Business Equipment & Supplies,N/A,0.15429,3.091896104,4.715713741,-5.730659283,1.623817637,1.425713741,1.433347642
XRXDW,Xerox Holdings Corporation Warrants,0.37,undefined,N/A,N/A,undefined,0.09080162,undefined,N/A,N/A,542249984,585000000,N/A,4.473,4446000128,1.224354732,1,0.3022,0.3022,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,17.49761425,#VALUE!,#VALUE!,#VALUE!
XSLL,Xsolla SPAC 1,9.92,undefined,N/A,N/A,undefined,N/A,undefined,N/A,272296608,N/A,1743401,-272289015,0.063,7610,1.016393443,1.014344262,9.9,9.76,0.0008,undefined,20873579,USD,United States,274032416,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,0.100909715,#VALUE!,#VALUE!,#VALUE!
XSLLU,Xsolla SPAC 1,10.05,undefined,N/A,N/A,undefined,176.3158,undefined,N/A,276448608,N/A,1743401,N/A,0.063,7610,1.018237082,1.018237082,10.05,9.87,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.01931,N/A,N/A,-0.099407746,#VALUE!,#VALUE!,#VALUE!
XSLLW,Xsolla SPAC 1 Warrants,0.25,undefined,N/A,N/A,undefined,4.385965,undefined,N/A,N/A,N/A,1743401,N/A,0.063,7610,1.009693053,1,0.2476,0.2476,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,0,#VALUE!,#VALUE!,#VALUE!
XSPC,VegaShares SpaceX & Beyond Earth ETF,25.155,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.000596659,1.000863166,25.1617,25.14,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.059595059,#VALUE!,#VALUE!,#VALUE!
XSPI,NEOS Boosted S&P 500 High Incom,49.73,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.164637002,1.144730679,48.88,42.7,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.975709297,#VALUE!,#VALUE!,#VALUE!
XT,iShares Future Exponential Tech,81.42,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.312590682,1.302434306,80.79,62.03,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-2.926974665,#VALUE!,#VALUE!,#VALUE!
XTIA,"XTI Aerospace, Inc.",1.73,undefined,-1.03,N/A,undefined,N/A,2.557339091,N/A,68854496,26029624,15185000,-54075016,0.43,12721000,1.418032787,1.442622951,1.76,1.22,0.1711,0.6764844,38477789,USD,United States,69260016,buy,-1.622,-0.075758991,undefined,undefined,Industrials,Aerospace & Defense,N/A,0.00255,-4.811612543,-1.653243101,-11.28205345,3.158369442,-3.383243101,-0.955631851
XTLB,XTL Biopharmaceuticals Ltd.,2.35,undefined,-3.6,N/A,undefined,N/A,undefined,N/A,5071242,N/A,259000,-5465771,0.118,86000,1.169154229,1.196517413,2.405,2.01,0.0398,undefined,2365608,USD,Israel,5724771,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,N/A,0.38461,-4.367769941,-2.930773158,5.381165018,1.436996783,-5.280773158,-1.247137514
XWEL,"XWELL, Inc.",1.24,undefined,-5.59,N/A,undefined,N/A,-1.802722765,N/A,11666890,-5808375,16807000,6420553,1.99,8314000,4.769230769,4.653846154,1.21,0.26,0.0553,-0.687848417,8444266,USD,United States,10386447,none,-1.086,-0.051202263,undefined,undefined,Healthcare,Diagnostics & Research,N/A,0.2324,-1.712558552,-1.576613282,-10.79136599,0.13594527,-2.816613282,-1.271462324
XXII,"22nd Century Group, Inc",5.74,undefined,-650.73,N/A,undefined,0.17813765,-0.150654443,N/A,-6950231,-13149375,9545000,7646818,42.845,1316000,1.05904059,1.014760148,5.5,5.42,0.013300001,-38.10043636,345124,USD,United States,1898182,none,0.642,0.042885772,undefined,undefined,Consumer Defensive,Tobacco,N/A,0.05382,-10.13918245,-8.78122197,-44.70134936,1.357960483,-14.52122197,-1.529829612
XXX,CYBER HORNET S&P 500 and XRP 75,20.4701,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.123496158,1.104692645,20.1275,18.22,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.442104234,#VALUE!,#VALUE!,#VALUE!
YAAS,Youxin Technology Ltd,1.02,undefined,-1.04,N/A,undefined,1.3206327,-7.24329982,N/A,1984308,-1949882,9912327,-11970227,0.879,400361,1.36,1.2328,0.9246,0.75,N/A,-0.140819796,13846647,USD,China,21882554,none,-0.695,-0.031278128,undefined,undefined,Technology,Software - Application,N/A,0.13248,-0.694818352,-0.50041721,8.510638573,0.194401143,-1.52041721,-0.490605108
XYZG,Leverage Shares 2X Long XYZ Dai,16.4211,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.143746736,1.979138381,15.1602,7.66,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,12.36553743,#VALUE!,#VALUE!,#VALUE!
YB,Yuanbao Inc.,15.55,412.6416,4.2,114.31,26.5364373,1.4170964,undefined,N/A,-3962804224,N/A,4668185088,3971913280,103.533,4252000,1.294754371,1.254787677,15.07,12.01,0.0023,undefined,32391451,CNY,China,696271808,hold,-2.663,-0.119846985,undefined,undefined,Technology,Software - Application,N/A,0.03997,-627.4769918,-627.4769918,5.067566214,0,-643.0269918,-40.35221812
YBMN,Defiance BMNR Option Income ETF,12.02,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.061743662,1.002561611,11.35,11.321,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-7.023518089,#VALUE!,#VALUE!,#VALUE!
YBST,GraniteShares YieldBoost Single,14.3,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.155088853,1.145347334,14.1794,12.38,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-3.214887518,#VALUE!,#VALUE!,#VALUE!
YBTY,GraniteShares YieldBoost TopYie,13.12,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.010863703,1.000030819,12.9794,12.979,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-3.030301117,#VALUE!,#VALUE!,#VALUE!
YDDL,One and One Green Technologies.,2.7,3.48864,0.23,10.46,1.292088889,3.4155846,-10.82363164,N/A,149595680,-11432328,957285,-146410379,0.018,3942959,1.173913043,1.12173913,2.58,2.3,0.0014,-0.249454166,45829373,USD,Philippines,147367664,none,11.719,0.767955439,-3.783720783,-1.401378068,Industrials,Waste Management,N/A,0.77606004,N/A,N/A,-10,#VALUE!,#VALUE!,#VALUE!
YDES,YD Bio Limited,2.66,undefined,-0.12,N/A,undefined,0.55130166,-48.61515312,N/A,725064,-3875569,3132298,-175362694,2.173,22265,1.085714286,1.000040816,2.4501,2.45,0.001,-0.05471545,70831346,USD,Taiwan,178494992,none,-0.534,-0.034720416,undefined,undefined,Healthcare,Biotechnology,N/A,0.81013,N/A,N/A,-15.42130314,#VALUE!,#VALUE!,#VALUE!
YDESW,YD Bio Limited Warrants,0.32,undefined,N/A,N/A,undefined,0.05473638,undefined,N/A,N/A,-3875569,3132298,N/A,2.173,22265,1.278976819,1,0.2502,0.2502,N/A,undefined,N/A,USD,Taiwan,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-54.90416957,#VALUE!,#VALUE!,#VALUE!
YDKG,Yueda Digital Holding,0.963,undefined,-54.21,N/A,undefined,0.01857602,-0.018879508,N/A,4325609,-282031136,999000,-4273634,0.181,0,1.319178082,1.24739726,0.9106,0.73,0.022,-51.00768594,5529189,USD,United States,5272634,none,-0.121,-0.008265027,undefined,undefined,Communication Services,Advertising Agencies,N/A,0.00034,-81.92218122,3.679204526,7.000002835,85.60138574,2.716204526,3.820565447
YHC,LQR House Inc.,0.755,undefined,0.3,N/A,undefined,0.44324046,-0.992462093,N/A,11690625,-16254009,4444975,-13908599,0.208,0,1.51,1.502,0.751,0.5,0.0057,-0.760734345,21366209,USD,United States,18353574,none,N/A,undefined,undefined,undefined,Consumer Defensive,Beverages - Wineries & Distilleries,N/A,0.12169,70.64411405,-4.466797746,-7.019701758,-75.1109118,-5.221797746,-5.916288406
YHGJ,Yunhong Green CTI Ltd.,3.44,undefined,-0.98,N/A,undefined,1.2187039,-4.471968293,N/A,21204800,-2007125,178000,-8458597,0.068,10863000,1.445378151,1.390756303,3.31,2.38,0.004,-0.769236223,2609244,USD,United States,8636597,none,64.257,6.570245399,undefined,undefined,Consumer Cyclical,Packaging & Containers,N/A,0.74342,0.016570525,0.017752817,-3.910612477,0.001182292,-3.422247183,0.005160703
YHNA,YHN Acquisition I Limited,10.88,undefined,0.13,N/A,undefined,N/A,-68.07299967,N/A,47618868,-684996,22788,-46606944,0.005,1011924,1.053242982,1.053242982,10.88,10.33,0,-0.15982842,4285821,USD,Hong Kong,46629732,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.42749,N/A,N/A,0.18416523,#VALUE!,#VALUE!,#VALUE!
YHNAR,YHN Acquisition I Limited,0.1101,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,-684996,22788,N/A,0.005,1011924,1,1,0.1101,0.1101,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-9.96E-07,#VALUE!,#VALUE!,#VALUE!
YHNAU,YHN Acquisition I Limited,10.89,undefined,N/A,N/A,undefined,N/A,-123.2087487,Not Found!,47661728,-684996,22788,N/A,0.005,1011924,1.042105263,1.042105263,10.89,10.45,N/A,-0.088386581,7750000,USD,Hong Kong,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.20777,N/A,N/A,-1,#VALUE!,#VALUE!,#VALUE!
YI,"111, Inc.",4.45,undefined,-7.61,N/A,undefined,N/A,-0.289098295,N/A,883764288,-79995248,366216000,327421392,41.64,283940992,1.794354839,1.774193548,4.4,2.48,0.0012,-15.3926885,5196964,CNY,China,38794608,none,-74.081,-5.036097893,undefined,undefined,Healthcare,Medical Distribution,N/A,0.08361,-27.72321705,-28.24122529,-5.720334792,-0.518008243,-32.69122529,-6.346342762
YIBO,Planet Image International Limi,0.98,undefined,-0.14,N/A,undefined,1.0040941,-12.94674529,N/A,58039536,-2491750,54406000,-3702772,0.918,54396000,1.550632911,1.550632911,0.98,0.632,0.0035,-0.0756947,32918421,USD,China,58108772,none,-5.848,-0.167133467,undefined,undefined,Technology,Computer Hardware,N/A,0.85938,0.080677436,0.078554491,1.030924855,-0.002122944,-0.901445509,0.080157644
YICCU,Yorkville International Capital Corp. Units,10.03,undefined,N/A,N/A,undefined,N/A,undefined,Not Found!,N/A,N/A,N/A,N/A,N/A,N/A,1,1.000997009,10.04,10.03,N/A,undefined,N/A,None,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,N/A,N/A,N/A,2.66E-06,#VALUE!,#VALUE!,#VALUE!
