TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE
BA,Boeing Company (The),205.5,undefined,-13.7,N/A,undefined,N/A,-33.78655693628046,1.24,190550327296,-4762874880,22275000320,-139593660416,29.306,55702999040,1.5945065176908753,1.5858938547486032,204.39,128.88,0.0195,-6.082300732435133,783071257,USD,United States,161868660736,buy,-30.964,-1.6254068241469815,undefined,undefined,Industrials,Aerospace & Defense,59.28,0.0007,-268.495314612596,-177.62352983865335
BA$A,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAB,Invesco Taxable Municipal Bond ,27.13,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0597656249999998,1.0595703125,27.125,25.6,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BABA,Alibaba Group Holding Limited,150.09,97.15216417910447,7.42,7.45,0.6472927188960256,2.3630795,-7.236286420878141,3.40,2778285735936,-49489498112,373572009984,17360683008,20.137,302947991552,1.8747189607794155,1.8424931301523855,147.51,80.06,0.0223,-20.74130172168976,2386036266,CNY,Hong Kong,356211326976,strong_buy,17.333,0.9565673289183222,-271.57174530376625,-1.809392666425253,Consumer Cyclical,Internet Retail,36.86,4.0000003e-05,98.9741737545463,121.60782246102669
BABO,YieldMax BABA Option Income Str,13.66,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.019402985074627,1.0,13.4,13.4,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC,Bank of America Corporation,55.33,73.75992537313434,3.66,16.05,1.3330910062015966,1.4442308,undefined,,415106793472,N/A,775117012992,369142235136,106.144,763981987840,1.6731176292712429,1.6537647414575143,54.69,33.07,0.0152,undefined,7302495550,USD,United States,405974777856,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Diversified,61.32,0.0789,-1.5266504794485487,-1.5913400435798521
BABW,Roundhill BABA WeeklyPay ETF,40.9712,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0167812383670431,1.0,40.295,40.295,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$B,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$E,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$L,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$K,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$M,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$O,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$N,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$P,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAC$Q,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAH,Booz Allen Hamilton Holding Cor,91.87,56.920238805970136,6.56,2.07,0.619573732513009,10.463122,16.58470260378161,4.06,13704122368,671940992,816000000,-9709437952,6.727,4160999936,1.15953552947116,1.0612141865455003,84.08,79.23,0.069699995,5.539442110891514,121301203,USD,United States,10525437952,hold,10.55,0.7843866171003718,48.06499509204152,0.523184881811707,Industrials,Consulting Services,44.74,0.01055,N/A,N/A
BAC$S,N/A,N/A,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAGY,Amplify Bitcoin Max Income Cove,36.8818,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0322362160649314,1.0478589420654911,37.44,35.73,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAI,iShares A.I. Innovation and Tec,32.7667,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.7875995635570106,1.7673213311511187,32.395,18.33,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAK,Braskem SA,2.86,-138.4304850746269,-2.45,60.33,-48.402267508610805,N/A,-0.06370105518826652,0.52,58453069824,-7746124800,7408000000,6276304896,9.292,63237001216,1.2327586206896552,1.183189655172414,2.745,2.32,0.0238,-44.89721546287353,172530183,BRL,Brazil,1131695104,hold,-164.657,-16.142843137254903,-2536.793189806376,-886.9906258064253,Basic Materials,Chemicals,47.93,0.0,2.239566650319068,2.3521122725323558
BALL,Ball Corporation,51.58,43.39655970149254,2.57,12.07,0.8413447014636011,2.5631375,107.88511527773659,2.45,20854018048,128125000,570000000,-13516426624,2.127,7546999808,1.1854746035394161,1.185014939094461,51.56,43.51,0.0292,0.47810117148425724,267987212,USD,United States,14086426624,buy,10.554,0.9673693858845096,8.073130751622603,0.1565166877010974,Consumer Cyclical,Packaging & Containers,64.91,0.00548,-2.6383474590023264,-2.7774109284879835
BALI,iShares U.S. Large Cap Premium ,31.61,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2617755069455532,1.2517962637713556,31.36,25.052,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BALT,Innovator Defined Wealth Shield,33.23,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1050881277020286,1.102424343199202,33.1499,30.07,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BALY,Bally's Corporation,16.14,-763.5786268656716,-17.84,43.64,-47.30970426677023,1.6090438,-3.7665249410743584,0.24,6342991360,-210665504,160688992,-679000288,3.269,5663639040,1.908929627439385,1.8474275576581902,15.62,8.455,0.0587,-4.285116985152964,49162136,USD,United States,839689280,none,19.609,1.4344550109729335,-183.40940266153962,-11.36365567915363,Consumer Cyclical,Resorts & Casinos,53.74,0.12486,40.480074104633125,16.60123774039169
BAM,Brookfield Asset Management Inc,53.21,28.66690298507463,1.55,14.03,0.5387502910181287,10.129573,46.34967358235781,9.25,88716935168,1849124992,1062000000,-84759341696,0.659,1939000064,1.2735758736237435,1.2635232168501676,52.79,41.78,0.0482,1.148012399816629,1610718658,USD,United States,85821341696,buy,31.959,2.4340441736481337,21.232232316907105,0.3990271061249221,Financial Services,Asset Management,49.48,0.03787,0.7896832376142847,0.7685585392405623
BAMA,Brookstone Active ETF,33.8539,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2382553035844917,1.2362838332114117,33.8,27.34,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMB,Brookstone Intermediate Bond ET,26.4651,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.052708830548926,1.0542124105011934,26.5029,25.14,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMD,Brookstone Dividend Stock ETF,30.4,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0783965945370697,1.071656615821213,30.21,28.19,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMG,Brookstone Growth Stock ETF,40.09,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4541167936162496,1.4556039173014146,40.131,27.57,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMO,Brookstone Opportunities ETF,32.65,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.207917129115797,1.202330743618202,32.499,27.03,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMU,Brookstone Ultra-Short Bond ETF,25.26,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.014050582095544,1.0136491368928142,25.25,24.91,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMV,Brookstone Value Stock ETF,32.8146,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2055326965466568,1.1939750183688465,32.5,27.22,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAMY,Brookstone Yield ETF,27.84,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1153846153846154,1.1125801282051282,27.77,24.96,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BANC,"Banc of California, Inc.",19.71,55.5508208955224,1.03,57.20,2.8184079601990053,1.0290653,undefined,,4253814272,N/A,2387083008,-709147392,15.357,3087900928,1.7109375000000002,1.6944444444444444,19.52,11.52,0.0706,undefined,150826368,USD,United States,3096230400,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,69.34,0.00855,N/A,N/A
BAP,Credicorp Ltd.,282.24,451.5596865671642,23.69,14.72,1.5999138554675603,2.08762,undefined,,12843921408,N/A,34939080704,12716511232,440.224,24865085440,1.7052746057640022,1.6748232735182165,277.2,165.51,0.0117999995,undefined,79366317,PEN,Peru,22222569472,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,64.97,0.14612001,N/A,N/A
BAPR,Innovator U.S. Equity Buffer ET,47.74,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2494111489138968,1.2469248887725726,47.645,38.21,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BAR,GraniteShares Gold Trust Shares,42.43,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.661966314140227,1.6564825695260477,42.29,25.53,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BARK,"BARK, Inc.",0.6274,-6.915223880597015,-0.2,33.62,-11.022033599931488,1.2928572,-3.4054015741883936,-0.12,130951624,-31613624,63427000,-48382616,0.37,82569000,1.0251633986928104,1.0,0.612,0.612,0.078600004,-0.18423671521016655,171592421,USD,United States,111809616,none,-3.956,-0.27664335664335665,-6.370190663520474,-10.15331632693732,Consumer Cyclical,Specialty Retail,40.74,0.30629998,-0.01732360238073423,-0.017205415253509514
BATL,Battalion Oil Corporation,1.09,undefined,-3.36,N/A,undefined,N/A,-0.3683721847056835,-0.36,389181664,-48694376,50455000,32517346,3.066,209795008,1.09,1.08,1.08,1.0,0.16700001,-2.958963910021795,16456563,USD,United States,17937654,none,5.967,1.0928571428571427,undefined,undefined,Energy,Oil & Gas E&P,41.37,0.00414,13.375257444467806,13.934817320462399
BAX,Baxter International Inc.,19.53,-10.228358208955223,-0.7,9.30,-0.523725458727866,1.3521186,3.831325561569233,2.12,17751762944,2620375040,1726000000,-8066762880,3.358,9712000000,1.1224137931034484,1.081609195402299,18.82,17.4,0.096999995,5.097452483782378,514055805,USD,United States,9792762880,hold,8.559,0.49445407279029463,74.48367136750669,3.8138080577320372,Healthcare,Medical Instruments & Supplies,50.68,0.0038,1.6578765275694982,1.6417728069457802
BAUG,Innovator U.S. Equity Buffer ET,49.74,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2959874934861908,1.2926003126628451,49.61,38.38,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BATT,Amplify Lithium & Battery Techn,13.71,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0218256894263384,1.9854446246866244,13.4633,6.781,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BB,BlackBerry Limited,4.25,undefined,0.04,N/A,undefined,3.5749183,331.77317117355375,1.60,2535185152,7562500,290500000,-2330171232,0.492,234000000,1.517857142857143,1.510714285714286,4.23,2.8,0.0428,0.012809956829742524,590361084,USD,Canada,2620671232,hold,31.69,1.3343157894736843,undefined,undefined,Technology,Software - Infrastructure,53.68,0.00282,-0.0014390512765750697,-0.00144184775274215
BBAI,"BigBear.ai, Inc.",5.97,-45.62414179104477,-1.45,29.83,-7.642234805870146,4.1857142,18.405427085207155,2.90,2084416256,141600128,586664000,-1971526336,1.344,112890000,2.5296610169491527,2.463135593220339,5.813,2.36,0.21180001,0.3243608514142125,436551228,USD,United States,2558190336,none,-43.981,-3.191654571843251,10.205989983714508,1.7095460609237032,Technology,Information Technology Services,44.20,0.00838,-0.7920119563305354,-0.31475460883937717
BBAR,Banco BBVA Argentina S.A.,17.0869,5.937044776119403,0.36,11.59,0.3474617851172186,5.0384793,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,2.2019201030927835,2.088917525773196,16.21,7.76,0.044,undefined,204236693,ARS,Argentina,3844281344,strong_buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,60.37,0.0,701499.2022015739,701499.2022015762
BBAG,JPMorgan BetaBuilders U.S. Aggr,46.39,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0468947463441054,1.0475153457302762,46.4175,44.312,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBBI,BondBloxx BBB Rated 5-10 Year C,52.0153,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0634900838274384,1.0623594356982213,51.96,48.91,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBBS,BondBloxx BBB Rated 1-5 Year Co,51.5,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0296499190275306,1.0292500549813062,51.48,50.017,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBBL,BondBloxx BBB Rated 10+ Year Co,48.3747,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0702367256637166,1.0730597345132742,48.5023,45.2,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBAX,JPMorgan BetaBuilders Developed,56.47,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3330972615675165,1.3210576015108593,55.96,42.36,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBBY,"Bed Bath & Beyond, Inc.",6.25,undefined,N/A,51.95,undefined,N/A,undefined,0.10,N/A,N/A,N/A,N/A,N/A,N/A,1.7655367231638417,1.7526553672316383,6.2044,3.54,N/A,undefined,N/A,None,N/A,444762880,none,N/A,undefined,undefined,undefined,N/A,N/A,49.17,N/A,17.639192669820538,21.933548294169988
BBCB,JPMorgan BetaBuilders USD Inves,45.825,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0536905035640378,1.0542515520809381,45.8494,43.49,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBCA,JPMorgan BetaBuilders Canada ET,92.56,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4317092034029388,1.4204176334106726,91.83,64.65,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBC,Virtus LifeSci Biotech Clinical,39.8,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.965722801788375,2.9172876304023845,39.15,13.42,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBD,Banco Bradesco Sa,3.47,8.541828358208956,0.35,21.23,2.4616220052475377,1.0927423,undefined,,529831526400,N/A,274736119808,239303131136,25.975,768625475584,1.8858695652173914,1.8206521739130435,3.35,1.84,0.009,undefined,5280641247,BRL,Brazil,35432988672,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,42.89,2.0000001e-05,-11.798452023626949,-11.752395071749286
BBDO,Banco Bradesco Sa,3.04,undefined,0.35,N/A,undefined,0.97205144,undefined,,525918044160,N/A,274736119808,243216625664,25.975,768625475584,1.777777777777778,1.719298245614035,2.94,1.71,0.0001,undefined,5296370781,BRL,Brazil,31519494144,none,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,44.16,0.0,-11.763412152000368,-11.717491983293758
BBDC,"Barings BDC, Inc.",8.95,-1.9701492537313432,0.96,-11.00,-0.22012840823813892,0.8074982,-111.35171050312046,,2491447040,-8452250,70308000,-871916064,0.669,1619531008,1.1684073107049606,1.161135770234987,8.8943,7.66,0.0069999998,-0.08037595434826472,105158938,USD,United States,942224064,buy,N/A,undefined,0.16495065258039404,0.018430240511775872,Financial Services,Asset Management,51.85,0.0057,-1.1568055359568081,-1.3595898917911118
BBEM,JPMorgan BetaBuilders Emerging ,63.43,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3565012831479897,1.3413152266894783,62.7199,46.76,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBEU,JPMorgan BetaBuilders Europe ET,72.81,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3340051300842801,1.3252106998900697,72.33,54.58,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBHL,BBH Select Large Cap ETF,16.0738,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0415214151493553,1.0334996436208126,15.95,15.433,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBHM,BBH Select Mid Cap ETF,11.365,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0547563805104407,1.0468677494199534,11.28,10.775,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBHY,JPMorgan BetaBuilders USD High ,46.525,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0697369631196543,1.068617216959441,46.4763,43.492,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBIB,JPMorgan BetaBuilders U.S. Trea,99.465,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0429380308273042,1.0445632798573976,99.62,95.37,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBIN,JPMorgan BetaBuilders Internati,73.47,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3488158619423536,1.3363337617036901,72.7901,54.47,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBJP,JPMorgan BetaBuilders Japan ETF,70.31,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4340199877625943,1.4144401386905974,69.35,49.03,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBLB,JPMorgan BetaBuilders U.S. Trea,82.5506,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.03706783919598,1.034924623115578,82.38,79.6,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBLU,EA Bridgeway Blue Chip ETF,15.2089,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3813714804722979,1.3696639418710264,15.08,11.01,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBN,BlackRock Taxable Municipal Bon,16.95,undefined,0.85,N/A,undefined,N/A,undefined,,N/A,N/A,N/A,N/A,N/A,N/A,1.1027976577748861,1.0995445673389719,16.9,15.37,0.0061000003,undefined,61792514,None,United States,1046147328,none,N/A,undefined,undefined,undefined,Financial Services,Asset Management,39.76,0.0,3.736356842545428,3.374424046763303
BBMC,JPMorgan BetaBuilders U.S. Mid ,107.863,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3955621684564625,1.3864665545348684,107.16,77.29,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBP,Virtus LifeSci Biotech Products,78.57,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.615005138746146,1.5959917780061665,77.645,48.65,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBSB,JPMorgan BetaBuilders U.S. Trea,99.2902,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.016068358575522,1.0164756446991403,99.33,97.72,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBRE,JPMorgan BetaBuilders MSCI U.S.,94.18,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.169821632632782,1.1567794504893925,93.13,80.508,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBSC,JPMorgan BetaBuilders U.S. Smal,76.0945,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4704251207729468,1.4635980676328504,75.7412,51.75,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A
BBT,Beacon Financial Corporation,27.46,5.002701492537314,0.21,20.52,0.18218140905088542,0.96565175,undefined,,2298593536,N/A,1328135936,-1007890432,15.787,1294718976,1.2330489447687472,1.2281095644364617,27.35,22.27,0.038,undefined,83908861,USD,United States,2336026368,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,68.82,0.01285,N/A,N/A
